Fecha,Temperatura
2018-03-02,20.625
2018-03-03,20.354166666666668
2018-03-04,20.358333333333334
2018-03-05,20.3625
2018-03-06,20.320833333333333
2018-03-07,20.033333333333335
2018-03-08,20.516666666666666
2018-03-09,20.429166666666667
2018-03-10,20.891666666666666
2018-03-11,21.8625
2018-03-12,21.9375
2018-03-13,21.804166666666664
2018-03-14,20.462500000000002
2018-03-15,20.016666666666666
2018-03-16,20.104166666666668
2018-03-17,20.616666666666667
2018-03-18,20.5625
2018-03-19,21.566666666666666
2018-03-20,21.587500000000002
2018-03-21,21.425
2018-03-22,22.09166666666667
2018-03-23,21.46666666666667
2018-03-24,21.670833333333334
2018-03-25,22.3625
2018-03-26,21.833333333333332
2018-03-27,21.195833333333333
2018-03-28,20.154166666666665
2018-03-29,19.970833333333335
2018-03-30,20.125
2018-03-31,20.783333333333335
2018-04-01,20.945833333333333
2018-04-02,21.270833333333332
2018-04-03,21.916666666666668
2018-04-04,21.5
2018-04-05,22.15416666666667
2018-04-06,21.72083333333333
2018-04-07,20.941666666666666
2018-04-08,20.933333333333334
2018-04-09,21.458333333333332
2018-04-10,21.079166666666666
2018-04-11,18.054166666666667
2018-04-12,18.104166666666668
2018-04-13,19.787499999999998
2018-04-14,20.175
2018-04-15,20.408333333333335
2018-04-16,21.129166666666666
2018-04-17,22.083333333333332
2018-04-18,21.166666666666668
2018-04-19,24.141666666666666
2018-04-20,21.875
2018-04-21,22.675
2018-04-22,22.3125
2018-04-23,22.075
2018-04-24,22.462500000000002
2018-04-25,22.1125
2018-04-26,22.445833333333336
2018-04-27,21.925
2018-04-28,21.304166666666667
2018-04-29,21.733333333333334
2018-04-30,20.158333333333335
2018-05-01,19.229166666666668
2018-05-02,21.075
2018-05-03,21.087500000000002
2018-05-04,21.179166666666667
2018-05-05,20.741666666666667
2018-05-06,19.658333333333335
2018-05-07,20.008333333333333
2018-05-08,18.337500000000002
2018-05-09,19.058333333333334
2018-05-10,19.370833333333334
2018-05-11,18.108333333333334
2018-05-12,20.191666666666666
2018-05-13,21.279166666666665
2018-05-14,20.470833333333335
2018-05-15,22.083333333333332
2018-05-16,22.866666666666664
2018-05-17,23.0625
2018-05-18,22.95
2018-05-19,23.6375
2018-05-20,22.945833333333336
2018-05-21,21.52916666666667
2018-05-22,21.787499999999998
2018-05-23,22.316666666666666
2018-05-24,22.991666666666664
2018-05-25,24.025000000000002
2018-05-26,24.070833333333336
2018-05-27,24.179166666666664
2018-05-28,24.729166666666668
2018-05-29,25.2625
2018-05-30,26.491666666666664
2018-05-31,25.745833333333334
2018-06-01,24.770833333333332
2018-06-02,24.366666666666664
2018-06-03,23.25
2018-06-04,23.141666666666666
2018-06-05,22.891666666666666
2018-06-06,23.275000000000002
2018-06-07,23.7
2018-06-08,21.483333333333334
2018-06-09,20.504166666666666
2018-06-10,21.099999999999998
2018-06-11,20.491666666666667
2018-06-12,19.4875
2018-06-13,18.454166666666666
2018-06-14,19.108333333333334
2018-06-15,19.004166666666666
2018-06-16,20.008333333333333
2018-06-17,19.6875
2018-06-18,17.837500000000002
2018-06-19,17.445833333333333
2018-06-20,18.233333333333334
2018-06-21,18.654166666666665
2018-06-22,19.954166666666666
2018-06-23,19.675
2018-06-24,19.037499999999998
2018-06-25,18.270833333333332
2018-06-26,18.591666666666665
2018-06-27,19.545833333333334
2018-06-28,19.379166666666666
2018-06-29,19.333333333333332
2018-06-30,19.520833333333332
2018-07-01,19.408333333333335
2018-07-02,19.895833333333332
2018-07-03,19.483333333333334
2018-07-04,21.033333333333335
2018-07-05,21.358333333333334
2018-07-06,19.650000000000002
2018-07-07,19.816666666666666
2018-07-08,18.0625
2018-07-09,19.079166666666666
2018-07-10,17.504166666666666
2018-07-11,16.974999999999998
2018-07-12,19.05
2018-07-13,19.020833333333332
2018-07-14,18.7
2018-07-15,19.858333333333334
2018-07-16,19.929166666666667
2018-07-17,19.1
2018-07-18,19.991666666666667
2018-07-19,20.5125
2018-07-20,20.445833333333333
2018-07-21,21.0
2018-07-22,21.55
2018-07-23,21.349999999999998
2018-07-24,20.95
2018-07-25,20.7625
2018-07-26,20.604166666666668
2018-07-27,20.404166666666665
2018-07-28,19.654166666666665
2018-07-29,20.345833333333335
2018-07-30,21.087500000000002
2018-07-31,20.870833333333334
2018-08-01,21.037499999999998
2018-08-02,20.833333333333332
2018-08-03,20.095833333333335
2018-08-04,18.55
2018-08-05,18.433333333333334
2018-08-06,18.679166666666667
2018-08-07,19.054166666666667
2018-08-08,19.729166666666668
2018-08-09,18.070833333333333
2018-08-10,17.966666666666665
2018-08-11,18.462500000000002
2018-08-12,17.820833333333333
2018-08-13,17.533333333333335
2018-08-14,18.75
2018-08-15,19.2375
2018-08-16,19.35833333333333
2018-08-17,19.175
2018-08-18,19.770833333333332
2018-08-19,20.675
2018-08-20,20.508333333333333
2018-08-21,18.3125
2018-08-22,18.566666666666666
2018-08-23,18.691666666666666
2018-08-24,18.325
2018-08-25,18.095833333333335
2018-08-26,18.633333333333333
2018-08-27,18.5625
2018-08-28,18.541666666666668
2018-08-29,18.55
2018-08-30,18.716666666666665
2018-08-31,18.6125
2018-09-01,19.354166666666668
2018-09-02,19.708333333333332
2018-09-03,19.75
2018-09-04,19.474999999999998
2018-09-05,18.966666666666665
2018-09-06,18.2625
2018-09-07,19.216666666666665
2018-09-08,19.183333333333334
2018-09-09,19.279166666666665
2018-09-10,19.675
2018-09-11,20.004166666666666
2018-09-12,19.779166666666665
2018-09-13,19.254166666666666
2018-09-14,19.85
2018-09-15,20.054166666666667
2018-09-16,18.908333333333335
2018-09-17,18.4375
2018-09-18,19.008333333333333
2018-09-19,19.108333333333334
2018-09-20,20.245833333333334
2018-09-21,20.575
2018-09-22,19.483333333333334
2018-09-23,18.783333333333335
2018-09-24,19.266666666666666
2018-09-25,19.079166666666666
2018-09-26,19.354166666666668
2018-09-27,19.116666666666667
2018-09-28,18.466666666666665
2018-09-29,18.291666666666668
2018-09-30,18.704166666666666
2018-10-01,18.599999999999998
2018-10-02,19.054166666666667
2018-10-03,18.525000000000002
2018-10-04,18.3125
2018-10-05,19.383333333333333
2018-10-06,18.412499999999998
2018-10-07,18.154166666666665
2018-10-08,17.845833333333335
2018-10-09,18.8625
2018-10-10,19.775000000000002
2018-10-11,19.704166666666666
2018-10-12,20.0
2018-10-13,20.150000000000002
2018-10-14,19.583333333333332
2018-10-15,19.758333333333333
2018-10-16,19.474999999999998
2018-10-17,18.895833333333332
2018-10-18,19.404166666666665
