Fecha,NO2
2019-09-16,6.249999999999999
2019-09-17,10.0
2019-09-18,6.666666666666667
2019-09-19,7.249999999999999
2019-09-20,9.041666666666666
2019-09-21,8.458333333333334
2019-09-22,7.458333333333333
2019-09-23,8.791666666666666
2019-09-24,8.916666666666666
2019-09-25,8.875
2019-09-26,9.458333333333334
2019-09-27,10.5
2019-09-28,9.458333333333334
2019-09-29,6.333333333333333
2019-09-30,4.5
2019-10-01,6.666666666666667
2019-10-02,9.25
2019-10-03,10.25
2019-10-04,9.833333333333332
2019-10-05,10.5
2019-10-06,8.791666666666666
2019-10-07,8.958333333333334
2019-10-08,8.624999999999998
2019-10-09,10.0
2019-10-10,8.708333333333334
2019-10-11,8.083333333333332
2019-10-12,7.708333333333334
2019-10-13,7.916666666666667
2019-10-14,8.583333333333334
2019-10-15,9.291666666666666
2019-10-16,11.583333333333332
2019-10-17,7.833333333333333
2019-10-18,8.666666666666666
2019-10-19,6.333333333333333
2019-10-20,5.416666666666667
2019-10-21,6.000000000000001
2019-10-22,10.625
2019-10-23,7.375
2019-10-24,9.666666666666668
2019-10-25,11.375000000000002
2019-10-26,8.875
2019-10-27,7.458333333333333
2019-10-28,6.875
2019-10-29,7.875
2019-10-30,7.333333333333333
2019-10-31,9.375
2019-11-01,7.666666666666666
2019-11-02,9.041666666666666
2019-11-03,6.124999999999999
2019-11-04,8.958333333333334
2019-11-05,10.0
2019-11-06,8.499999999999998
2019-11-07,9.714285714285714
2019-11-08,9.200000000000001
2019-11-09,9.708333333333332
2019-11-10,9.333333333333334
2019-11-11,10.125
2019-11-12,13.875
2019-11-13,10.958333333333334
2019-11-14,8.458333333333334
2019-11-15,10.117647058823527
2019-11-19,14.666666666666668
2019-11-20,10.583333333333334
2019-11-21,12.041666666666666
2019-11-22,11.250000000000002
2019-11-23,10.833333333333334
2019-11-24,11.624999999999998
2019-11-25,10.791666666666666
2019-11-26,10.958333333333334
2019-11-27,13.166666666666666
2019-11-28,13.166666666666666
2019-11-29,12.916666666666666
2019-11-30,15.5
2019-12-01,12.166666666666666
2019-12-02,14.166666666666668
2019-12-03,13.791666666666668
2019-12-04,11.625000000000002
2019-12-05,11.208333333333334
2019-12-06,14.958333333333332
2019-12-07,13.666666666666668
2019-12-08,10.916666666666666
2019-12-09,11.041666666666666
2019-12-10,10.833333333333334
2019-12-11,12.916666666666666
2019-12-12,13.791666666666668
2019-12-13,13.166666666666666
2019-12-14,12.75
2019-12-15,10.916666666666666
2019-12-16,11.333333333333334
2019-12-17,11.500000000000002
2019-12-18,11.333333333333334
2019-12-19,13.708333333333334
2019-12-20,12.75
2019-12-21,13.166666666666666
2019-12-22,10.25
2019-12-23,12.875
2019-12-24,11.541666666666668
2019-12-25,7.714285714285714
2019-12-26,13.11111111111111
2019-12-27,10.291666666666666
2019-12-28,8.333333333333334
2019-12-29,7.583333333333333
2019-12-30,7.75
2019-12-31,7.416666666666666
2020-01-01,5.291666666666667
2020-01-02,4.041666666666666
2020-01-03,7.458333333333333
2020-01-04,9.333333333333334
2020-01-06,15.111111111111112
2020-01-07,14.833333333333332
2020-01-08,14.75
2020-01-09,11.625000000000002
2020-01-10,11.375000000000002
2020-01-11,11.291666666666666
2020-01-12,10.625
2020-01-13,12.541666666666666
2020-01-14,11.266666666666666
2020-01-15,10.541666666666666
2020-01-16,10.666666666666666
2020-01-17,11.708333333333334
2020-01-18,11.708333333333332
2020-01-19,8.833333333333334
2020-01-20,10.125
2020-01-21,12.166666666666666
2020-01-22,11.000000000000002
2020-01-23,11.416666666666668
2020-01-24,9.375
2020-01-25,7.291666666666666
2020-01-26,7.208333333333333
2020-01-27,6.958333333333334
2020-01-28,8.041666666666668
2020-01-29,8.458333333333334
2020-01-30,6.833333333333334
2020-01-31,6.583333333333333
2020-02-01,8.727272727272728
2020-02-04,6.6
2020-02-05,4.8
2020-02-06,14.727272727272728
2020-02-07,21.125
2020-02-08,16.916666666666668
2020-02-09,13.833333333333334
2020-02-10,15.000000000000002
2020-02-11,17.208333333333332
2020-02-12,17.875
2020-02-13,19.208333333333336
2020-02-14,20.958333333333332
2020-02-15,22.958333333333336
2020-02-16,17.75
2020-02-17,19.916666666666664
2020-02-18,20.375
2020-02-19,20.291666666666668
2020-02-20,22.750000000000004
2020-02-21,16.625
2020-02-22,16.083333333333336
2020-02-23,12.041666666666666
2020-02-24,15.708333333333334
2020-02-25,17.599999999999998
2020-02-26,28.75
2020-02-27,29.124999999999996
2020-02-28,35.291666666666664
2020-02-29,40.0
2020-03-01,35.166666666666664
2020-03-02,35.666666666666664
2020-03-03,33.91666666666667
2020-03-04,35.958333333333336
2020-03-05,44.45833333333333
2020-03-06,43.75000000000001
2020-03-07,53.45833333333333
2020-03-08,50.458333333333336
2020-03-09,36.4375
2020-03-10,49.46666666666667
2020-03-11,49.125
2020-03-12,55.9375
2020-03-13,19.214285714285715
2020-03-14,17.875
2020-03-15,11.333333333333334
2020-03-16,15.625
2020-03-17,17.708333333333332
2020-03-18,16.416666666666668
2020-03-19,17.708333333333332
2020-03-20,16.333333333333336
2020-03-21,10.041666666666666
2020-03-22,10.75
2020-03-23,9.958333333333332
2020-03-24,10.5
2020-03-25,10.75
2020-03-26,10.208333333333334
2020-03-27,9.125
2020-03-28,8.791666666666666
2020-03-29,7.541666666666666
2020-03-30,8.043478260869565
2020-03-31,4.958333333333334
2020-04-01,3.555555555555556
2020-04-02,5.375
2020-04-03,4.863636363636363
2020-04-04,4.25
2020-04-05,3.869565217391304
2020-04-06,3.7142857142857144
2020-04-07,3.388888888888889
2020-04-08,4.952380952380952
2020-04-09,4.782608695652174
2020-04-10,4.541666666666667
2020-04-11,3.625
2020-04-12,3.75
2020-04-13,3.565217391304348
2020-04-14,4.409090909090909
2020-04-15,4.826086956521739
2020-04-16,4.666666666666667
2020-04-17,5.0
2020-04-18,4.958333333333334
2020-04-19,5.041666666666666
2020-04-20,5.625000000000001
2020-04-21,5.208333333333333
2020-04-22,4.416666666666667
2020-04-23,5.625000000000001
2020-04-24,6.086956521739129
2020-04-25,5.958333333333333
2020-04-26,6.458333333333333
2020-04-27,6.416666666666667
2020-04-28,6.833333333333334
2020-04-29,6.416666666666667
2020-04-30,6.5
2020-05-01,5.791666666666667
2020-05-02,7.0
2020-05-03,8.083333333333332
2020-05-04,7.625
2020-05-05,6.625
2020-05-06,6.9565217391304355
2020-05-07,5.625000000000001
2020-05-08,127.61904761904763
2020-05-09,63.791666666666664
2020-05-10,28.458333333333336
2020-05-11,23.625000000000004
2020-05-12,20.291666666666668
2020-05-13,19.083333333333336
2020-05-14,16.25
2020-05-15,16.0
2020-05-16,13.291666666666666
2020-05-17,12.374999999999998
2020-05-18,10.583333333333334
2020-05-19,5.625000000000001
2020-05-20,4.958333333333334
2020-05-21,4.083333333333334
2020-05-22,3.6315789473684212
2020-05-23,3.8
2020-05-24,3.578947368421053
2020-05-25,4.714285714285714
2020-05-26,5.958333333333333
2020-05-27,6.041666666666667
2020-05-28,2.6666666666666665
2020-06-04,92.85714285714286
2020-06-05,38.16666666666667
2020-06-06,18.916666666666668
2020-06-07,12.208333333333334
2020-06-08,14.249999999999998
2020-06-09,13.291666666666666
2020-06-10,4.608695652173913
2020-06-11,2.75
2020-06-12,4.0
2020-06-13,5.625000000000001
2020-06-14,6.0
2020-06-15,4.75
2020-06-16,4.5
2020-06-17,79.47619047619048
2020-06-18,23.999999999999996
2020-06-19,16.388888888888886
2020-06-20,6.173913043478261
2020-06-21,1.8666666666666667
2020-06-22,8.631578947368421
2020-06-23,11.833333333333332
2020-06-24,14.0
2020-06-25,7.083333333333334
2020-06-26,9.0
2020-06-27,7.791666666666666
2020-06-28,3.625
2020-06-29,6.266666666666667
2020-06-30,1.0
2020-07-03,1.0
2020-07-09,23.28571428571429
2020-07-10,3.833333333333333
2020-07-11,2.7333333333333334
2020-07-12,1.4285714285714286
2020-07-13,2.9333333333333336
2020-07-14,3.8666666666666667
2020-07-15,3.625
2020-07-16,3.6470588235294117
2020-07-17,2.181818181818182
2020-07-18,3.35
2020-07-19,2.9375
2020-07-20,142.1875
2020-07-21,51.14999999999999
2020-07-22,17.666666666666668
2020-07-23,11.384615384615383
2020-07-24,4.588235294117648
2020-07-25,3.875
2020-07-26,3.7916666666666665
2020-07-27,120.79166666666667
2020-07-28,33.125
2020-07-29,8.416666666666666
2020-07-30,4.684210526315789
2020-07-31,5.9375
2020-08-03,3.75
2020-08-04,3.5
2020-08-05,27.285714285714285
2020-08-06,3.473684210526316
2020-08-07,2.7
2020-09-18,3.6153846153846154
2020-09-19,3.0
2020-09-20,2.428571428571429
2020-09-21,3.1578947368421053
2020-09-22,3.0000000000000004
2020-10-14,376.7142857142857
2020-10-19,4.500000000000001
2020-10-21,85.38461538461539
2020-10-22,36.63636363636363
2020-10-23,52.166666666666664
2020-10-24,79.66666666666666
2020-10-25,80.0
2020-10-26,80.0
2021-05-03,2.6875
2021-05-04,4.3999999999999995
2021-05-05,5.434782608695652
2021-05-06,5.25
2021-05-07,5.333333333333333
2021-05-08,4.625
2021-05-09,5.25
2021-05-10,5.166666666666667
2021-05-11,5.045454545454546
2021-05-12,5.4
2021-05-13,4.374999999999999
2021-05-14,4.190476190476191
2021-05-15,4.791666666666667
2021-05-16,5.916666666666667
2021-05-17,4.91304347826087
2021-05-18,5.045454545454546
2021-05-19,4.916666666666667
2021-05-20,5.541666666666667
2021-05-21,5.666666666666667
2021-05-22,5.583333333333333
2021-05-23,6.0
2021-05-24,6.166666666666667
2021-05-25,6.291666666666667
2021-05-26,6.041666666666667
2021-05-27,6.470588235294118
2021-05-28,7.625
2021-05-31,4.0
2021-08-03,13.0
2021-10-22,3.5
2022-03-17,7.25
2022-03-24,1.0
2022-03-25,1.0
2022-03-26,1.0
2022-03-28,1.75
2022-03-29,2.2500000000000004
2022-04-06,2.125
2022-04-11,1.0
2022-04-21,1.5
2022-04-22,1.0
2022-04-28,1.0
2022-05-03,1.8000000000000003
2022-05-04,2.75
2022-05-05,2.1999999999999997
2022-05-06,1.0
2022-05-07,1.5000000000000002
2022-05-08,1.0
2022-05-09,1.0
2022-05-10,1.0
2022-05-13,1.0
2022-05-23,1.5
2022-05-24,1.0
2022-05-25,1.0
2022-09-27,0.0
2022-12-27,6.999999999999999
2022-12-28,5.0
2022-12-29,3.605263157894737
2022-12-30,3.1
2022-12-31,3.1666666666666665
2023-01-01,3.4000000000000004
2023-01-02,2.0
2023-01-03,1.5
2023-01-04,1.0
2023-01-06,2.6666666666666665
2023-01-07,3.071428571428571
2023-01-08,3.3529411764705883
2023-01-09,4.09090909090909
2023-01-10,6.166666666666667
2023-01-11,6.0
2023-01-12,7.249999999999999
2023-01-13,6.909090909090909
2023-01-14,6.933333333333333
2023-01-15,5.782608695652175
2023-01-16,6.285714285714286
2023-01-17,3.642857142857143
2023-01-18,5.0
2023-01-19,2.7
2023-01-20,3.1333333333333333
2023-01-21,3.304347826086956
2023-01-22,4.0
2023-01-23,2.7142857142857144
2023-01-24,3.1666666666666665
2023-01-25,4.071428571428571
2023-01-26,2.75
2023-01-27,3.5294117647058822
2023-01-28,4.0588235294117645
2023-01-29,4.09090909090909
2023-01-30,2.3846153846153846
2023-01-31,2.9230769230769234
2023-02-01,2.7
2023-02-02,3.0
2023-02-03,4.333333333333334
2023-02-04,6.0
2023-02-05,4.2727272727272725
2023-02-06,4.2
2023-02-07,4.533333333333333
2023-02-08,4.285714285714286
2023-02-09,3.0
2023-02-10,4.500000000000001
2023-02-11,3.75
2023-02-13,0.0
2023-02-14,0.0
2023-02-15,0.0
2023-02-16,0.0
2023-02-17,0.0
2023-02-18,0.0
2023-02-19,0.0
2023-02-20,0.0
2023-02-21,0.0
2023-02-22,0.0
2023-02-23,0.0
2023-02-24,0.0
2023-02-25,0.0
2023-02-26,0.0
2023-02-27,0.0
2023-02-28,0.0
2023-03-01,0.0
2023-03-02,0.0
2023-03-03,0.0
2023-03-04,0.0
2023-03-05,0.0
2023-03-06,0.0
2023-03-07,0.0
2023-03-08,0.0
2023-03-09,0.0
2023-03-10,0.0
2023-03-11,0.0
2023-03-12,0.0
2023-03-13,0.0
2023-03-14,0.0
2023-03-15,0.0
2023-03-16,0.0
2023-03-17,0.0
2023-03-18,0.0
2023-03-19,0.0
2023-03-20,0.0
2023-03-21,0.0
2023-03-22,0.0
2023-03-23,0.0
2023-03-24,0.0
2023-03-25,0.0
2023-03-26,0.0
2023-03-27,0.0
2023-03-28,0.0
2023-03-29,0.0
2023-03-30,0.0
2023-03-31,0.0
2023-04-01,0.0
2023-04-02,0.0
2023-04-03,0.0
2023-04-04,0.0
2023-04-05,0.0
2023-04-06,0.0
2023-04-07,0.0
2023-04-08,0.0
2023-04-09,0.0
2023-04-10,0.0
2023-04-11,0.0
2023-04-12,0.0
2023-04-13,0.0
2023-04-14,0.0
2023-04-15,0.0
2023-04-16,0.0
2023-04-17,0.0
2023-04-18,0.0
2023-04-19,0.0
2023-04-20,0.0
2023-04-21,0.0
2023-04-22,0.0
2023-04-23,0.0
2023-04-24,0.0
2023-04-25,0.0
2023-04-26,0.0
2023-04-27,0.0
2023-04-28,0.0
2023-04-29,0.0
2023-04-30,0.0
2023-05-01,0.0
2023-05-02,0.0
2023-05-03,0.0
2023-05-04,0.0
2023-05-05,0.0
2023-05-06,0.0
2023-05-07,0.0
2023-05-08,0.0
2023-05-09,0.0
2023-05-10,0.0
2023-05-11,0.0
2023-05-12,0.0
2023-05-13,0.0
2023-05-14,0.0
2023-05-15,0.0
2023-05-16,0.0
2023-05-17,0.0
2023-05-18,0.0
2023-05-19,0.0
2023-05-20,0.0
2023-05-21,0.0
2023-05-22,0.0
2023-05-23,0.0
2023-05-24,0.0
2023-05-25,0.0
2023-05-26,0.0
2023-05-27,0.0
2023-05-28,0.0
2023-05-29,0.0
2023-05-30,0.0
2023-05-31,0.0
2023-06-01,0.0
2023-06-02,0.0
2023-06-03,0.0
2023-06-04,0.0
2023-06-05,0.0
2023-06-06,0.0
2023-06-07,0.0
2023-06-08,0.0
2023-06-09,0.0
2023-06-10,0.0
2023-06-11,0.0
2023-06-12,0.0
2023-06-13,0.0
2023-06-14,0.0
2023-06-15,0.0
2023-06-16,0.0
2023-06-17,0.0
2023-06-18,0.0
2023-06-19,0.0
2023-06-20,0.0
2023-06-21,0.0
2023-06-22,0.0
2023-06-23,0.0
2023-06-24,0.0
2023-06-25,0.0
2023-06-26,0.0
2023-06-27,0.0
2023-06-28,0.0
2023-06-29,0.0
2023-06-30,0.0
2023-07-01,0.0
2023-07-02,0.0
2023-07-03,0.0
2023-07-04,0.0
2023-07-05,0.0
2023-07-06,0.0
2023-07-07,0.0
2023-07-08,0.0
2023-07-09,0.0
2023-07-10,0.0
2023-07-11,0.0
2023-07-12,0.0
2023-07-13,0.0
2023-07-14,0.0
2023-07-15,0.0
2023-07-16,0.0
2023-07-17,0.0
2023-07-18,0.0
2023-07-19,0.0
2023-07-20,0.0
2023-07-21,0.0
2023-07-22,0.0
2023-07-23,0.0
2023-07-24,0.0
2023-07-25,0.0
2023-07-26,0.0
2023-07-27,0.0
2023-07-28,0.0
2023-07-29,0.0
2023-07-30,0.0
2023-07-31,0.0
2023-08-01,0.0
2023-08-02,0.0
2023-08-03,0.0
2023-08-04,0.0
2023-08-05,0.0
2023-08-06,0.0
2023-08-07,0.0
2023-08-08,0.0
2023-08-09,0.0
2023-08-10,0.0
2023-08-11,0.0
2023-08-12,0.0
2023-08-13,0.0
2023-08-14,0.0
2023-08-15,0.0
2023-08-16,0.0
2023-08-17,0.0
2023-08-18,0.0
2023-08-19,0.0
2023-08-20,0.0
2023-08-21,0.0
2023-08-22,0.0
2023-08-23,0.0
2023-08-24,0.0
2023-08-25,0.0
2023-08-26,0.0
2023-08-27,0.0
2023-08-28,0.0
2023-08-29,0.0
2023-08-30,0.0
2023-08-31,0.0
2023-09-01,0.0
2023-09-02,0.0
2023-09-03,0.0
2023-09-04,0.0
2023-09-05,0.0
2023-09-06,0.0
2023-09-07,0.0
2023-09-08,0.0
2023-09-09,0.0
2023-09-10,0.0
2023-09-11,0.0
2023-09-12,0.0
2023-09-13,0.0
2023-09-14,0.0
2023-09-15,0.0
2023-09-16,0.0
2023-09-17,0.0
2023-09-18,0.0
2023-09-19,0.0
2023-09-20,0.0
2023-09-21,0.0
2023-09-22,0.0
2023-09-23,0.0
2023-09-24,0.0
2023-09-25,0.0
2023-09-26,0.0
2023-09-27,0.0
2023-09-28,0.0
2023-09-29,0.0
2023-09-30,0.0
2023-10-01,0.0
2023-10-02,0.0
2023-10-03,0.0
2023-10-04,0.0
2023-10-05,0.0
2023-10-06,0.0
2023-10-07,0.0
2023-10-08,0.0
2023-10-09,0.0
2023-10-10,0.0
2023-10-11,0.0
2023-10-12,0.0
2023-10-13,0.0
2023-10-14,0.0
2023-10-15,0.0
2023-10-16,0.0
2023-10-17,0.0
2023-10-18,0.0
2023-10-19,0.0
2023-10-20,0.0
2023-10-21,0.0
2023-10-22,0.0
2023-10-23,0.0
2023-10-24,0.0
2023-10-25,0.0
2023-10-26,0.0
2023-10-27,0.0
2023-10-28,0.0
2023-10-29,0.0
2023-10-30,0.0
2023-10-31,0.0
2023-11-01,0.0
2023-11-02,0.0
2023-11-03,0.0
2023-11-04,0.0
2023-11-05,0.0
2023-11-06,0.0
2023-11-07,0.0
2023-11-08,0.0
2023-11-09,0.0
2023-11-10,0.0
2023-11-11,0.0
2023-11-12,0.0
2023-11-13,0.0
2023-11-14,0.0
2023-11-15,0.0
2023-11-16,0.0
2023-11-17,0.0
2023-11-18,0.0
2023-11-19,0.0
2023-11-20,0.0
2023-11-21,0.0
2023-11-22,0.0
2023-11-23,0.0
2023-11-24,0.0
2023-11-25,0.0
2023-11-26,0.0
2023-11-27,0.0
2023-11-28,0.0
2023-11-29,0.0
2023-11-30,0.0
2023-12-01,0.0
2023-12-02,0.0
2023-12-03,0.0
2023-12-04,0.0
2023-12-05,0.0
2023-12-06,0.0
2023-12-07,0.0
2023-12-08,0.0
2023-12-09,0.0
2023-12-10,0.0
2023-12-11,0.0
2023-12-12,0.0
2023-12-13,0.0
2023-12-14,0.0
2023-12-15,0.0
2023-12-16,0.0
2023-12-17,0.0
2023-12-18,0.0
2023-12-19,0.0
2023-12-20,0.0
2023-12-21,0.0
2023-12-22,0.0
2023-12-23,0.0
2023-12-24,0.0
2023-12-25,0.0
2023-12-26,0.0
2023-12-27,0.0
2023-12-28,0.0
2023-12-29,0.0
2023-12-30,0.0
2023-12-31,0.0
2024-01-01,0.0
2024-01-02,0.0
2024-01-03,0.0
2024-01-04,0.0
2024-01-05,0.0
2024-01-06,0.0
2024-01-07,0.0
2024-01-08,0.0
2024-01-09,0.0
2024-01-10,0.0
2024-01-11,0.0
2024-01-12,0.0
2024-01-13,0.0
2024-01-14,0.0
2024-01-15,0.0
2024-01-16,0.0
2024-01-17,0.0
2024-01-18,0.0
2024-01-19,0.0
2024-01-20,0.0
2024-01-21,0.0
2024-01-22,0.0
2024-01-23,0.0
2024-01-24,0.0
2024-01-25,0.0
2024-01-26,0.0
2024-01-27,0.0
2024-01-28,0.0
2024-01-29,0.0
2024-01-30,0.0
2024-01-31,0.0
2024-02-01,0.0
2024-02-02,0.0
2024-02-03,0.0
2024-02-04,0.0
2024-02-05,0.0
2024-02-06,0.0
2024-02-07,0.0
2024-02-08,0.0
2024-02-09,0.0
2024-02-10,0.0
2024-02-11,0.0
2024-02-12,0.0
2024-02-13,0.0
2024-02-14,0.0
2024-02-15,0.0
2024-02-16,0.0
2024-02-17,0.0
2024-02-18,0.0
2024-02-19,0.0
2024-02-20,0.0
2024-02-21,0.0
2024-02-22,0.0
2024-02-23,0.0
2024-02-24,0.0
2024-02-25,0.0
2024-02-26,0.0
2024-02-27,0.0
2024-02-28,0.0
2024-02-29,0.0
2024-03-01,0.0
2024-03-02,0.0
2024-03-03,0.0
2024-03-04,0.0
2024-03-05,0.0
2024-03-06,0.0
2024-03-07,0.0
2024-03-08,0.0
2024-03-09,0.0
2024-03-10,0.0
2024-03-11,0.0
2024-03-12,0.0
2024-03-13,0.0
2024-03-14,0.0
2024-03-15,0.0
2024-03-16,0.0
2024-03-17,0.0
2024-03-18,0.0
2024-03-19,0.0
2024-03-20,0.0
2024-03-21,0.0
2024-03-22,0.0
2024-03-23,0.0
2024-03-24,0.0
2024-03-25,0.0
2024-03-26,0.0
2024-04-01,0.0
2024-04-02,0.0
2024-04-03,0.0
2024-04-23,0.0
2024-04-24,0.0
2024-04-25,0.0
2024-04-26,0.0
2024-04-27,0.0
2024-04-28,0.0
2024-04-29,0.0
2024-04-30,0.0
2024-05-01,0.0
