Time,O3_flag,SO2_flag,NO2_flag,NO_flag,CO_flag,PM10_flag,PM2.5_flag,WDir_Avg,Rain_Tot,WDir_SD,O3,SO2,NO2,NO,CO,PM10,PM2.5,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,Press_Avg,Rad_Avg,City
2015-01-01,OK,BDL,OK,BDL,OK,OK,OK,6.0,0.0,8.169096370407381,30.453125,,83.39809722222222,1.442576388888889,0.36430555555555555,25.29641911764706,14.544301242236026,15.523583333333333,63.94309027777778,2.3265243055555556,,809.3527777777778,182.41023125,Juriquilla
2015-01-02,OK,BDL,OK,BDL,OK,OK,OK,208.0,0.0,8.197783396058137,27.67870138888889,,78.22177083333334,4.384104166666666,0.3243402777777778,21.233011551155116,8.838785454545455,17.286562500000002,48.13273611111111,2.7495208333333334,,807.7902777777778,198.1727840277778,Juriquilla
2015-01-03,OK,BDL,OK,BDL,OK,OK,OK,200.0,0.0,7.1001600953624715,22.7946875,1.1960416666666667,149.02388194444444,2.7165694444444446,0.3078680555555555,18.852378335949766,8.873533333333334,15.860583333333334,52.577013888888885,2.461883333333333,,808.7375,148.59788680555556,Juriquilla
2015-01-04,OK,BDL,OK,OK,OK,OK,OK,71.0,0.0,9.820608490339628,19.93873435326843,,85.08119610570236,5.943685674547984,0.3646453407510431,20.225449482895783,8.135397849462365,12.96979652777778,61.87402777777778,3.750234027777778,,812.1965277777778,126.49609861111112,Juriquilla
2015-01-05,OK,BDL,OK,BDL,OK,OK,BDL,52.0,0.0,6.243276134497028,33.236291666666666,,78.19222916666666,1.2876319444444444,0.2684930555555555,7.760548872180451,,8.823099512874043,64.97304105775922,4.890876130828114,,815.6149025069637,126.23477244258872,Juriquilla
2015-01-06,OK,BDL,OK,OK,OK,OK,BDL,50.0,0.0,0.006919571144873842,29.167854166666665,,71.97388888888888,1.0900625,0.32048611111111114,6.711574001566171,,13.122736111111113,65.92781944444444,3.9412777777777777,,814.1180555555555,153.18732569444444,Juriquilla
2015-01-07,OK,BDL,OK,OK,OK,OK,BDL,53.0,0.0,0.006341672453917726,26.98511111111111,,74.63348611111111,1.3316597222222222,0.33415972222222223,7.104347826086956,,13.201090277777778,69.76324305555556,4.906944444444444,,813.3215277777778,135.91564791666667,Juriquilla
2015-01-08,OK,BDL,OK,OK,OK,OK,BDL,76.0,0.0,0.006739147196343317,31.45938888888889,,75.1463888888889,1.3486041666666666,0.35835416666666664,7.4818750000000005,,11.195014583333334,64.34691666666666,4.888631944444445,,813.0375,187.4974486111111,Juriquilla
2015-01-09,OK,BDL,OK,OK,OK,OK,OK,358.0,0.0,0.0071273528301992635,26.178622129436327,1.1829784272790536,77.23327070285318,8.47936673625609,0.5391718858733472,26.967463712757834,12.874815100154082,12.552559027777779,61.47560416666666,2.8246666666666664,,810.6923611111112,193.72074375,Juriquilla
2015-01-10,OK,BDL,OK,BDL,OK,OK,OK,36.0,0.0,0.007257269592170415,31.852430555555557,,72.0495,1.522736111111111,0.4819930555555556,19.875291545189505,12.033985736925514,13.404686805555555,65.21195138888889,2.244652777777778,,810.0784722222222,194.51448125,Juriquilla
2015-01-11,OK,BDL,OK,OK,OK,OK,OK,16.0,0.0,0.007114978908659273,25.664743055555558,1.4214583333333335,78.85276388888889,6.906069444444444,0.5441805555555556,24.577634487840825,13.268930769230769,14.591215277777776,53.46632638888889,2.4413194444444444,,810.4902777777778,212.64454861111113,Juriquilla
2015-01-12,OK,OK,OK,OK,OK,OK,OK,,0.0,0.007228120382810196,33.30520833333333,1.2099583333333332,80.52201388888889,11.936097222222221,0.48575,35.121325788197254,14.843152094048493,15.749561805555555,47.67907638888889,2.4233194444444446,,810.3944444444444,223.94631666666666,Juriquilla
2015-01-13,OK,BDL,OK,OK,OK,OK,OK,8.0,0.0,0.0072276578174440284,26.920645833333335,0.9869375,82.79577083333334,8.78361111111111,0.4619305555555555,37.230597579425115,16.02052036199095,14.079716666666668,54.70706944444444,2.6615625,,810.3027777777778,161.75185763888888,Juriquilla
2015-01-14,OK,BDL,OK,OK,OK,OK,OK,343.0,0.0,0.007250599915538155,25.4155,1.4687083333333333,84.68081944444445,4.60225,0.49420138888888887,35.26641369047619,17.513390491036635,13.678403472222223,59.003819444444446,2.291263888888889,,809.84375,172.83567291666668,Juriquilla
2015-01-15,OK,OK,OK,OK,OK,OK,OK,17.0,0.0,0.007276881582066339,32.245305555555554,3.119527777777778,85.76895833333333,20.686131944444444,0.6559305555555556,49.99917735849057,21.9073417721519,16.001583333333333,46.30017361111111,2.1502083333333335,,810.3041666666667,216.75168611111113,Juriquilla
2015-01-16,OK,BDL,OK,OK,OK,OK,OK,350.0,0.0,0.007071262180296013,30.950965277777776,0.6974791666666667,82.46565972222223,4.719090277777777,0.47055555555555556,26.570511182108625,11.003479853479854,15.129643750000001,51.680159722222214,2.5121597222222225,,811.3465277777777,219.27912708333332,Juriquilla
2015-01-17,OK,OK,OK,OK,OK,OK,OK,8.0,0.0,0.007431487574300536,31.178430555555558,2.5822708333333333,90.40909027777778,14.23867361111111,0.5913402777777778,39.369293154761905,15.606718506998446,17.022902777777777,45.43304861111111,2.4789930555555557,,811.3506944444445,210.37950555555557,Juriquilla
2015-01-18,OK,BDL,OK,BDL,OK,OK,OK,54.0,0.0,0.006824580969752605,35.752229166666666,,80.61340972222222,1.0875972222222223,0.3666597222222222,18.136653322658127,6.1205,15.135145833333334,43.89991666666666,3.7700555555555555,,812.7916666666666,222.01708680555555,Juriquilla
