O3,NO2,NO,CO,PM10,PM2.5,Temp_Avg,RH_Avg,WSpeed_Avg,WDir_Avg,Press_Avg,Rad_Avg,Rain_Tot
0.802358397476023,-1.2316778004050786,-0.6787388958067291,-0.5902646489237217,0.7295986982638114,0.3382249536677329,0.5168471299677871,-1.9370733707235748,1.6155766000867895,0.32773106147027736,-1.0685107583266582,1.331082817131716,-0.3534454994818486
1.0476960321573054,-1.4757380720008855,-0.9198470923417195,-0.8350438684216458,0.40740955701138565,0.16419647329048448,0.8821994692414205,-2.0688124355879633,2.4216189313502667,2.7370934866187127,-1.3430428281887008,1.5700838587356944,-0.3534454994818486
1.6672936685758288,-0.17276536121258057,-0.13686866438202888,0.6442944337440281,2.2985551229726364,2.2359270890427747,1.0308238267470708,-1.8621389375184578,0.10033265026922637,1.0641015823735467,-1.4546779156640806,0.14434011151720555,-0.3534454994818486
1.6776768034119163,-0.36794403078769544,-0.5650734566028958,0.5181493072027699,2.2030851919210788,2.3443222016280147,1.2364528341972134,-1.568483035784664,0.3278889899957556,1.2190104891856455,-0.6762298599701844,-0.37611855826035434,-0.3534454994818486
1.8562005606456522,-0.08071897823700164,-0.5608263905532219,1.0780566232543216,2.593675878326484,3.0272013217211855,1.1354986765570019,-1.1324292659019939,0.6373154792164344,-0.22719459628145586,0.07187351080483134,-0.15361095753761517,-0.3048804690186938
1.6254628468136727,1.0448236364067645,0.06897041843610449,1.2238511501552778,2.0475205676734265,2.361504806755813,1.0563007522132248,-1.0332827667620592,0.015421782255800265,-0.11017134924158462,0.12962022610919535,-0.6142362147117854,-0.3534454994818486
1.2861184976536135,0.5836110989372902,-0.7242973990110814,1.150350321506038,2.5929580258015963,2.8988995216706055,1.1067240773147968,-1.046711671652211,-0.2805847338479073,0.35568186003933866,-0.001344812424988,-0.6205542172870868,-0.3534454994818486
0.727925515068769,0.9168767299011565,-0.34711895106818075,0.9051687252089391,2.2261939338392884,2.2066870122558924,0.795821917796273,-1.0126939746621488,0.7614181102823712,1.1321248047364796,-0.0288473332619505,-1.0032222917296978,-0.3534454994818486
1.049072560530896,-0.41633879889767406,-0.5933154199718627,0.10557896244900782,1.724177643949705,2.0375717680603977,0.9827843622065007,-1.1278072302649507,0.7875539298997946,1.2027463700081968,0.021481716142706365,-0.13026232162886228,-0.28059795378711644
1.0547579203041721,-0.4697653432133826,-0.6628688204955079,0.31977754520965745,2.3439268390736165,3.2644664152734126,0.7126836121722508,-0.729550420035349,1.0765443722038466,0.8359633459337111,-0.4571194995071299,-0.5552292984347537,-0.3291629842502712
1.3550203520258075,-0.8713198623100178,-0.20254430894727615,-0.3847171673453273,1.1645384154798646,1.2493986349631252,1.1760219689758293,-1.2149014259227096,1.2969032530989166,1.90677073465215,-1.3599144396701695,0.9739696000079764,-0.3534454994818486
0.2392430880854975,-0.22115361803298184,-0.36897702440550467,-0.07424509950682133,1.8932321972454906,2.234663958808935,0.11669905072038445,0.17601318618512335,-0.5289163451513005,-0.44215201782590563,-1.2384447365490316,-0.5811157837097962,-0.3534454994818486
1.227648881368789,-1.278088051601001,-0.9339673081116096,-1.0389681874821017,0.6026762768784387,0.3167073790760997,0.6474089795982962,-1.1812412288187468,3.5044614327182746,1.3320521264351495,0.22583154315089618,-2.362364696399898,-0.3534454994818486
1.2523489139485626,-0.5967455366677168,-0.464590335934886,-0.2633334995943022,0.5970193554823939,0.6086861500136023,0.509071537726168,-0.9571480861851785,0.3850819578365746,0.27286790986219983,-0.18623155654823703,0.29433741035420974,-0.3534454994818486
1.123294361412788,-0.07755455781736526,-0.30814647782491683,0.1420611255741778,1.6670625478471608,1.3958804543047283,0.4928636230295562,-0.753146763401474,0.38156888246364085,0.45917702888548756,-0.3302172163902347,-0.49832046771462957,-0.3534454994818486
1.3976823505484868,-0.015737083312006017,-0.5676175927872417,-0.09487174633984004,0.7498156654718338,0.9495654942968146,0.8367214862448268,-0.6473876378570286,0.7243815541008144,-0.1553245904250585,1.2049195260029464,-0.1547252369283705,-0.3048804690186938
1.6519926802340932,0.5731476472420313,-0.7554015155874374,-0.1303479674670732,0.8438097986464266,1.0821259961694367,0.4556637126869488,-0.13910497433216532,1.4644060318788799,-1.7593485580984292,1.7648738894666696,-0.9359579263660504,-0.3534454994818486
1.1724334484464949,-0.04482888686220209,-0.7467842801243308,-0.11579533989692324,0.6022282410464099,0.8424262208398948,0.6389171505184383,-0.05335704892136269,0.23959604691014458,0.3403409548450166,0.531905561641782,-0.5560225629885679,-0.1834678928608069
