PC1,PC2,PC3,PC4,PC5,PC6
-3.164672455754034,-0.8032015322991438,-1.0258199942705857,0.28281551329031995,0.014759921074366838,0.47262869251548506
-4.43623946243002,-1.9878631705996297,-1.3493633740914768,-0.2672517727622527,0.5987385694859668,0.7541701434115918
-3.8431918419287907,1.9142717304102408,0.3513442286339969,-1.291032034781718,-0.5640438413643848,-0.21674665537195398
-3.7911669174388605,1.602657172870606,0.90005697576142,-1.0828253045680787,-0.05048473538466921,-0.8773890486887844
-3.4968255828438872,2.692341464846279,1.2877326325559335,-0.5592670025312018,0.1817861415576242,-1.0551986925868593
-2.2552042152749476,3.119910891826498,1.1191736561713372,-0.5613178996934193,0.10529195570727852,-0.8273133288776651
-2.8946663766202154,2.914036517073916,1.4565409887938707,-1.0423660471302778,-0.02860357532002507,-1.334324268043635
-2.4787889696212835,2.162688067655212,0.7867976736471344,-1.4323246227137363,0.5689362017122015,-1.194171623248837
-3.1414376218686932,0.9339080263095976,0.7632635454188581,-0.5986100046566598,0.3105461832854175,-0.839805461218948
-3.4493949046407746,1.5083245886657688,1.0807112387787368,-1.4579149557915094,-0.024478170043538396,-1.4176528762527447
-3.8532724228843316,-0.2564711153706323,-0.28660478356719327,-0.6150248356645518,-0.3926714690804842,0.3625130565526517
-1.3377190425267773,1.3072774514138903,0.8770771963314773,-1.3512472191334763,-1.4761801786602493,-1.2058172130956735
-2.665354153204399,-1.824771709765533,0.29950378950754536,-0.6610639929068018,1.9373953692933379,-1.989206436887586
-1.9759791779936249,0.10894649109200544,0.11529005183849696,0.3776372645057786,0.050348450372956696,-0.285683139388628
-2.12688619217961,1.1221595637974637,0.5767149920642547,-0.6077814222433404,-0.00023545624600984934,-0.8654091593932142
-1.6477873392575741,0.7745664141092372,0.8892625084944746,1.0194330846690591,0.7928184431309667,-0.8482102414506307
-0.8112939711837773,1.2423431833299872,1.2661602569529278,1.455089305783973,1.1915587077821588,-1.6140706181643927
-1.2553710157707707,0.35151990877504347,1.0285905484951094,0.22932152391989427,0.3854347855733433,-0.9880265402785898
-1.8656509570028803,1.3196371668478826,1.5325967346146887,-0.45924400344758504,-0.13531741726601615,-0.6256404889342243
-0.7913475895329549,1.6630777824485272,3.560009981764905,-2.430077124967076,0.7490036211525929,1.1110886884182303
-2.5541240806915413,1.3886900625604566,0.4339835255672945,-0.599002473882764,-0.8713396798432274,-0.11006141387950288
0.7673448249771974,3.076066496258174,0.692719870980463,-2.1286116901856853,-1.8841705483649624,-0.8629782989495162
-3.3574511147262904,-0.30756410004897483,-0.21529085789795055,0.007119512191232725,-0.4870024929829552,0.2784342362917491
-4.388611555952538,1.1572452383876326,0.4580325285049342,-0.27677464470826435,-1.1291720133915915,0.1751202059051904
-4.438673012138547,0.5432753705812867,0.2466178216640746,-0.2974449112515213,-1.557765884375347,0.3667504466783365
-4.3654952022306714,0.19629951087412184,-0.18363298762804875,-0.70640200549162,-1.1688261122775832,0.3858381049577912
-4.549454769857137,-1.2278931764380943,-0.48179594670134124,-0.2058761251449044,-0.7337088522038586,0.6461397619744529
-3.9700405092001723,-1.854097950023808,1.1663554686159772,-2.133030044434397,1.297308279355849,0.7373664063780985
-2.890193920359362,-1.0366075747710233,0.09552460507596208,-0.7776064237396287,0.045436004534090926,-0.4002218578131065
-3.5272031647496855,-1.0013327388467168,0.18019909526678268,0.0015601978077301934,0.23600710530009228,-0.30892900630756903
-2.587327130815979,0.6767786351526559,0.21934066144688247,1.1707784852708893,-0.8638162667539379,0.45093016982041795
-3.784141493102594,-0.6157155487674165,0.22519666866353133,-0.3624234817978836,-0.225162877140535,-0.019900296074362524
