Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Merida (meda), Yucatan
Lat 20.9838 N, Lon 89.6452 W, Alt 25 masl
Time UTC-6h
Meteorological data
 
TIMESTAMP,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,WDir_SD,Rain_Tot,Press_Avg,Rad_Avg
yyyy-mm-dd HH:MM:SS,°C,%,m/s,m/s,deg,deg,mm,hPa,W/m^2
2017-02-01 00:00:00,20.52,75.63,3.713,null,83.8,8.78,0.0,1018.0,0.0
2017-02-01 00:01:00,20.475,75.7,4.34,null,97.7,12.14,0.0,1018.0,0.0
2017-02-01 00:02:00,20.452,75.78,3.465,null,81.8,10.6,0.0,1018.0,0.0
2017-02-01 00:03:00,20.599,75.9,4.04,null,91.9,11.87,0.0,1018.0,0.0
2017-02-01 00:04:00,20.52,75.82,3.51,null,92.8,13.48,0.0,1018.0,0.0
2017-02-01 00:05:00,20.441,75.94,3.425,null,98.8,3.236,0.0,1018.0,0.0
2017-02-01 00:06:00,20.48,76.07,3.562,null,91.4,9.33,0.0,1018.0,0.0
2017-02-01 00:07:00,20.413,76.19,3.875,null,88.9,8.4,0.0,1018.0,0.0
2017-02-01 00:08:00,20.3,76.35,4.705,null,89.3,8.92,0.0,1018.0,0.0
2017-02-01 00:09:00,20.351,76.47,4.732,null,78.39,10.36,0.0,1018.0,0.0
2017-02-01 00:10:00,20.374,76.5,2.643,null,87.0,6.827,0.0,1018.0,0.0
2017-02-01 00:11:00,20.368,76.46,2.952,null,87.7,7.673,0.0,1018.0,0.0
2017-02-01 00:12:00,20.351,76.54,3.672,null,86.5,11.85,0.0,1018.0,0.0
2017-02-01 00:13:00,20.441,76.67,3.203,null,95.2,8.19,0.0,1018.0,0.0
2017-02-01 00:14:00,20.261,76.6,2.85,null,95.7,5.343,0.0,1018.0,0.0
2017-02-01 00:15:00,20.272,76.74,4.355,null,92.5,12.15,0.0,1018.0,0.0
2017-02-01 00:16:00,20.205,76.76,3.22,null,92.5,10.26,0.0,1018.0,0.0
2017-02-01 00:17:00,20.188,76.84,4.61,null,83.5,12.2,0.0,1018.0,0.0
2017-02-01 00:18:00,20.176,76.99,3.715,null,96.3,9.61,0.0,1018.0,0.0
2017-02-01 00:19:00,20.278,77.12,4.11,null,97.6,14.26,0.0,1018.0,0.0
2017-02-01 00:20:00,20.131,77.03,3.775,null,97.1,10.46,0.0,1018.0,0.0
2017-02-01 00:21:00,20.244,77.21,4.1,null,101.7,10.96,0.0,1018.0,0.0
2017-02-01 00:22:00,20.131,77.17,3.26,null,91.3,6.963,0.0,1018.0,0.0
2017-02-01 00:23:00,20.211,77.12,3.022,null,97.6,18.08,0.0,1018.0,0.0
2017-02-01 00:24:00,20.149,77.19,3.863,null,92.0,5.597,0.0,1018.0,0.0
2017-02-01 00:25:00,20.131,77.31,3.332,null,106.0,10.3,0.0,1018.0,0.0
2017-02-01 00:26:00,20.109,77.41,2.842,null,100.8,5.519,0.0,1018.0,0.0
2017-02-01 00:27:00,20.092,77.49,3.583,null,96.8,12.95,0.0,1018.0,0.0
2017-02-01 00:28:00,19.951,77.64,4.397,null,93.0,8.06,0.0,1018.0,0.0
2017-02-01 00:29:00,20.064,77.65,5.108,null,91.1,12.87,0.0,1018.0,0.0
2017-02-01 00:30:00,20.047,77.51,4.417,null,99.8,7.946,0.0,1018.0,0.0
2017-02-01 00:31:00,20.014,77.51,3.727,null,86.7,8.67,0.0,1018.0,0.0
2017-02-01 00:32:00,20.041,77.68,3.573,null,90.5,9.86,0.0,1018.0,0.0
