O3,Rain_Tot
42.098597222222224,0.0
44.56038888888889,0.0
50.77761805555556,0.0
50.88180555555556,0.0
50.357875,0.0
46.95279166666667,0.0
41.35171527777778,0.0
47.64417361111112,0.0
36.44812872467223,0.0
46.36608993902439,0.0
46.613937500000006,0.0
45.31896527777778,0.0
50.62408333333333,0.0
44.47498611111112,0.0
24.28945091514143,0.0
43.86094444444445,0.0
51.76501388888889,0.0
50.53036111111111,0.0
47.22839583333333,0.0
49.99317361111111,0.0
43.40754861111111,0.0
46.80977777777778,0.0
43.47030555555556,0.0
45.44541666666667,0.0
45.59886805555555,0.0
48.23558333333334,0.0
50.8070625,0.0
42.99051112656468,0.0
39.696125,0.0
39.475208333333335,0.0
34.802083333333336,0.0
41.97205555555556,0.0
45.95,0.0
42.05464583333333,0.0
42.29879861111111,0.0
41.02654861111111,0.0
35.668909722222224,0.0
21.114088397790056,0.0
32.95679166666667,0.0
26.203569444444444,0.0
47.542125000000006,0.0
41.57513194444444,0.0
42.71929166666666,0.0
45.58594444444444,0.0
50.90334722222223,0.0
20.68875945537065,0.0
21.88284942084942,0.0
36.13798611111111,0.0
30.77636805555556,0.0
30.354597222222225,0.0
27.448347222222225,0.0
29.207173611111116,0.0
33.41251388888889,0.0
29.07413194444445,0.0
22.71313888888889,0.0
30.03416550764951,0.0
32.78840972222222,0.0
32.40528472222222,0.0
36.23313888888889,0.0
33.48708333333333,0.0
40.152791666666666,0.0
39.56527083333333,0.0
29.13805555555556,0.0
29.165444444444443,0.0
32.69744444444444,0.0
34.168909722222224,0.0
28.965541666666663,0.0
30.461305555555555,0.0
29.1420625,0.0
31.435319444444445,0.0
33.832874999999994,0.0
34.30513194444445,0.0
16.190994475138123,0.0
34.525691452397496,0.0
37.92851388888889,0.0
23.52146527777778,0.0
13.928822299651568,0.0
19.258461805555555,0.0
29.82270833333333,0.0
37.38441666666667,0.0
31.155881944444445,0.0
30.743368055555557,0.0
23.25568055555556,0.0
19.3663125,0.0
15.549097222222224,0.0
16.2088125,0.0
19.53570138888889,0.0
25.13354355400697,0.0
25.64980448950036,0.0
31.531659722222223,0.0
31.371569444444443,0.0
32.98795833333334,0.0
33.373555555555555,0.0
37.62560806115358,0.0
33.23253472222222,0.0
38.457125000000005,0.0
38.96289583333333,0.0
21.734222222222225,0.0
20.425317959468902,0.0
16.184617258176758,0.0
20.742756944444444,0.0
21.65880555555556,0.0
24.4300625,0.0
32.456875000000004,0.0
40.18366666666667,0.0
39.71960416666667,0.0
34.48417361111111,0.0
33.14384027777778,0.0
32.88072916666667,0.0
17.2278517397882,0.0
17.184868055555555,0.0
15.048225694444444,0.0
19.92018055555556,0.0
20.798784722222223,0.0
23.19620833333333,0.0
21.48265277777778,0.0
25.049916666666665,0.0
18.884631944444443,0.0
19.568284722222224,0.0
14.627116052814454,0.0
29.140208333333334,0.0
37.62855555555556,0.0
34.13065972222223,0.0
42.00321527777778,0.0
44.97535416666667,0.0
35.139854166666666,0.0
34.65788194444444,0.0
31.327361111111117,0.0
22.762666666666664,0.0
23.325229166666663,0.0
27.85879166666667,0.0
23.64385952208544,0.0
29.35556944444444,0.0
28.373055555555556,0.0
25.192409722222223,0.0
22.526027777777777,0.0
22.873069444444447,0.0
21.196875,0.0
16.354479166666668,0.0
17.027291666666667,0.0
19.806125,0.0
22.59813888888889,0.0
21.193416666666668,0.0
24.81572222222222,0.0
25.92910416666667,0.0
25.16539583333333,0.0
26.123548611111115,0.0
27.909770833333333,0.0
27.167145833333336,0.0
33.36979320531758,0.0
36.58883089770355,0.0
32.025777777777776,0.0
23.709993055555557,0.0
25.29263888888889,0.0
24.49093055555556,0.0
22.230256944444445,0.0
24.762416666666663,0.0
31.744728457639397,0.0
30.100694444444443,0.0
27.539583333333333,0.0
35.753236111111114,0.0
36.71118055555556,0.0
45.00276388888889,0.0
42.50246527777778,0.0
42.22634027777778,0.0
40.31036805555556,0.0
38.49885416666667,0.0
34.491166666666665,0.0
32.07825,0.0
28.6599375,0.0
36.17859722222222,0.0
30.55161805555556,0.0
33.233645833333334,0.0
32.876201388888894,0.0
45.484631944444445,0.0
52.02514583333334,0.0
48.33290277777778,0.0
57.25498611111111,0.0
61.173902777777776,0.0
57.80980555555555,0.0
52.135645833333335,0.0
36.00194675540765,0.0
40.048145833333336,0.0
41.41460416666666,0.0
38.88227083333334,0.0
38.95588888888889,0.0
37.63310416666666,0.0
39.93408333333333,0.0
39.06909722222223,0.0
40.37890972222222,0.0
38.0923125,0.0
35.65232638888889,0.0
35.876756944444445,0.0
40.032868055555554,0.0
40.04170138888889,0.0
33.581867219917015,0.0
41.92834027777778,0.0
33.664145833333336,0.0
32.006076388888886,0.0
38.40700694444444,0.0
32.24795833333333,0.0
34.71211805555556,0.0
42.74701388888889,0.0
39.27136111111111,0.0
38.35505555555555,0.0
31.59933333333333,0.0
32.05447222222222,0.0
36.42123611111112,0.0
48.24828472222222,0.0
53.41093055555556,0.0
48.93819444444444,0.0
44.66847916666666,0.0
47.503395833333336,0.0
47.19511111111112,0.0
45.66423611111111,0.0
45.43418055555556,0.0
50.93453472222222,0.0
45.61479166666667,0.0
51.32558333333333,0.0
49.54078472222222,0.0
47.31720833333333,0.0
50.49930555555556,0.0
46.102284722222215,0.0
37.15773480662983,0.0
