Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Merida (meda), Yucatan
Lat 20.9838 N, Lon 89.6452 W, Alt 25 masl
Time UTC-6h
Air Quality data
BDL = Below Detection Limit, null = missing data
 
Time,O3,SO2,NO2,NO,CO,PM10,PM2.5
yyyy-mm-dd HH:MM:SS,ppb,ppb,ppb,ppb,ppm,ug/m^3,ug/m^3
2016-09-01 00:00:00,BDL,BDL,2.84,BDL,null,5.71,BDL
2016-09-01 00:01:00,BDL,BDL,2.73,BDL,null,5.79,BDL
2016-09-01 00:02:00,BDL,BDL,3.0,BDL,null,5.63,BDL
2016-09-01 00:03:00,BDL,BDL,2.76,BDL,null,5.22,BDL
2016-09-01 00:04:00,BDL,BDL,2.81,BDL,null,5.44,BDL
2016-09-01 00:05:00,BDL,BDL,3.11,BDL,null,5.67,BDL
2016-09-01 00:06:00,BDL,BDL,3.2,BDL,null,6.09,BDL
2016-09-01 00:07:00,BDL,BDL,3.21,BDL,null,6.57,BDL
2016-09-01 00:08:00,BDL,BDL,3.13,BDL,null,6.54,4.08
2016-09-01 00:09:00,BDL,BDL,3.33,BDL,null,7.19,4.49
2016-09-01 00:10:00,BDL,BDL,3.3,BDL,null,8.31,5.36
2016-09-01 00:11:00,BDL,BDL,2.95,BDL,null,8.75,5.52
2016-09-01 00:12:00,BDL,BDL,2.68,BDL,null,8.61,5.06
2016-09-01 00:13:00,BDL,BDL,2.9,BDL,null,8.93,5.53
2016-09-01 00:14:00,BDL,BDL,2.86,BDL,null,9.65,5.92
2016-09-01 00:15:00,BDL,BDL,2.49,BDL,null,10.8,6.7
2016-09-01 00:16:00,BDL,BDL,2.65,BDL,null,11.74,6.97
2016-09-01 00:17:00,BDL,BDL,2.33,BDL,null,12.33,6.83
2016-09-01 00:18:00,BDL,BDL,2.22,BDL,null,13.24,6.62
2016-09-01 00:19:00,BDL,BDL,2.26,BDL,null,14.65,6.3
2016-09-01 00:20:00,BDL,BDL,2.08,BDL,null,15.29,5.86
2016-09-01 00:21:00,BDL,BDL,BDL,BDL,null,15.69,5.93
2016-09-01 00:22:00,BDL,BDL,BDL,BDL,null,15.62,5.28
2016-09-01 00:23:00,BDL,BDL,BDL,BDL,null,15.63,BDL
2016-09-01 00:24:00,BDL,BDL,BDL,BDL,null,15.63,BDL
2016-09-01 00:25:00,BDL,BDL,BDL,BDL,null,15.63,4.45
2016-09-01 00:26:00,BDL,BDL,BDL,BDL,null,14.79,4.64
2016-09-01 00:27:00,BDL,BDL,BDL,BDL,null,14.46,5.08
