Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Merida (meda), Yucatan
Lat 20.9838 N, Lon 89.6452 W, Alt 25 masl
Time UTC-6h
Air Quality data
Flags: OK = Reliable data, BDL = Below Detection Limit, OR = Out of Range, OS = Out of Service 
 
Time,O3,O3_flag,SO2,SO2_flag,NO2,NO2_flag,NO,NO_flag,CO,CO_flag,PM10,PM10_flag,PM2.5,PM2.5_flag
yyyy-mm-dd HH:MM:SS,ppb,flag,ppb,flag,ppb,flag,ppb,flag,ppm,flag,ug/m^3,flag,ug/m^3,flag
2024-08-01 00:00:00,7.93,OK,null,OS,null,OS,null,OS,0.93,OK,-25.39,OR,null,OS
2024-08-01 00:01:00,8.56,OK,null,OS,null,OS,null,OS,0.93,OK,-23.05,OR,null,OS
2024-08-01 00:02:00,8.38,OK,null,OS,null,OS,null,OS,0.92,OK,-21.9,OR,null,OS
2024-08-01 00:03:00,8.28,OK,null,OS,null,OS,null,OS,0.93,OK,-19.54,OR,null,OS
2024-08-01 00:04:00,9.01,OK,null,OS,null,OS,null,OS,0.93,OK,-17.06,OR,null,OS
2024-08-01 00:05:00,8.53,OK,null,OS,null,OS,null,OS,0.93,OK,-16.11,OR,null,OS
2024-08-01 00:06:00,7.86,OK,null,OS,null,OS,null,OS,0.94,OK,-14.36,OR,null,OS
2024-08-01 00:07:00,8.98,OK,null,OS,null,OS,null,OS,0.92,OK,-13.38,OR,null,OS
2024-08-01 00:08:00,8.49,OK,null,OS,null,OS,null,OS,0.93,OK,-11.29,OR,null,OS
2024-08-01 00:09:00,8.05,OK,null,OS,null,OS,null,OS,0.94,OK,-9.28,OR,null,OS
2024-08-01 00:10:00,7.88,OK,null,OS,null,OS,null,OS,0.96,OK,-8.22,OR,null,OS
2024-08-01 00:11:00,8.34,OK,null,OS,null,OS,null,OS,0.9,OK,-7.9,OR,null,OS
2024-08-01 00:12:00,7.76,OK,null,OS,null,OS,null,OS,0.95,OK,-7.35,OR,null,OS
2024-08-01 00:13:00,8.34,OK,null,OS,null,OS,null,OS,1.0,OK,-7.29,OR,null,OS
2024-08-01 00:14:00,8.14,OK,null,OS,null,OS,null,OS,0.96,OK,-6.79,OR,null,OS
2024-08-01 00:15:00,9.24,OK,null,OS,null,OS,null,OS,0.92,OK,-4.97,OR,null,OS
2024-08-01 00:16:00,8.55,OK,null,OS,null,OS,null,OS,0.91,OK,-3.04,BDL,null,OS
2024-08-01 00:17:00,8.53,OK,null,OS,null,OS,null,OS,0.92,OK,-2.56,BDL,null,OS
2024-08-01 00:18:00,8.45,OK,null,OS,null,OS,null,OS,0.98,OK,-1.68,BDL,null,OS
2024-08-01 00:19:00,8.67,OK,null,OS,null,OS,null,OS,0.96,OK,-0.22,BDL,null,OS
2024-08-01 00:20:00,7.81,OK,null,OS,null,OS,null,OS,0.95,OK,2.43,BDL,null,OS
2024-08-01 00:21:00,7.51,OK,null,OS,null,OS,null,OS,0.94,OK,3.36,BDL,null,OS
2024-08-01 00:22:00,8.2,OK,null,OS,null,OS,null,OS,0.91,OK,5.06,OK,null,OS
