Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Merida (meda), Yucatan
Lat 20.9838 N, Lon 89.6452 W, Alt 25 masl
Time UTC-6h
Air Quality data
BDL = Below Detection Limit, null = missing data
 
Time,O3,SO2,NO2,NO,CO,PM10,PM2.5
yyyy-mm-dd HH:MM:SS,ppb,ppb,ppb,ppb,ppm,ug/m^3,ug/m^3
2016-07-01 00:00:00,13.87,BDL,BDL,BDL,null,9.78,BDL
2016-07-01 00:01:00,13.71,BDL,BDL,BDL,null,9.51,BDL
2016-07-01 00:02:00,14.23,BDL,BDL,BDL,null,9.09,4.02
2016-07-01 00:03:00,13.9,BDL,BDL,BDL,null,8.81,4.06
2016-07-01 00:04:00,13.29,BDL,BDL,BDL,null,8.79,4.99
2016-07-01 00:05:00,13.17,BDL,BDL,BDL,null,9.2,6.54
2016-07-01 00:06:00,13.09,BDL,2.07,BDL,null,9.04,6.61
2016-07-01 00:07:00,12.81,BDL,2.12,BDL,null,9.32,6.79
2016-07-01 00:08:00,12.51,BDL,2.11,BDL,null,9.94,6.95
2016-07-01 00:09:00,12.36,BDL,2.16,BDL,null,10.65,7.0
2016-07-01 00:10:00,12.26,BDL,2.52,BDL,null,10.03,6.72
2016-07-01 00:11:00,13.1,BDL,2.11,BDL,null,10.24,5.54
2016-07-01 00:12:00,13.16,BDL,BDL,BDL,null,10.43,5.55
2016-07-01 00:13:00,12.97,BDL,BDL,BDL,null,10.7,5.86
2016-07-01 00:14:00,12.64,BDL,BDL,BDL,null,11.56,6.62
2016-07-01 00:15:00,12.6,BDL,2.01,BDL,null,11.41,6.34
2016-07-01 00:16:00,12.81,BDL,BDL,BDL,null,11.27,6.36
2016-07-01 00:17:00,12.62,BDL,2.17,BDL,null,10.1,5.71
2016-07-01 00:18:00,12.27,BDL,BDL,BDL,null,9.79,6.0
2016-07-01 00:19:00,11.73,BDL,2.24,BDL,null,10.58,6.55
2016-07-01 00:20:00,11.58,BDL,2.39,BDL,null,11.83,6.77
2016-07-01 00:21:00,11.55,BDL,2.31,BDL,null,13.71,6.89
2016-07-01 00:22:00,12.08,BDL,2.06,BDL,null,15.11,6.97
2016-07-01 00:23:00,12.32,BDL,BDL,BDL,null,15.86,7.4
2016-07-01 00:24:00,12.31,BDL,BDL,BDL,null,16.3,8.15
2016-07-01 00:25:00,12.31,BDL,BDL,BDL,null,15.9,8.13
2016-07-01 00:26:00,12.03,BDL,2.02,BDL,null,14.66,7.96
2016-07-01 00:27:00,11.85,BDL,2.1,BDL,null,13.62,7.8
2016-07-01 00:28:00,11.84,BDL,2.18,BDL,null,13.88,7.44
2016-07-01 00:29:00,12.33,BDL,2.41,BDL,null,14.1,6.72
2016-07-01 00:30:00,12.04,BDL,2.42,BDL,null,14.01,6.68
2016-07-01 00:31:00,11.92,BDL,2.62,BDL,null,14.12,7.22
2016-07-01 00:32:00,11.61,BDL,2.5,BDL,null,14.07,7.35
2016-07-01 00:33:00,11.36,BDL,3.11,BDL,null,15.07,7.55
2016-07-01 00:34:00,11.06,BDL,2.84,BDL,null,16.97,7.27
2016-07-01 00:35:00,11.14,BDL,2.89,BDL,null,18.37,7.33
2016-07-01 00:36:00,11.04,BDL,2.72,BDL,null,19.23,7.71
2016-07-01 00:37:00,11.03,BDL,2.62,BDL,null,20.18,8.72
2016-07-01 00:38:00,11.11,BDL,2.83,BDL,null,20.77,9.12
2016-07-01 00:39:00,11.11,BDL,2.6,BDL,null,20.76,9.1
2016-07-01 00:40:00,11.37,BDL,2.48,BDL,null,20.03,8.74
2016-07-01 00:41:00,11.24,BDL,2.51,BDL,null,19.41,8.83
2016-07-01 00:42:00,11.19,BDL,2.31,BDL,null,18.36,8.96
2016-07-01 00:43:00,11.14,BDL,2.54,BDL,null,18.27,8.83
2016-07-01 00:44:00,10.95,BDL,2.68,BDL,null,18.74,8.79
2016-07-01 00:45:00,10.64,BDL,2.89,BDL,null,19.02,9.52
2016-07-01 00:46:00,10.46,BDL,2.79,BDL,null,19.42,9.57
2016-07-01 00:47:00,10.27,BDL,2.93,BDL,null,19.71,9.36
2016-07-01 00:48:00,10.15,BDL,3.1,BDL,null,20.19,9.22
2016-07-01 00:49:00,10.36,BDL,2.76,BDL,null,20.77,9.32
2016-07-01 00:50:00,10.24,BDL,2.93,BDL,null,21.29,9.1
2016-07-01 00:51:00,10.12,BDL,3.04,BDL,null,21.08,8.34
2016-07-01 00:52:00,9.84,BDL,2.83,BDL,null,20.68,7.73
2016-07-01 00:53:00,10.06,BDL,2.78,BDL,null,20.6,7.64
2016-07-01 00:54:00,9.98,BDL,3.06,BDL,null,21.21,7.33
2016-07-01 00:55:00,9.98,BDL,3.5,BDL,null,22.99,7.09
2016-07-01 00:56:00,9.54,BDL,3.86,BDL,null,22.94,6.86
2016-07-01 00:57:00,9.56,BDL,3.8,BDL,null,22.7,6.72
2016-07-01 00:58:00,10.3,BDL,3.47,BDL,null,22.08,6.67
2016-07-01 00:59:00,11.03,BDL,3.24,BDL,null,21.4,6.31
2016-07-01 01:00:00,10.2,BDL,3.46,BDL,null,21.32,6.05
2016-07-01 01:01:00,10.15,BDL,3.32,BDL,null,20.53,5.96
2016-07-01 01:02:00,10.22,BDL,3.48,BDL,null,19.77,6.22
2016-07-01 01:03:00,10.41,BDL,3.41,BDL,null,19.14,6.55
2016-07-01 01:04:00,10.84,BDL,3.2,BDL,null,18.58,7.3
2016-07-01 01:05:00,10.86,BDL,3.27,BDL,null,17.48,8.0
2016-07-01 01:06:00,10.79,BDL,3.31,BDL,null,16.55,8.33
2016-07-01 01:07:00,10.67,BDL,3.34,BDL,null,16.3,8.58
2016-07-01 01:08:00,10.67,BDL,3.46,BDL,null,16.68,8.87
2016-07-01 01:09:00,10.97,BDL,3.37,BDL,null,17.21,8.99
2016-07-01 01:10:00,11.59,BDL,3.13,BDL,null,16.28,8.58
2016-07-01 01:11:00,11.7,BDL,3.21,BDL,null,15.85,6.88
2016-07-01 01:12:00,11.74,BDL,3.23,BDL,null,15.23,6.36
2016-07-01 01:13:00,11.8,BDL,3.17,BDL,null,14.35,6.03
2016-07-01 01:14:00,11.9,BDL,3.28,BDL,null,14.33,6.4
2016-07-01 01:15:00,11.47,BDL,3.29,BDL,null,14.17,6.49
2016-07-01 01:16:00,11.65,BDL,3.24,BDL,null,14.25,6.36
2016-07-01 01:17:00,11.92,BDL,3.14,BDL,null,13.17,6.35
2016-07-01 01:18:00,11.74,BDL,3.12,BDL,null,12.82,6.14
2016-07-01 01:19:00,11.83,BDL,3.28,BDL,null,12.81,6.37
2016-07-01 01:20:00,11.92,BDL,3.21,BDL,null,12.94,6.08
2016-07-01 01:21:00,12.16,BDL,3.27,BDL,null,13.22,5.65
2016-07-01 01:22:00,11.79,BDL,3.35,BDL,null,13.77,5.4
2016-07-01 01:23:00,11.65,BDL,3.69,BDL,null,13.9,5.66
2016-07-01 01:24:00,12.09,BDL,3.32,BDL,null,12.92,5.77
2016-07-01 01:25:00,12.22,BDL,3.09,BDL,null,11.48,6.0
2016-07-01 01:26:00,12.83,BDL,2.97,BDL,null,10.29,6.26
2016-07-01 01:27:00,12.93,BDL,2.77,BDL,null,9.35,7.15
2016-07-01 01:28:00,13.3,BDL,2.59,BDL,null,9.65,7.96
2016-07-01 01:29:00,13.78,BDL,2.18,BDL,null,9.37,8.42
2016-07-01 01:30:00,14.03,BDL,BDL,BDL,null,8.53,8.6
2016-07-01 01:31:00,13.75,BDL,2.07,BDL,null,8.05,8.9
2016-07-01 01:32:00,13.87,BDL,2.02,BDL,null,6.75,9.4
2016-07-01 01:33:00,13.82,BDL,2.12,BDL,null,6.39,9.91
2016-07-01 01:34:00,13.59,BDL,2.09,BDL,null,6.69,9.91
2016-07-01 01:35:00,13.52,BDL,2.46,BDL,null,6.74,9.86
2016-07-01 01:36:00,13.27,BDL,2.45,BDL,null,6.89,9.92
2016-07-01 01:37:00,13.23,BDL,2.37,BDL,null,8.06,9.97
2016-07-01 01:38:00,13.23,BDL,2.38,BDL,null,9.08,10.04
2016-07-01 01:39:00,13.48,BDL,BDL,BDL,null,9.96,10.05
2016-07-01 01:40:00,13.51,BDL,BDL,BDL,null,10.26,10.02
2016-07-01 01:41:00,13.25,BDL,BDL,BDL,null,10.13,10.52
2016-07-01 01:42:00,13.68,BDL,BDL,BDL,null,10.25,10.73
2016-07-01 01:43:00,13.37,BDL,BDL,BDL,null,9.88,9.64
2016-07-01 01:44:00,13.16,BDL,2.28,BDL,null,9.88,8.95
2016-07-01 01:45:00,13.09,BDL,2.01,BDL,null,9.85,7.72
2016-07-01 01:46:00,12.99,BDL,2.1,BDL,null,10.05,7.11
2016-07-01 01:47:00,12.98,BDL,2.23,BDL,null,10.1,6.76
2016-07-01 01:48:00,12.84,BDL,2.27,BDL,null,10.76,6.66
2016-07-01 01:49:00,12.77,BDL,2.31,BDL,null,11.88,6.98
2016-07-01 01:50:00,13.03,BDL,2.24,BDL,null,13.6,6.89
2016-07-01 01:51:00,12.68,BDL,2.43,BDL,null,14.38,6.39
2016-07-01 01:52:00,12.17,BDL,2.84,BDL,null,14.1,6.32
2016-07-01 01:53:00,12.25,BDL,2.71,BDL,null,14.14,6.3
2016-07-01 01:54:00,12.29,BDL,2.72,BDL,null,14.87,5.65
2016-07-01 01:55:00,12.28,BDL,2.75,BDL,null,16.13,5.6
2016-07-01 01:56:00,11.83,BDL,2.88,BDL,null,16.85,5.94
2016-07-01 01:57:00,11.93,BDL,2.64,BDL,null,17.51,5.98
2016-07-01 01:58:00,11.56,BDL,2.65,BDL,null,18.33,5.82
2016-07-01 01:59:00,12.37,BDL,2.23,BDL,null,19.29,5.68
2016-07-01 02:00:00,12.66,BDL,2.35,BDL,null,20.15,5.45
2016-07-01 02:01:00,12.29,BDL,2.19,BDL,null,20.61,5.32
2016-07-01 02:02:00,12.44,BDL,2.35,BDL,null,20.48,5.26
2016-07-01 02:03:00,13.07,BDL,BDL,BDL,null,21.04,5.31
2016-07-01 02:04:00,12.69,BDL,2.05,BDL,null,22.11,6.52
2016-07-01 02:05:00,12.57,BDL,BDL,BDL,null,22.45,7.51
2016-07-01 02:06:00,12.3,BDL,BDL,BDL,null,22.71,8.4
2016-07-01 02:07:00,12.28,BDL,BDL,BDL,null,23.3,9.52
2016-07-01 02:08:00,12.33,BDL,BDL,BDL,null,24.13,10.83
2016-07-01 02:09:00,12.12,BDL,2.75,BDL,null,24.39,11.17
2016-07-01 02:10:00,11.99,BDL,2.87,BDL,null,23.61,10.88
2016-07-01 02:11:00,11.68,BDL,2.86,BDL,null,23.08,9.99
2016-07-01 02:12:00,11.21,BDL,3.65,BDL,null,22.28,9.01
2016-07-01 02:13:00,11.51,BDL,3.27,BDL,null,22.14,7.11
2016-07-01 02:14:00,11.11,BDL,3.16,BDL,null,22.45,6.49
2016-07-01 02:15:00,11.56,BDL,2.81,BDL,null,23.0,5.33
2016-07-01 02:16:00,11.98,BDL,2.31,BDL,null,23.5,4.9
2016-07-01 02:17:00,12.26,BDL,2.39,BDL,null,23.52,4.39
2016-07-01 02:18:00,12.41,BDL,2.13,BDL,null,23.28,BDL
2016-07-01 02:19:00,12.45,BDL,BDL,BDL,null,22.76,BDL
2016-07-01 02:20:00,12.86,BDL,BDL,BDL,null,22.4,BDL
2016-07-01 02:21:00,13.02,BDL,BDL,BDL,null,22.17,BDL
2016-07-01 02:22:00,12.63,BDL,BDL,BDL,null,22.41,BDL
2016-07-01 02:23:00,12.56,BDL,2.07,BDL,null,22.68,BDL
2016-07-01 02:24:00,12.17,BDL,BDL,BDL,null,21.81,BDL
2016-07-01 02:25:00,12.55,BDL,2.01,BDL,null,21.29,BDL
2016-07-01 02:26:00,12.43,BDL,2.03,BDL,null,20.69,BDL
2016-07-01 02:27:00,12.27,BDL,2.11,BDL,null,21.25,BDL
2016-07-01 02:28:00,12.5,BDL,BDL,BDL,null,22.06,BDL
2016-07-01 02:29:00,12.53,BDL,BDL,BDL,null,22.2,4.22
