Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Merida (meda), Yucatan
Lat 20.9838 N, Lon 89.6452 W, Alt 25 masl
Time UTC-6h
Air Quality data
BDL = Below Detection Limit, null = missing data
 
Time,O3,SO2,NO2,NO,CO,PM10,PM2.5
yyyy-mm-dd HH:MM:SS,ppb,ppb,ppb,ppb,ppm,ug/m^3,ug/m^3
2016-12-01 00:00:00,11.68,BDL,5.69,BDL,null,BDL,BDL
2016-12-01 00:01:00,11.22,BDL,5.58,BDL,null,BDL,BDL
2016-12-01 00:02:00,11.86,BDL,5.06,BDL,null,BDL,BDL
2016-12-01 00:03:00,11.6,BDL,5.1,BDL,null,BDL,BDL
2016-12-01 00:04:00,11.22,BDL,5.26,BDL,null,BDL,BDL
2016-12-01 00:05:00,11.63,BDL,5.49,BDL,null,BDL,BDL
2016-12-01 00:06:00,11.95,BDL,5.07,BDL,null,BDL,BDL
2016-12-01 00:07:00,11.59,BDL,5.09,BDL,null,BDL,BDL
2016-12-01 00:08:00,11.69,BDL,5.35,BDL,null,BDL,BDL
2016-12-01 00:09:00,10.72,BDL,5.22,BDL,null,BDL,BDL
2016-12-01 00:10:00,10.87,BDL,5.26,BDL,null,BDL,BDL
2016-12-01 00:11:00,11.23,BDL,5.32,BDL,null,BDL,BDL
2016-12-01 00:12:00,11.44,BDL,5.34,BDL,null,BDL,BDL
2016-12-01 00:13:00,11.33,BDL,5.39,BDL,null,BDL,BDL
2016-12-01 00:14:00,11.31,BDL,6.18,BDL,null,BDL,BDL
2016-12-01 00:15:00,11.01,BDL,5.88,BDL,null,BDL,BDL
2016-12-01 00:16:00,11.25,BDL,5.76,BDL,null,BDL,BDL
2016-12-01 00:17:00,11.29,BDL,5.45,BDL,null,BDL,BDL
2016-12-01 00:18:00,10.37,BDL,5.3,BDL,null,BDL,BDL
2016-12-01 00:19:00,11.0,BDL,5.52,BDL,null,BDL,BDL
2016-12-01 00:20:00,10.85,BDL,5.52,BDL,null,BDL,BDL
2016-12-01 00:21:00,11.63,BDL,5.69,BDL,null,BDL,BDL
2016-12-01 00:22:00,11.68,BDL,5.03,BDL,null,BDL,BDL
2016-12-01 00:23:00,11.58,BDL,5.19,BDL,null,BDL,BDL
2016-12-01 00:24:00,11.6,BDL,5.27,BDL,null,BDL,BDL
2016-12-01 00:25:00,11.27,BDL,4.87,BDL,null,BDL,BDL
2016-12-01 00:26:00,10.17,BDL,4.61,BDL,null,BDL,BDL
2016-12-01 00:27:00,11.66,BDL,4.92,BDL,null,BDL,BDL
2016-12-01 00:28:00,12.07,BDL,4.94,BDL,null,BDL,BDL
2016-12-01 00:29:00,11.46,BDL,4.85,BDL,null,BDL,BDL
2016-12-01 00:30:00,11.95,BDL,4.95,BDL,null,BDL,BDL
2016-12-01 00:31:00,12.55,BDL,4.96,BDL,null,BDL,BDL
2016-12-01 00:32:00,12.15,BDL,5.04,BDL,null,BDL,BDL
2016-12-01 00:33:00,11.82,BDL,5.45,BDL,null,BDL,BDL
2016-12-01 00:34:00,11.89,BDL,5.32,BDL,null,BDL,BDL
2016-12-01 00:35:00,11.69,BDL,5.36,BDL,null,BDL,BDL
2016-12-01 00:36:00,11.67,BDL,5.14,BDL,null,BDL,BDL
2016-12-01 00:37:00,12.09,BDL,4.88,BDL,null,BDL,BDL
2016-12-01 00:38:00,11.36,BDL,4.98,BDL,null,BDL,BDL
2016-12-01 00:39:00,11.41,BDL,5.01,BDL,null,BDL,BDL
2016-12-01 00:40:00,11.42,BDL,5.05,BDL,null,BDL,BDL
2016-12-01 00:41:00,11.67,BDL,4.8,BDL,null,BDL,BDL
2016-12-01 00:42:00,11.85,BDL,4.85,BDL,null,BDL,BDL
2016-12-01 00:43:00,12.09,BDL,4.7,BDL,null,BDL,BDL
2016-12-01 00:44:00,11.81,BDL,4.89,BDL,null,BDL,BDL
2016-12-01 00:45:00,11.95,BDL,4.76,BDL,null,BDL,BDL
2016-12-01 00:46:00,12.03,BDL,4.73,BDL,null,BDL,BDL
2016-12-01 00:47:00,11.41,BDL,5.22,BDL,null,BDL,BDL
2016-12-01 00:48:00,10.44,BDL,5.48,BDL,null,BDL,BDL
2016-12-01 00:49:00,9.82,BDL,5.79,BDL,null,BDL,BDL
2016-12-01 00:50:00,9.43,BDL,5.75,BDL,null,BDL,BDL
