Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Merida (meda), Yucatan
Lat 20.9838 N, Lon 89.6452 W, Alt 25 masl
Time UTC-6h
Air Quality data
Flags: OK = Reliable data, BDL = Below Detection Limit, OR = Out of Range, OS = Out of Service 
 
Time,O3,O3_flag,SO2,SO2_flag,NO2,NO2_flag,NO,NO_flag,CO,CO_flag,PM10,PM10_flag,PM2.5,PM2.5_flag
yyyy-mm-dd HH:MM:SS,ppb,flag,ppb,flag,ppb,flag,ppb,flag,ppm,flag,ug/m^3,flag,ug/m^3,flag
2021-05-01 00:00:00,null,OS,1.37,OK,null,OS,null,OS,null,OS,38.35,OK,null,OS
2021-05-01 00:01:00,null,OS,1.44,OK,null,OS,null,OS,null,OS,39.08,OK,null,OS
2021-05-01 00:02:00,null,OS,1.28,OK,null,OS,null,OS,null,OS,39.43,OK,null,OS
2021-05-01 00:03:00,null,OS,1.09,OK,null,OS,null,OS,null,OS,40.11,OK,null,OS
2021-05-01 00:04:00,null,OS,1.21,OK,null,OS,null,OS,null,OS,39.3,OK,null,OS
2021-05-01 00:05:00,null,OS,1.24,OK,null,OS,null,OS,null,OS,38.33,OK,null,OS
2021-05-01 00:06:00,null,OS,1.15,OK,null,OS,null,OS,null,OS,36.03,OK,null,OS
2021-05-01 00:07:00,null,OS,1.28,OK,null,OS,null,OS,null,OS,33.87,OK,null,OS
2021-05-01 00:08:00,null,OS,1.29,OK,null,OS,null,OS,null,OS,34.15,OK,null,OS
2021-05-01 00:09:00,null,OS,1.35,OK,null,OS,null,OS,null,OS,34.14,OK,null,OS
2021-05-01 00:10:00,null,OS,1.46,OK,null,OS,null,OS,null,OS,32.72,OK,null,OS
2021-05-01 00:11:00,null,OS,1.5,OK,null,OS,null,OS,null,OS,32.0,OK,null,OS
2021-05-01 00:12:00,null,OS,1.23,OK,null,OS,null,OS,null,OS,31.02,OK,null,OS
2021-05-01 00:13:00,null,OS,1.2,OK,null,OS,null,OS,null,OS,30.23,OK,null,OS
2021-05-01 00:14:00,null,OS,1.22,OK,null,OS,null,OS,null,OS,27.48,OK,null,OS
2021-05-01 00:15:00,null,OS,1.17,OK,null,OS,null,OS,null,OS,25.01,OK,null,OS
2021-05-01 00:16:00,null,OS,1.29,OK,null,OS,null,OS,null,OS,22.1,OK,null,OS
2021-05-01 00:17:00,null,OS,1.03,OK,null,OS,null,OS,null,OS,19.91,OK,null,OS
2021-05-01 00:18:00,null,OS,1.34,OK,null,OS,null,OS,null,OS,18.9,OK,null,OS
2021-05-01 00:19:00,null,OS,1.38,OK,null,OS,null,OS,null,OS,17.87,OK,null,OS
2021-05-01 00:20:00,null,OS,1.42,OK,null,OS,null,OS,null,OS,16.54,OK,null,OS
2021-05-01 00:21:00,null,OS,1.36,OK,null,OS,null,OS,null,OS,16.07,OK,null,OS
2021-05-01 00:22:00,null,OS,1.33,OK,null,OS,null,OS,null,OS,15.17,OK,null,OS
2021-05-01 00:23:00,null,OS,1.16,OK,null,OS,null,OS,null,OS,13.68,OK,null,OS
2021-05-01 00:24:00,null,OS,1.27,OK,null,OS,null,OS,null,OS,12.29,OK,null,OS
2021-05-01 00:25:00,null,OS,1.25,OK,null,OS,null,OS,null,OS,10.92,OK,null,OS
2021-05-01 00:26:00,null,OS,1.24,OK,null,OS,null,OS,null,OS,9.85,OK,null,OS
2021-05-01 00:27:00,null,OS,1.35,OK,null,OS,null,OS,null,OS,9.04,OK,null,OS
2021-05-01 00:28:00,null,OS,1.3,OK,null,OS,null,OS,null,OS,8.02,OK,null,OS
2021-05-01 00:29:00,null,OS,1.18,OK,null,OS,null,OS,null,OS,8.37,OK,null,OS
2021-05-01 00:30:00,null,OS,1.35,OK,null,OS,null,OS,null,OS,8.45,OK,null,OS
2021-05-01 00:31:00,null,OS,1.29,OK,null,OS,null,OS,null,OS,8.64,OK,null,OS
2021-05-01 00:32:00,null,OS,1.32,OK,null,OS,null,OS,null,OS,9.76,OK,null,OS
2021-05-01 00:33:00,null,OS,1.29,OK,null,OS,null,OS,null,OS,10.15,OK,null,OS
2021-05-01 00:34:00,null,OS,1.39,OK,null,OS,null,OS,null,OS,9.02,OK,null,OS
2021-05-01 00:35:00,null,OS,1.34,OK,null,OS,null,OS,null,OS,7.97,OK,null,OS
2021-05-01 00:36:00,null,OS,1.32,OK,null,OS,null,OS,null,OS,7.78,OK,null,OS
2021-05-01 00:37:00,null,OS,1.46,OK,null,OS,null,OS,null,OS,8.03,OK,null,OS
2021-05-01 00:38:00,null,OS,1.44,OK,null,OS,null,OS,null,OS,8.97,OK,null,OS
2021-05-01 00:39:00,null,OS,1.23,OK,null,OS,null,OS,null,OS,8.74,OK,null,OS
2021-05-01 00:40:00,null,OS,1.45,OK,null,OS,null,OS,null,OS,8.21,OK,null,OS
2021-05-01 00:41:00,null,OS,1.47,OK,null,OS,null,OS,null,OS,8.98,OK,null,OS
2021-05-01 00:42:00,null,OS,1.37,OK,null,OS,null,OS,null,OS,10.14,OK,null,OS
2021-05-01 00:43:00,null,OS,1.07,OK,null,OS,null,OS,null,OS,10.8,OK,null,OS
2021-05-01 00:44:00,null,OS,1.15,OK,null,OS,null,OS,null,OS,10.8,OK,null,OS
2021-05-01 00:45:00,null,OS,1.36,OK,null,OS,null,OS,null,OS,10.41,OK,null,OS
2021-05-01 00:46:00,null,OS,1.1,OK,null,OS,null,OS,null,OS,9.89,OK,null,OS
2021-05-01 00:47:00,null,OS,1.13,OK,null,OS,null,OS,null,OS,9.06,OK,null,OS
2021-05-01 00:48:00,null,OS,1.38,OK,null,OS,null,OS,null,OS,8.42,OK,null,OS
2021-05-01 00:49:00,null,OS,1.62,OK,null,OS,null,OS,null,OS,6.96,OK,null,OS
2021-05-01 00:50:00,null,OS,1.48,OK,null,OS,null,OS,null,OS,5.65,OK,null,OS
2021-05-01 00:51:00,null,OS,1.41,OK,null,OS,null,OS,null,OS,5.07,OK,null,OS
2021-05-01 00:52:00,null,OS,1.26,OK,null,OS,null,OS,null,OS,5.04,OK,null,OS
2021-05-01 00:53:00,null,OS,1.08,OK,null,OS,null,OS,null,OS,4.15,OK,null,OS
2021-05-01 00:54:00,null,OS,1.21,OK,null,OS,null,OS,null,OS,4.76,OK,null,OS
2021-05-01 00:55:00,null,OS,1.39,OK,null,OS,null,OS,null,OS,4.79,OK,null,OS
2021-05-01 00:56:00,null,OS,1.46,OK,null,OS,null,OS,null,OS,2.54,BDL,null,OS
2021-05-01 00:57:00,null,OS,1.4,OK,null,OS,null,OS,null,OS,3.62,BDL,null,OS
2021-05-01 00:58:00,null,OS,1.06,OK,null,OS,null,OS,null,OS,4.46,OK,null,OS
2021-05-01 00:59:00,null,OS,1.19,OK,null,OS,null,OS,null,OS,4.27,OK,null,OS
2021-05-01 01:00:00,null,OS,1.39,OK,null,OS,null,OS,null,OS,4.11,OK,null,OS
2021-05-01 01:01:00,null,OS,1.54,OK,null,OS,null,OS,null,OS,4.41,OK,null,OS
2021-05-01 01:02:00,null,OS,1.11,OK,null,OS,null,OS,null,OS,5.43,OK,null,OS
2021-05-01 01:03:00,null,OS,1.26,OK,null,OS,null,OS,null,OS,6.94,OK,null,OS
2021-05-01 01:04:00,null,OS,1.21,OK,null,OS,null,OS,null,OS,8.29,OK,null,OS
2021-05-01 01:05:00,null,OS,1.37,OK,null,OS,null,OS,null,OS,8.92,OK,null,OS
2021-05-01 01:06:00,null,OS,1.33,OK,null,OS,null,OS,null,OS,8.74,OK,null,OS
2021-05-01 01:07:00,null,OS,1.28,OK,null,OS,null,OS,null,OS,8.85,OK,null,OS
2021-05-01 01:08:00,null,OS,1.51,OK,null,OS,null,OS,null,OS,9.85,OK,null,OS
2021-05-01 01:09:00,null,OS,1.39,OK,null,OS,null,OS,null,OS,10.65,OK,null,OS
2021-05-01 01:10:00,null,OS,1.36,OK,null,OS,null,OS,null,OS,11.26,OK,null,OS
2021-05-01 01:11:00,null,OS,1.22,OK,null,OS,null,OS,null,OS,12.63,OK,null,OS
