Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Merida (meda), Yucatan
Lat 20.9838 N, Lon 89.6452 W, Alt 25 masl
Time UTC-6h
Air Quality data
BDL = Below Detection Limit, null = missing data
 
Time,O3,SO2,NO2,NO,CO,PM10,PM2.5
yyyy-mm-dd HH:MM:SS,ppb,ppb,ppb,ppb,ppm,ug/m^3,ug/m^3
2017-09-01 00:00:00,6.8,BDL,BDL,BDL,null,12.88,5.04
2017-09-01 00:01:00,6.6,BDL,BDL,BDL,null,14.04,4.76
2017-09-01 00:02:00,6.34,BDL,BDL,BDL,null,14.31,BDL
2017-09-01 00:03:00,6.43,BDL,BDL,BDL,null,14.53,4.01
2017-09-01 00:04:00,6.31,BDL,BDL,BDL,null,14.96,4.45
2017-09-01 00:05:00,6.41,BDL,BDL,BDL,null,16.49,5.27
2017-09-01 00:06:00,6.48,BDL,BDL,BDL,null,17.53,5.67
2017-09-01 00:07:00,6.77,BDL,BDL,BDL,null,18.71,6.29
2017-09-01 00:08:00,6.79,BDL,BDL,BDL,null,19.13,6.28
2017-09-01 00:09:00,6.48,BDL,BDL,BDL,null,19.54,5.98
2017-09-01 00:10:00,6.4,BDL,BDL,BDL,null,20.66,5.83
2017-09-01 00:11:00,6.28,BDL,BDL,BDL,null,21.34,5.49
2017-09-01 00:12:00,6.63,BDL,BDL,BDL,null,22.2,BDL
2017-09-01 00:13:00,6.74,BDL,BDL,BDL,null,23.46,BDL
2017-09-01 00:14:00,7.05,BDL,BDL,BDL,null,24.45,BDL
2017-09-01 00:15:00,6.96,BDL,BDL,BDL,null,24.74,BDL
2017-09-01 00:16:00,6.94,BDL,BDL,BDL,null,24.81,BDL
2017-09-01 00:17:00,7.02,BDL,BDL,BDL,null,24.78,BDL
2017-09-01 00:18:00,7.38,BDL,BDL,BDL,null,24.76,BDL
2017-09-01 00:19:00,7.22,BDL,BDL,BDL,null,24.32,BDL
2017-09-01 00:20:00,7.49,BDL,BDL,BDL,null,22.76,BDL
2017-09-01 00:21:00,7.58,BDL,BDL,BDL,null,22.01,BDL
2017-09-01 00:22:00,7.29,BDL,BDL,BDL,null,21.94,BDL
