Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Merida (meda), Yucatan
Lat 20.9838 N, Lon 89.6452 W, Alt 25 masl
Time UTC-6h
Air Quality data
BDL = Below Detection Limit, null = missing data
 
Time,O3,SO2,NO2,NO,CO,PM10,PM2.5
yyyy-mm-dd HH:MM:SS,ppb,ppb,ppb,ppb,ppm,ug/m^3,ug/m^3
2017-11-01 00:00:00,20.57,BDL,BDL,BDL,null,17.62,11.56
2017-11-01 00:01:00,20.5,BDL,BDL,BDL,null,18.12,11.36
2017-11-01 00:02:00,20.49,BDL,BDL,BDL,null,18.33,11.16
2017-11-01 00:03:00,20.09,BDL,BDL,BDL,null,17.62,10.93
2017-11-01 00:04:00,20.01,BDL,BDL,BDL,null,16.56,11.22
2017-11-01 00:05:00,20.24,BDL,BDL,BDL,null,16.23,11.36
2017-11-01 00:06:00,19.7,BDL,BDL,BDL,null,15.44,11.2
2017-11-01 00:07:00,19.63,BDL,BDL,BDL,null,14.66,10.64
2017-11-01 00:08:00,19.86,BDL,BDL,BDL,null,14.23,10.35
2017-11-01 00:09:00,19.98,BDL,BDL,BDL,null,14.35,9.76
2017-11-01 00:10:00,20.0,BDL,BDL,BDL,null,15.36,9.48
2017-11-01 00:11:00,19.72,BDL,BDL,BDL,null,16.98,9.3
2017-11-01 00:12:00,19.34,BDL,BDL,BDL,null,16.99,8.18
2017-11-01 00:13:00,19.35,BDL,BDL,BDL,null,16.55,7.48
2017-11-01 00:14:00,19.82,BDL,BDL,BDL,null,16.25,6.39
2017-11-01 00:15:00,20.02,BDL,BDL,BDL,null,17.09,5.65
2017-11-01 00:16:00,19.93,BDL,BDL,BDL,null,17.66,5.35
2017-11-01 00:17:00,19.19,BDL,BDL,BDL,null,18.38,5.38
2017-11-01 00:18:00,19.19,BDL,BDL,BDL,null,18.49,4.45
2017-11-01 00:19:00,19.33,BDL,BDL,BDL,null,18.45,BDL
