Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Merida (meda), Yucatan
Lat 20.9838 N, Lon 89.6452 W, Alt 25 masl
Time UTC-6h
Air Quality data
BDL = Below Detection Limit, null = missing data
 
Time,O3,SO2,NO2,NO,CO,PM10,PM2.5
yyyy-mm-dd HH:MM:SS,ppb,ppb,ppb,ppb,ppm,ug/m^3,ug/m^3
2018-09-01 00:00:00,13.07,BDL,2.11,BDL,null,8.63,6.18
2018-09-01 00:01:00,13.08,BDL,2.18,BDL,null,10.19,5.88
2018-09-01 00:02:00,12.46,BDL,2.13,BDL,null,11.45,6.43
2018-09-01 00:03:00,12.14,BDL,BDL,BDL,null,12.16,8.65
2018-09-01 00:04:00,11.88,BDL,2.14,BDL,null,12.73,9.42
2018-09-01 00:05:00,11.63,BDL,2.04,BDL,null,12.63,10.2
2018-09-01 00:06:00,11.91,BDL,2.11,BDL,null,12.7,10.32
2018-09-01 00:07:00,12.69,BDL,2.42,BDL,null,12.97,11.24
2018-09-01 00:08:00,13.6,BDL,2.23,BDL,null,11.97,10.83
2018-09-01 00:09:00,13.97,BDL,2.03,BDL,null,10.9,10.21
2018-09-01 00:10:00,13.69,BDL,2.06,BDL,null,10.55,7.69
2018-09-01 00:11:00,13.76,BDL,2.12,BDL,null,10.29,6.36
2018-09-01 00:12:00,14.08,BDL,BDL,BDL,null,9.16,5.91
2018-09-01 00:13:00,13.57,BDL,BDL,BDL,null,7.51,4.7
2018-09-01 00:14:00,13.55,BDL,BDL,BDL,null,7.33,BDL
2018-09-01 00:15:00,13.28,BDL,BDL,BDL,null,7.27,BDL
2018-09-01 00:16:00,12.36,BDL,2.04,BDL,null,7.47,BDL
2018-09-01 00:17:00,11.86,BDL,BDL,BDL,null,7.51,BDL
2018-09-01 00:18:00,11.83,BDL,BDL,BDL,null,7.34,BDL
2018-09-01 00:19:00,12.4,BDL,BDL,BDL,null,6.51,BDL
2018-09-01 00:20:00,13.02,BDL,2.05,BDL,null,5.84,BDL
2018-09-01 00:21:00,13.67,BDL,BDL,BDL,null,4.78,BDL
2018-09-01 00:22:00,13.84,BDL,BDL,BDL,null,BDL,BDL
2018-09-01 00:23:00,14.27,BDL,BDL,BDL,null,BDL,BDL
2018-09-01 00:24:00,14.26,BDL,BDL,BDL,null,4.24,BDL
2018-09-01 00:25:00,13.69,BDL,BDL,BDL,null,4.23,BDL
2018-09-01 00:26:00,14.19,BDL,BDL,BDL,null,BDL,BDL
2018-09-01 00:27:00,14.1,BDL,BDL,BDL,null,4.4,BDL
2018-09-01 00:28:00,13.76,BDL,BDL,BDL,null,4.75,BDL
2018-09-01 00:29:00,13.48,BDL,BDL,BDL,null,5.05,BDL
2018-09-01 00:30:00,12.45,BDL,BDL,BDL,null,6.72,BDL
2018-09-01 00:31:00,11.96,BDL,BDL,BDL,null,8.0,BDL
2018-09-01 00:32:00,12.09,BDL,BDL,BDL,null,9.24,BDL
2018-09-01 00:33:00,11.99,BDL,BDL,BDL,null,9.55,BDL
2018-09-01 00:34:00,13.0,BDL,BDL,BDL,null,8.48,BDL
2018-09-01 00:35:00,13.88,BDL,BDL,BDL,null,7.45,BDL
2018-09-01 00:36:00,14.23,BDL,BDL,BDL,null,7.37,BDL
2018-09-01 00:37:00,13.93,BDL,BDL,BDL,null,7.72,BDL
2018-09-01 00:38:00,14.43,BDL,BDL,BDL,null,8.44,BDL
2018-09-01 00:39:00,14.19,BDL,BDL,BDL,null,8.65,BDL
2018-09-01 00:40:00,14.66,BDL,BDL,BDL,null,8.81,BDL
2018-09-01 00:41:00,14.48,BDL,BDL,BDL,null,9.8,BDL
2018-09-01 00:42:00,14.3,BDL,BDL,BDL,null,9.84,BDL
2018-09-01 00:43:00,13.09,BDL,BDL,BDL,null,8.69,5.21
2018-09-01 00:44:00,12.1,BDL,BDL,BDL,null,8.04,5.77
2018-09-01 00:45:00,12.28,BDL,BDL,BDL,null,7.61,6.16
2018-09-01 00:46:00,12.25,BDL,BDL,BDL,null,7.44,6.33
2018-09-01 00:47:00,12.33,BDL,BDL,BDL,null,7.31,7.08
2018-09-01 00:48:00,13.21,BDL,BDL,BDL,null,6.98,7.38
2018-09-01 00:49:00,13.56,BDL,2.03,BDL,null,6.53,7.8
2018-09-01 00:50:00,13.71,BDL,BDL,BDL,null,5.97,8.13
2018-09-01 00:51:00,14.23,BDL,BDL,BDL,null,5.27,8.08
2018-09-01 00:52:00,14.54,BDL,BDL,BDL,null,BDL,7.55
2018-09-01 00:53:00,14.48,BDL,BDL,BDL,null,BDL,7.77
2018-09-01 00:54:00,14.23,BDL,BDL,BDL,null,BDL,6.83
2018-09-01 00:55:00,13.79,BDL,BDL,BDL,null,BDL,6.89
2018-09-01 00:56:00,14.05,BDL,BDL,BDL,null,BDL,7.05
2018-09-01 00:57:00,14.47,BDL,BDL,BDL,null,BDL,6.67
2018-09-01 00:58:00,13.61,BDL,BDL,BDL,null,BDL,6.14
2018-09-01 00:59:00,13.08,BDL,BDL,BDL,null,BDL,5.96
2018-09-01 01:00:00,12.47,BDL,BDL,BDL,null,BDL,5.16
2018-09-01 01:01:00,12.67,BDL,BDL,BDL,null,BDL,BDL
2018-09-01 01:02:00,12.64,BDL,BDL,BDL,null,4.79,BDL
2018-09-01 01:03:00,13.28,BDL,BDL,BDL,null,4.42,BDL
2018-09-01 01:04:00,13.43,BDL,BDL,BDL,null,4.72,BDL
2018-09-01 01:05:00,13.54,BDL,BDL,BDL,null,5.65,BDL
2018-09-01 01:06:00,13.78,BDL,BDL,BDL,null,7.2,BDL
2018-09-01 01:07:00,14.61,BDL,BDL,BDL,null,9.29,BDL
2018-09-01 01:08:00,14.35,BDL,BDL,BDL,null,8.71,BDL
2018-09-01 01:09:00,14.51,BDL,BDL,BDL,null,7.95,BDL
2018-09-01 01:10:00,14.52,BDL,BDL,BDL,null,7.95,BDL
2018-09-01 01:11:00,14.3,BDL,BDL,BDL,null,12.19,BDL
2018-09-01 01:12:00,14.55,BDL,BDL,BDL,null,12.91,BDL
2018-09-01 01:13:00,14.11,BDL,BDL,BDL,null,13.66,BDL
2018-09-01 01:14:00,13.45,BDL,BDL,BDL,null,14.3,BDL
2018-09-01 01:15:00,12.78,BDL,BDL,BDL,null,14.92,BDL
2018-09-01 01:16:00,12.81,BDL,BDL,BDL,null,15.93,BDL
2018-09-01 01:17:00,13.07,BDL,BDL,BDL,null,16.27,BDL
2018-09-01 01:18:00,13.55,BDL,BDL,BDL,null,16.12,BDL
2018-09-01 01:19:00,14.26,BDL,BDL,BDL,null,15.45,BDL
2018-09-01 01:20:00,14.48,BDL,BDL,BDL,null,14.48,BDL
2018-09-01 01:21:00,14.81,BDL,BDL,BDL,null,13.1,BDL
2018-09-01 01:22:00,14.85,BDL,BDL,BDL,null,11.91,BDL
2018-09-01 01:23:00,14.64,BDL,BDL,BDL,null,10.45,BDL
2018-09-01 01:24:00,14.74,BDL,BDL,BDL,null,10.37,BDL
2018-09-01 01:25:00,14.78,BDL,BDL,BDL,null,11.01,BDL
2018-09-01 01:26:00,14.23,BDL,BDL,BDL,null,12.54,BDL
2018-09-01 01:27:00,13.19,BDL,BDL,BDL,null,13.33,BDL
2018-09-01 01:28:00,12.83,BDL,BDL,BDL,null,14.15,BDL
2018-09-01 01:29:00,12.93,BDL,BDL,BDL,null,15.14,BDL
2018-09-01 01:30:00,13.11,BDL,BDL,BDL,null,17.31,BDL
2018-09-01 01:31:00,13.9,BDL,BDL,BDL,null,18.72,BDL
2018-09-01 01:32:00,14.53,BDL,BDL,BDL,null,19.67,BDL
2018-09-01 01:33:00,14.72,BDL,BDL,BDL,null,19.9,BDL
2018-09-01 01:34:00,14.97,BDL,BDL,BDL,null,19.96,BDL
2018-09-01 01:35:00,14.93,BDL,BDL,BDL,null,16.47,BDL
2018-09-01 01:36:00,14.84,BDL,BDL,BDL,null,16.57,BDL
2018-09-01 01:37:00,14.07,BDL,BDL,BDL,null,16.58,BDL
2018-09-01 01:38:00,13.17,BDL,BDL,BDL,null,16.62,BDL
2018-09-01 01:39:00,12.93,BDL,BDL,BDL,null,16.37,4.19
2018-09-01 01:40:00,13.25,BDL,BDL,BDL,null,16.01,4.21
2018-09-01 01:41:00,14.07,BDL,BDL,BDL,null,15.75,5.74
2018-09-01 01:42:00,14.45,BDL,BDL,BDL,null,14.85,6.89
2018-09-01 01:43:00,14.76,BDL,BDL,BDL,null,14.22,8.63
2018-09-01 01:44:00,14.54,BDL,BDL,BDL,null,14.49,9.2
2018-09-01 01:45:00,14.4,BDL,BDL,BDL,null,14.75,12.46
2018-09-01 01:46:00,14.41,BDL,BDL,BDL,null,14.11,12.46
2018-09-01 01:47:00,14.55,BDL,BDL,BDL,null,14.69,14.67
2018-09-01 01:48:00,14.52,BDL,BDL,BDL,null,15.7,14.83
2018-09-01 01:49:00,13.75,BDL,BDL,BDL,null,17.98,15.06
2018-09-01 01:50:00,13.31,BDL,BDL,BDL,null,17.36,15.01
2018-09-01 01:51:00,12.46,BDL,BDL,BDL,null,16.71,14.5
2018-09-01 01:52:00,12.94,BDL,BDL,BDL,null,15.45,14.16
2018-09-01 01:53:00,13.05,BDL,BDL,BDL,null,13.87,13.98
2018-09-01 01:54:00,13.43,BDL,BDL,BDL,null,12.02,13.27
2018-09-01 01:55:00,14.39,BDL,BDL,BDL,null,10.3,14.58
2018-09-01 01:56:00,14.49,BDL,BDL,BDL,null,8.62,15.22
2018-09-01 01:57:00,14.67,BDL,BDL,BDL,null,7.26,14.26
2018-09-01 01:58:00,14.82,BDL,BDL,BDL,null,6.24,13.63
2018-09-01 01:59:00,14.85,BDL,BDL,BDL,null,4.13,13.67
2018-09-01 02:00:00,14.91,BDL,BDL,BDL,null,BDL,13.71
2018-09-01 02:01:00,14.79,BDL,BDL,BDL,null,BDL,12.8
2018-09-01 02:02:00,14.19,BDL,BDL,BDL,null,BDL,11.83
2018-09-01 02:03:00,13.08,BDL,BDL,BDL,null,BDL,10.61
2018-09-01 02:04:00,12.67,BDL,BDL,BDL,null,BDL,10.3
2018-09-01 02:05:00,12.55,BDL,BDL,BDL,null,BDL,9.97
2018-09-01 02:06:00,13.02,BDL,BDL,BDL,null,BDL,9.76
2018-09-01 02:07:00,13.57,BDL,BDL,BDL,null,BDL,7.27
2018-09-01 02:08:00,14.43,BDL,BDL,BDL,null,BDL,7.27
2018-09-01 02:09:00,14.4,BDL,BDL,BDL,null,BDL,6.57
2018-09-01 02:10:00,14.55,BDL,BDL,BDL,null,BDL,7.08
2018-09-01 02:11:00,14.36,BDL,BDL,BDL,null,BDL,7.1
2018-09-01 02:12:00,14.11,BDL,BDL,BDL,null,BDL,7.43
2018-09-01 02:13:00,13.99,BDL,BDL,BDL,null,BDL,7.95
2018-09-01 02:14:00,13.86,BDL,BDL,BDL,null,BDL,8.48
2018-09-01 02:15:00,13.69,BDL,BDL,BDL,null,BDL,9.17
2018-09-01 02:16:00,13.57,BDL,BDL,BDL,null,BDL,8.84
2018-09-01 02:17:00,13.16,BDL,BDL,BDL,null,BDL,7.13
2018-09-01 02:18:00,12.37,BDL,BDL,BDL,null,BDL,6.25
2018-09-01 02:19:00,11.69,BDL,BDL,BDL,null,BDL,5.89
2018-09-01 02:20:00,11.43,BDL,BDL,BDL,null,BDL,5.36
2018-09-01 02:21:00,11.39,BDL,BDL,BDL,null,BDL,5.22
2018-09-01 02:22:00,11.94,BDL,BDL,BDL,null,BDL,6.23
2018-09-01 02:23:00,12.75,BDL,BDL,BDL,null,BDL,6.84
2018-09-01 02:24:00,12.24,BDL,2.8,BDL,null,BDL,6.59
2018-09-01 02:25:00,11.7,BDL,4.14,BDL,null,BDL,6.33
2018-09-01 02:26:00,12.47,BDL,3.11,BDL,null,4.31,6.13
2018-09-01 02:27:00,13.24,BDL,BDL,BDL,null,4.49,6.89
2018-09-01 02:28:00,13.93,BDL,BDL,BDL,null,5.26,6.95
2018-09-01 02:29:00,13.99,BDL,BDL,BDL,null,7.39,6.83
2018-09-01 02:30:00,14.15,BDL,BDL,BDL,null,8.9,6.51
2018-09-01 02:31:00,14.02,BDL,BDL,BDL,null,10.29,6.19
2018-09-01 02:32:00,13.19,BDL,BDL,BDL,null,11.48,5.22
2018-09-01 02:33:00,12.26,BDL,BDL,BDL,null,12.62,4.84
2018-09-01 02:34:00,11.86,BDL,BDL,BDL,null,11.71,BDL
2018-09-01 02:35:00,12.12,BDL,BDL,BDL,null,10.89,BDL
2018-09-01 02:36:00,12.66,BDL,BDL,BDL,null,10.56,BDL
2018-09-01 02:37:00,13.79,BDL,BDL,BDL,null,11.05,BDL
2018-09-01 02:38:00,14.4,BDL,BDL,BDL,null,11.41,BDL
2018-09-01 02:39:00,14.12,BDL,BDL,BDL,null,11.01,BDL
2018-09-01 02:40:00,13.86,BDL,BDL,BDL,null,10.76,BDL
2018-09-01 02:41:00,13.77,BDL,BDL,BDL,null,11.0,BDL
2018-09-01 02:42:00,13.49,BDL,BDL,BDL,null,10.61,BDL
2018-09-01 02:43:00,13.59,BDL,BDL,BDL,null,11.2,BDL
2018-09-01 02:44:00,13.25,BDL,BDL,BDL,null,12.03,BDL
2018-09-01 02:45:00,13.25,BDL,BDL,BDL,null,12.45,BDL
2018-09-01 02:46:00,13.28,BDL,BDL,BDL,null,12.77,BDL
2018-09-01 02:47:00,12.63,BDL,BDL,BDL,null,14.33,BDL
2018-09-01 02:48:00,12.11,BDL,BDL,BDL,null,15.56,BDL
2018-09-01 02:49:00,11.69,BDL,BDL,BDL,null,16.72,BDL
2018-09-01 02:50:00,11.28,BDL,BDL,BDL,null,18.12,BDL
2018-09-01 02:51:00,11.3,BDL,BDL,BDL,null,18.62,BDL
2018-09-01 02:52:00,12.31,BDL,BDL,BDL,null,18.56,BDL
2018-09-01 02:53:00,12.8,BDL,BDL,BDL,null,18.44,BDL
2018-09-01 02:54:00,13.12,BDL,BDL,BDL,null,18.38,BDL
2018-09-01 02:55:00,13.23,BDL,BDL,BDL,null,17.84,BDL
