Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Merida (meda), Yucatan
Lat 20.9838 N, Lon 89.6452 W, Alt 25 masl
Time UTC-6h
Air Quality data
BDL = Below Detection Limit, null = missing data
 
Time,O3,SO2,NO2,NO,CO,PM10,PM2.5
yyyy-mm-dd HH:MM:SS,ppb,ppb,ppb,ppb,ppm,ug/m^3,ug/m^3
2018-05-01 00:00:00,23.18,BDL,BDL,BDL,null,22.86,18.05
2018-05-01 00:01:00,23.63,BDL,BDL,BDL,null,22.77,17.35
2018-05-01 00:02:00,23.77,BDL,BDL,BDL,null,22.87,16.81
2018-05-01 00:03:00,23.21,BDL,BDL,BDL,null,22.07,15.22
2018-05-01 00:04:00,22.61,BDL,BDL,BDL,null,21.52,13.02
2018-05-01 00:05:00,23.59,BDL,BDL,BDL,null,20.51,11.91
2018-05-01 00:06:00,23.2,BDL,BDL,BDL,null,19.73,11.0
2018-05-01 00:07:00,23.24,BDL,BDL,BDL,null,18.91,10.09
2018-05-01 00:08:00,24.0,BDL,BDL,BDL,null,17.9,9.26
2018-05-01 00:09:00,24.29,BDL,BDL,BDL,null,16.51,6.5
2018-05-01 00:10:00,24.26,BDL,BDL,BDL,null,15.63,4.77
2018-05-01 00:11:00,23.34,BDL,BDL,BDL,null,14.81,BDL
2018-05-01 00:12:00,23.29,BDL,BDL,BDL,null,14.33,BDL
2018-05-01 00:13:00,22.72,BDL,BDL,BDL,null,13.32,BDL
2018-05-01 00:14:00,22.14,BDL,BDL,BDL,null,11.87,BDL
2018-05-01 00:15:00,22.25,BDL,BDL,BDL,null,11.22,BDL
2018-05-01 00:16:00,22.69,BDL,BDL,BDL,null,10.81,BDL
2018-05-01 00:17:00,22.18,BDL,BDL,BDL,null,10.31,BDL
2018-05-01 00:18:00,21.89,BDL,BDL,BDL,null,9.4,BDL
2018-05-01 00:19:00,22.0,BDL,BDL,BDL,null,8.63,BDL
2018-05-01 00:20:00,22.03,BDL,BDL,BDL,null,7.98,BDL
2018-05-01 00:21:00,22.35,BDL,BDL,BDL,null,7.36,BDL
2018-05-01 00:22:00,22.99,BDL,BDL,BDL,null,6.49,BDL
2018-05-01 00:23:00,23.61,BDL,BDL,BDL,null,6.86,BDL
2018-05-01 00:24:00,23.22,BDL,BDL,BDL,null,7.2,BDL
2018-05-01 00:25:00,23.15,BDL,BDL,BDL,null,6.38,BDL
2018-05-01 00:26:00,23.5,BDL,BDL,BDL,null,5.72,BDL
2018-05-01 00:27:00,23.26,BDL,BDL,BDL,null,5.55,BDL
2018-05-01 00:28:00,23.19,BDL,BDL,BDL,null,5.85,BDL
2018-05-01 00:29:00,22.89,BDL,BDL,BDL,null,BDL,BDL
2018-05-01 00:30:00,22.64,BDL,BDL,BDL,null,6.41,BDL
2018-05-01 00:31:00,22.04,BDL,BDL,BDL,null,8.68,BDL
2018-05-01 00:32:00,21.84,BDL,BDL,BDL,null,8.99,BDL
2018-05-01 00:33:00,22.83,BDL,BDL,BDL,null,9.73,BDL
2018-05-01 00:34:00,22.75,BDL,BDL,BDL,null,10.72,BDL
2018-05-01 00:35:00,23.92,BDL,BDL,BDL,null,11.8,BDL
2018-05-01 00:36:00,24.43,BDL,BDL,BDL,null,12.74,BDL
2018-05-01 00:37:00,24.94,BDL,BDL,BDL,null,12.44,BDL
2018-05-01 00:38:00,25.14,BDL,BDL,BDL,null,12.98,BDL
2018-05-01 00:39:00,25.74,BDL,BDL,BDL,null,12.59,BDL
2018-05-01 00:40:00,26.05,BDL,BDL,BDL,null,11.97,BDL
2018-05-01 00:41:00,26.09,BDL,BDL,BDL,null,10.77,BDL
2018-05-01 00:42:00,26.4,BDL,BDL,BDL,null,10.06,BDL
2018-05-01 00:43:00,25.93,BDL,BDL,BDL,null,9.34,BDL
2018-05-01 00:44:00,26.16,BDL,BDL,BDL,null,10.03,BDL
