PM2.5,Rain_Tot
20.131194444444443,0.0
18.76564880112835,0.0
35.02185416666667,0.0
35.872395833333336,0.0
36.007222222222225,0.0
40.22398611111111,0.0
34.79241666666667,0.0
27.280881944444445,0.0
35.01194278903456,0.0
19.962352941176476,0.0
22.253416666666663,0.0
28.43027777777778,0.0
25.96834722222222,0.0
32.96024305555556,0.0
36.08890183028287,0.0
26.43586805555556,0.0
36.33820138888889,0.0
32.5265625,0.0
31.14838888888889,0.0
23.4797625698324,0.0
25.166666666666668,0.0
22.1125625,0.0
24.971256944444445,0.0
22.40928472222222,0.0
23.444798611111118,0.0
21.311569444444444,0.0
27.12607638888889,0.0
23.512993055555555,0.0
28.2880625,0.0
27.700333333333337,0.0
26.18715277777778,0.0
23.634659722222224,0.0
24.541909722222226,0.0
27.922875,0.0
22.424229166666667,0.0
21.409506944444445,0.0
14.226140602582497,0.0
26.57939226519337,0.0
9.884389367816093,0.0
12.116095100864554,0.0
13.737154929577464,0.0
10.882787834902244,0.0
12.572006944444444,0.0
18.44807638888889,0.0
16.273569444444444,0.0
15.055052950075645,0.0
8.806136183689627,0.0
10.528886524822695,0.0
12.568516949152542,0.0
11.54313464235624,0.0
9.34470839260313,0.0
13.02102384291725,0.0
18.510293501048217,0.0
18.154655532359083,0.0
19.826698389458272,0.0
19.92167375886525,0.0
13.914609483960948,0.0
10.62239298245614,0.0
10.811277777777777,0.0
13.898977746870653,0.0
20.498560393258423,0.0
20.62346527777778,0.0
15.59621338912134,0.0
14.486578581363004,0.0
16.79099512874043,0.0
23.50427777777778,0.0
17.21995038979447,0.0
16.810020862308765,0.0
12.829574319609211,0.0
13.278989473684211,0.0
16.597007194244604,0.0
19.05105555555556,0.0
28.888950276243094,0.0
20.87220291869353,0.0
18.62854907539118,0.0
12.166553222302678,0.0
7.892808811959087,0.0
8.599718309859155,0.0
8.383261515601784,0.0
6.273097617217525,0.0
17.741588523442967,0.0
14.324295725297828,0.0
13.291917510853835,0.0
8.740969196093163,0.0
9.282312633832976,0.0
10.168622377622375,0.0
12.59,0.0
21.635720309205904,0.0
14.23599565532223,0.0
10.478442211055276,0.0
12.071391788448157,0.0
13.706604166666663,0.0
11.223881944444445,0.0
13.344971550497863,0.0
14.349465277777778,0.0
19.81088888888889,0.0
19.780875,0.0
20.212055555555555,0.0
21.44278472222222,0.0
14.413176638176637,0.0
13.247032122905027,0.0
9.44569264069264,0.0
12.006379310344828,0.0
10.1435754583921,0.0
13.80468595624559,0.0
18.730282404055032,0.0
24.122104166666663,0.0
25.112715277777777,0.0
28.32484027777777,0.0
14.213267776096822,0.0
9.30363978899774,0.0
11.67001390820584,0.0
10.32281027104137,0.0
13.819811715481173,0.0
8.317886710239652,0.0
9.115128740431455,0.0
11.945427350427352,0.0
12.453488372093023,0.0
23.471722222222223,0.0
24.63334027777778,0.0
9.018670931058992,0.0
16.771508220157255,0.0
22.704013888888888,0.0
27.331569444444444,0.0
19.654606188466943,0.0
16.67395138888889,0.0
23.3995,0.0
18.936229166666667,0.0
5.75451968503937,0.0
7.4791254480286735,0.0
9.94347414420976,0.0
13.452037845705966,0.0
17.069215277777776,0.0
9.460063604240284,0.0
10.185754310344828,0.0
6.988622189992748,0.0
5.987872823618471,0.0
6.0395076923076925,0.0
6.009517638588912,0.0
6.539876989869755,0.0
10.491298042059464,0.0
7.389332855093256,0.0
8.457077592458303,0.0
8.49043600562588,0.0
9.09661733615222,0.0
7.158827838827838,0.0
9.35243105950653,0.0
12.818302446256483,0.0
16.727185892725938,0.0
15.658641063515509,0.0
19.085295755045237,0.0
27.00993031358885,0.0
11.50066091954023,0.0
9.649625176803394,0.0
15.453890832750176,0.0
11.951013513513514,0.0
11.881262057877814,0.0
16.061460506706407,0.0
15.760271587743732,0.0
13.39697543859649,0.0
8.957475655430711,0.0
11.33283650190114,0.0
23.433472527472528,0.0
18.497409722222223,0.0
20.65246861924686,0.0
18.6493125,0.0
17.437097232079488,0.0
14.423048353188506,0.0
8.112984441301274,0.0
8.653829022988505,0.0
10.13579058327477,0.0
13.366395833333334,0.0
12.3255625,0.0
6.967224199288257,0.0
11.22064587973274,0.0
13.668187499999998,0.0
19.41426388888889,0.0
18.32113194444445,0.0
15.99178472222222,0.0
21.78750704225352,0.0
21.85898662913441,0.0
19.17943427620632,0.0
20.011368055555558,0.0
15.408444444444443,0.0
15.464625000000002,0.0
17.167777777777776,0.0
17.221291666666666,0.0
15.056576388888889,0.0
12.87946704067321,0.0
21.055722222222222,0.0
17.078308771929823,0.0
13.284729166666663,0.0
12.76134965034965,0.0
18.846527777777776,0.0
21.433055555555555,0.0
22.978672199170123,0.0
35.08686805555556,0.0
29.92607638888889,0.0
20.034909722222224,0.0
21.28421527777778,0.0
17.525937499999998,0.0
13.254765897973446,0.0
24.1066875,0.0
24.65375694444445,0.0
30.880458333333333,0.0
18.45639583333333,0.0
20.002097222222226,0.0
20.98001388888889,0.0
27.778402777777774,0.0
33.635618055555554,0.0
32.68034027777778,0.0
28.23079861111111,0.0
23.743972222222222,0.0
26.17253472222222,0.0
31.09133333333333,0.0
28.983354166666665,0.0
25.455486111111117,0.0
29.806513888888887,0.0
29.419916666666666,0.0
32.80468055555556,0.0
30.99170138888889,0.0
29.36359777313848,0.0
26.982951388888885,0.0
26.147900552486192,0.0
