Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Morelia (more), Michoacan
Lat 19.6493 N, Lon 101.2221 W, Alt 1936 masl
Time UTC-6h
Air Quality data
Flags: OK = Reliable data, BDL = Below Detection Limit, OR = Out of Range, OS = Out of Service 
 
Time,O3,O3_flag,SO2,SO2_flag,NO2,NO2_flag,NO,NO_flag,CO,CO_flag,PM10,PM10_flag,PM2.5,PM2.5_flag
yyyy-mm-dd HH:MM:SS,ppb,flag,ppb,flag,ppb,flag,ppb,flag,ppm,flag,ug/m^3,flag,ug/m^3,flag
2017-11-01 00:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-01 01:00:00,13.5,OK,-0.06,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-01 02:00:00,13.19,OK,-0.08,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-01 03:00:00,11.73,OK,0.02,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-01 04:00:00,8.55,OK,-0.03,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-01 05:00:00,7.08,OK,-0.07,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-01 06:00:00,7.22,OK,-0.05,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-01 07:00:00,5.55,OK,-0.06,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-01 08:00:00,7.24,OK,-0.01,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-01 09:00:00,8.3,OK,0.12,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-01 10:00:00,14.38,OK,0.3,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-01 11:00:00,28.26,OK,0.21,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-01 12:00:00,41.21,OK,0.27,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-01 13:00:00,46.75,OK,0.35,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-01 14:00:00,42.72,OK,0.45,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-01 15:00:00,33.26,OK,0.67,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-01 16:00:00,31.61,OK,0.49,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-01 17:00:00,29.97,OK,0.44,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-01 18:00:00,27.76,OK,0.32,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-01 19:00:00,25.35,OK,0.16,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-01 20:00:00,21.97,OK,0.14,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-01 21:00:00,16.2,OK,0.13,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-01 22:00:00,15.25,OK,0.17,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-01 23:00:00,11.1,OK,0.07,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-02 00:00:00,10.74,OK,0.08,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-02 01:00:00,10.12,OK,0.08,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-02 02:00:00,9.94,OK,0.07,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-02 03:00:00,10.25,OK,0.01,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-02 04:00:00,9.04,OK,0.02,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-02 05:00:00,8.82,OK,0.02,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-02 06:00:00,9.25,OK,-0.01,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-02 07:00:00,7.53,OK,-0.06,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-02 08:00:00,6.78,OK,0.0,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-02 09:00:00,10.44,OK,0.26,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-02 10:00:00,18.25,OK,0.26,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-02 11:00:00,35.67,OK,0.35,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-02 12:00:00,46.53,OK,0.43,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-02 13:00:00,48.66,OK,0.38,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-02 14:00:00,46.95,OK,0.38,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-02 15:00:00,49.49,OK,0.61,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-02 16:00:00,50.69,OK,0.7,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-02 17:00:00,49.86,OK,0.66,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-02 18:00:00,45.85,OK,0.69,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-02 19:00:00,31.84,OK,0.4,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-02 20:00:00,24.67,OK,0.28,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-02 21:00:00,22.63,OK,0.28,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-02 22:00:00,16.63,OK,0.24,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-02 23:00:00,13.08,OK,0.12,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-03 00:00:00,15.2,OK,0.2,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-03 01:00:00,12.21,OK,0.2,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-03 02:00:00,11.92,OK,0.24,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-03 03:00:00,11.71,OK,0.16,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-03 04:00:00,11.87,OK,0.23,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-03 05:00:00,17.09,OK,0.27,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-03 06:00:00,17.61,OK,0.23,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-03 07:00:00,16.97,OK,0.19,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-03 08:00:00,16.48,OK,0.33,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-03 09:00:00,18.85,OK,0.44,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-03 10:00:00,24.66,OK,0.46,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-03 11:00:00,39.21,OK,0.7,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-03 12:00:00,55.97,OK,1.45,OK,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-03 13:00:00,61.02,OK,1.49,OK,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-03 14:00:00,50.46,OK,1.05,OK,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-03 15:00:00,43.13,OK,0.78,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-03 16:00:00,43.06,OK,0.91,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-03 17:00:00,46.31,OK,1.28,OK,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-03 18:00:00,49.69,OK,1.82,OK,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-03 19:00:00,35.92,OK,1.23,OK,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-03 20:00:00,27.47,OK,0.58,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-03 21:00:00,24.68,OK,0.39,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-03 22:00:00,18.5,OK,0.31,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-03 23:00:00,18.66,OK,0.38,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-04 00:00:00,16.6,OK,0.27,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-04 01:00:00,16.26,OK,0.19,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-04 02:00:00,14.75,OK,0.19,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-04 03:00:00,14.62,OK,0.08,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
2017-11-04 04:00:00,15.16,OK,0.0,BDL,null,OS,null,OS,null,OS,null,OS,null,OS
