Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Morelia (more), Michoacan
Lat 19.6493 N, Lon 101.2221 W, Alt 1936 masl
Time UTC-6h
Air Quality data
Flags: OK = Reliable data, BDL = Below Detection Limit, OR = Out of Range, OS = Out of Service 
 
Time,O3,O3_flag,SO2,SO2_flag,NO2,NO2_flag,NO,NO_flag,CO,CO_flag,PM10,PM10_flag,PM2.5,PM2.5_flag
yyyy-mm-dd HH:MM:SS,ppb,flag,ppb,flag,ppb,flag,ppb,flag,ppm,flag,ug/m^3,flag,ug/m^3,flag
2023-02-01 00:00:00,23.19,OK,null,OS,-28.51,OR,-0.34,BDL,0.38,OK,null,OS,null,OS
2023-02-01 01:00:00,26.87,OK,null,OS,-30.18,OR,-0.37,BDL,0.32,OK,null,OS,null,OS
2023-02-01 02:00:00,22.92,OK,null,OS,-30.52,OR,-0.35,BDL,0.26,OK,null,OS,null,OS
2023-02-01 03:00:00,22.21,OK,null,OS,-31.83,OR,-0.34,BDL,0.24,OK,null,OS,null,OS
2023-02-01 04:00:00,23.17,OK,null,OS,-31.48,OR,-0.33,BDL,0.28,OK,null,OS,null,OS
2023-02-01 05:00:00,22.48,OK,null,OS,-30.97,OR,-0.34,BDL,0.28,OK,null,OS,null,OS
2023-02-01 06:00:00,18.68,OK,null,OS,-29.59,OR,-0.29,BDL,0.28,OK,null,OS,null,OS
2023-02-01 07:00:00,16.07,OK,null,OS,-24.43,OR,0.95,OK,0.59,OK,null,OS,null,OS
2023-02-01 08:00:00,14.77,OK,null,OS,-21.06,OR,8.65,OK,0.73,OK,null,OS,null,OS
2023-02-01 09:00:00,26.41,OK,null,OS,-25.4,OR,3.5,OK,0.54,OK,null,OS,null,OS
2023-02-01 10:00:00,35.19,OK,null,OS,-25.13,OR,3.06,OK,0.41,OK,null,OS,null,OS
2023-02-01 11:00:00,50.93,OK,null,OS,-24.96,OR,1.25,OK,0.42,OK,null,OS,null,OS
2023-02-01 12:00:00,58.29,OK,null,OS,-26.11,OR,0.5,OK,0.4,OK,null,OS,null,OS
2023-02-01 13:00:00,60.0,OK,null,OS,-28.9,OR,0.07,BDL,0.33,OK,null,OS,null,OS
2023-02-01 14:00:00,41.33,OK,null,OS,-32.74,OR,-0.24,BDL,0.21,OK,null,OS,null,OS
2023-02-01 15:00:00,41.89,OK,null,OS,-32.93,OR,-0.29,BDL,0.21,OK,null,OS,null,OS
2023-02-01 16:00:00,39.89,OK,null,OS,-32.89,OR,-0.28,BDL,0.22,OK,null,OS,null,OS
2023-02-01 17:00:00,37.43,OK,null,OS,-32.99,OR,-0.33,BDL,0.22,OK,null,OS,null,OS
2023-02-01 18:00:00,36.56,OK,null,OS,-32.95,OR,-0.34,BDL,0.23,OK,null,OS,null,OS
2023-02-01 19:00:00,36.63,OK,null,OS,-32.93,OR,-0.4,BDL,0.22,OK,null,OS,null,OS
2023-02-01 20:00:00,32.34,OK,null,OS,-31.31,OR,-0.38,BDL,0.25,OK,null,OS,null,OS
2023-02-01 21:00:00,31.73,OK,null,OS,-31.77,OR,-0.38,BDL,0.25,OK,null,OS,null,OS
2023-02-01 22:00:00,20.89,OK,null,OS,-22.85,OR,0.13,BDL,0.3,OK,null,OS,null,OS
2023-02-01 23:00:00,26.75,OK,null,OS,-30.49,OR,-0.37,BDL,0.27,OK,null,OS,null,OS
2023-02-02 00:00:00,24.96,OK,null,OS,-30.63,OR,-0.36,BDL,0.31,OK,null,OS,null,OS
2023-02-02 01:00:00,26.31,OK,null,OS,-31.53,OR,-0.34,BDL,0.27,OK,null,OS,null,OS
2023-02-02 02:00:00,25.25,OK,null,OS,-31.25,OR,-0.32,BDL,0.41,OK,null,OS,null,OS
2023-02-02 03:00:00,20.1,OK,null,OS,-29.99,OR,-0.3,BDL,0.36,OK,null,OS,null,OS
2023-02-02 04:00:00,17.22,OK,null,OS,-28.62,OR,-0.24,BDL,0.26,OK,null,OS,null,OS
2023-02-02 05:00:00,15.79,OK,null,OS,-28.61,OR,-0.22,BDL,0.27,OK,null,OS,null,OS
2023-02-02 06:00:00,14.6,OK,null,OS,-26.91,OR,-0.07,BDL,0.4,OK,null,OS,null,OS
2023-02-02 07:00:00,10.93,OK,null,OS,-24.77,OR,1.16,OK,0.44,OK,null,OS,null,OS
2023-02-02 08:00:00,12.24,OK,null,OS,-23.06,OR,6.95,OK,0.65,OK,null,OS,null,OS
2023-02-02 09:00:00,19.51,OK,null,OS,-20.26,OR,9.79,OK,0.62,OK,null,OS,null,OS
2023-02-02 10:00:00,30.71,OK,null,OS,-23.27,OR,5.13,OK,0.46,OK,null,OS,null,OS
2023-02-02 11:00:00,45.42,OK,null,OS,-22.66,OR,3.03,OK,0.48,OK,null,OS,null,OS
2023-02-02 12:00:00,47.11,OK,null,OS,-28.21,OR,0.76,OK,0.33,OK,null,OS,null,OS
2023-02-02 13:00:00,37.99,OK,null,OS,-32.84,OR,-0.29,BDL,0.2,OK,null,OS,null,OS
2023-02-02 14:00:00,41.39,OK,null,OS,-32.58,OR,-0.25,BDL,0.2,OK,null,OS,null,OS
2023-02-02 15:00:00,42.55,OK,null,OS,-32.41,OR,-0.23,BDL,0.21,OK,null,OS,null,OS
2023-02-02 16:00:00,41.62,OK,null,OS,-32.56,OR,-0.29,BDL,0.21,OK,null,OS,null,OS
2023-02-02 17:00:00,38.71,OK,null,OS,-32.74,OR,-0.33,BDL,0.21,OK,null,OS,null,OS
2023-02-02 18:00:00,36.76,OK,null,OS,-32.39,OR,-0.35,BDL,0.25,OK,null,OS,null,OS
2023-02-02 19:00:00,34.54,OK,null,OS,-29.83,OR,-0.39,BDL,0.27,OK,null,OS,null,OS
2023-02-02 20:00:00,32.19,OK,null,OS,-29.52,OR,-0.39,BDL,0.31,OK,null,OS,null,OS
2023-02-02 21:00:00,27.45,OK,null,OS,-29.62,OR,-0.23,BDL,0.29,OK,null,OS,null,OS
2023-02-02 22:00:00,30.5,OK,null,OS,-31.15,OR,-0.35,BDL,0.25,OK,null,OS,null,OS
2023-02-02 23:00:00,29.72,OK,null,OS,-31.41,OR,-0.38,BDL,0.24,OK,null,OS,null,OS
2023-02-03 00:00:00,27.98,OK,null,OS,-30.88,OR,-0.37,BDL,0.24,OK,null,OS,null,OS
2023-02-03 01:00:00,27.22,OK,null,OS,-31.11,OR,-0.34,BDL,0.23,OK,null,OS,null,OS
2023-02-03 02:00:00,26.75,OK,null,OS,-31.58,OR,-0.35,BDL,0.24,OK,null,OS,null,OS
2023-02-03 03:00:00,25.8,OK,null,OS,-31.55,OR,-0.34,BDL,0.22,OK,null,OS,null,OS
2023-02-03 04:00:00,25.11,OK,null,OS,-31.53,OR,-0.33,BDL,0.21,OK,null,OS,null,OS
2023-02-03 05:00:00,23.66,OK,null,OS,-29.17,OR,-0.34,BDL,0.24,OK,null,OS,null,OS
2023-02-03 06:00:00,23.76,OK,null,OS,-25.42,OR,-0.31,BDL,0.3,OK,null,OS,null,OS
2023-02-03 07:00:00,18.4,OK,null,OS,-23.07,OR,0.21,BDL,0.38,OK,null,OS,null,OS
2023-02-03 08:00:00,15.81,OK,null,OS,-20.98,OR,3.74,OK,0.48,OK,null,OS,null,OS
2023-02-03 09:00:00,22.05,OK,null,OS,-23.58,OR,4.57,OK,0.46,OK,null,OS,null,OS
2023-02-03 10:00:00,32.51,OK,null,OS,-28.31,OR,1.22,OK,0.34,OK,null,OS,null,OS
2023-02-03 11:00:00,37.36,OK,null,OS,-28.55,OR,1.24,OK,0.34,OK,null,OS,null,OS
2023-02-03 12:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-03 13:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-03 14:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-03 15:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-03 16:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-03 17:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-03 18:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-03 19:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-03 20:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-03 21:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-03 22:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-03 23:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-04 00:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-04 01:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-04 02:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-04 03:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-04 04:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-04 05:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-04 06:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-04 07:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-04 08:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-04 09:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-04 10:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-04 11:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-04 12:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-04 13:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-04 14:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-04 15:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-04 16:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-04 17:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-04 18:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-04 19:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-04 20:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-04 21:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-04 22:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-04 23:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-05 00:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-05 01:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-05 02:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-05 03:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-05 04:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-05 05:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-05 06:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-05 07:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-05 08:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-05 09:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-05 10:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-05 11:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-05 12:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-05 13:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-05 14:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-05 15:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-05 16:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-05 17:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-05 18:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-05 19:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-05 20:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-05 21:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-05 22:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-05 23:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-06 00:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-06 01:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-06 02:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-06 03:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-06 04:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-06 05:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-06 06:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-06 07:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-06 08:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-06 09:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-06 10:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-06 11:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-06 12:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-06 13:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-06 14:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS,null,OS
2023-02-06 15:00:00,64.25,OK,null,OS,-30.6,OR,-0.11,BDL,0.25,OK,null,OS,null,OS
2023-02-06 16:00:00,65.71,OK,null,OS,-30.28,OR,-0.16,BDL,0.25,OK,null,OS,null,OS
2023-02-06 17:00:00,66.06,OK,null,OS,-30.37,OR,-0.27,BDL,0.26,OK,null,OS,null,OS
2023-02-06 18:00:00,46.9,OK,null,OS,-32.07,OR,-0.36,BDL,0.27,OK,null,OS,null,OS
2023-02-06 19:00:00,44.41,OK,null,OS,-32.36,OR,-0.39,BDL,0.28,OK,null,OS,null,OS
2023-02-06 20:00:00,38.13,OK,null,OS,-29.55,OR,-0.35,BDL,0.32,OK,null,OS,null,OS
2023-02-06 21:00:00,38.27,OK,null,OS,-29.27,OR,-0.38,BDL,0.37,OK,null,OS,null,OS
2023-02-06 22:00:00,45.38,OK,null,OS,-31.03,OR,-0.39,BDL,0.35,OK,null,OS,null,OS
2023-02-06 23:00:00,39.47,OK,null,OS,-29.14,OR,-0.35,BDL,0.38,OK,null,OS,null,OS
2023-02-07 00:00:00,37.0,OK,null,OS,-29.37,OR,-0.37,BDL,0.52,OK,null,OS,null,OS
2023-02-07 01:00:00,29.84,OK,null,OS,-28.0,OR,-0.33,BDL,0.43,OK,null,OS,null,OS
2023-02-07 02:00:00,29.41,OK,null,OS,-29.65,OR,-0.33,BDL,0.39,OK,null,OS,null,OS
2023-02-07 03:00:00,27.3,OK,null,OS,-29.56,OR,-0.32,BDL,0.38,OK,null,OS,null,OS
2023-02-07 04:00:00,27.26,OK,null,OS,-30.37,OR,-0.32,BDL,0.38,OK,null,OS,null,OS
2023-02-07 05:00:00,23.85,OK,null,OS,-28.6,OR,-0.31,BDL,0.39,OK,null,OS,null,OS
2023-02-07 06:00:00,28.44,OK,null,OS,-28.33,OR,-0.34,BDL,0.38,OK,null,OS,null,OS
