Fecha,CO
2020-10-07,1.0192307692307692
2020-10-08,0.01
2020-10-12,0.5833333333333334
2020-10-13,0.9741666666666666
2020-10-14,1.813076923076923
2020-10-19,0.455
2020-10-21,2.1185714285714288
2020-10-22,5.596363636363637
2020-10-23,0.8027272727272727
2020-10-24,0.6095833333333334
2020-10-25,0.6375000000000001
2020-10-26,0.6470833333333333
2020-10-27,0.5033333333333333
2020-10-28,0.5499999999999999
2020-10-29,0.6504166666666666
2020-10-30,0.4370833333333333
2020-10-31,0.40875
2020-11-01,0.2725
2020-11-02,0.1125
2020-11-03,0.3566666666666667
2020-11-04,0.27
2020-11-24,1.0073333333333332
2020-11-25,0.7983333333333333
2020-11-26,0.7783333333333333
2020-11-27,0.6023529411764706
2020-12-08,1.3075
2020-12-09,0.95375
2020-12-10,0.6684615384615384
2020-12-14,0.72
2020-12-15,0.6581818181818182
2020-12-16,0.7645833333333334
2020-12-17,0.56875
2020-12-18,0.5066666666666667
2020-12-19,0.5370833333333334
2020-12-20,0.3870833333333334
2020-12-21,0.5287499999999999
2020-12-22,0.33666666666666667
2020-12-23,0.37105263157894736
2020-12-24,0.506
2021-01-11,1.1166666666666667
2021-01-12,0.75625
2021-01-13,0.6545833333333334
2021-01-14,0.6420833333333333
2021-01-15,0.6133333333333334
2021-01-16,0.5683333333333334
2021-01-17,0.46
2021-01-18,0.39083333333333337
2021-01-19,0.44625000000000004
2021-01-20,0.5704166666666667
2021-01-21,0.55375
2021-01-22,0.5891666666666667
2021-01-23,0.6770833333333334
2021-01-24,0.47833333333333333
2021-01-25,0.4466666666666667
2021-01-26,0.4825
2021-01-27,0.49291666666666667
2021-01-28,0.4191666666666667
2021-01-29,0.525
2021-01-30,0.7383333333333333
2021-01-31,0.595
2021-02-01,0.3779166666666667
2021-02-02,0.5533333333333333
2021-02-03,0.50375
2021-02-04,0.5704166666666667
2021-02-05,0.53
2021-02-06,0.5008333333333334
2021-02-07,0.42416666666666664
2021-02-08,0.44416666666666665
2021-02-09,0.4566666666666667
2021-02-10,0.4254166666666667
2021-02-11,0.3629166666666666
2021-02-12,0.28583333333333333
2021-02-13,0.23083333333333333
2021-02-14,0.27208333333333334
2021-02-15,0.26458333333333334
2021-02-16,0.22791666666666666
2021-02-17,0.2625
2021-02-18,0.325
2021-02-19,0.4991666666666667
2021-02-20,0.65125
2021-02-21,0.6958333333333333
2021-02-22,0.5004166666666666
2021-02-23,0.6204166666666667
2021-02-24,0.6233333333333334
2021-02-25,0.5095833333333334
2021-02-26,0.5083333333333334
2021-02-27,1.0258333333333334
2021-02-28,0.9958333333333332
2021-03-01,0.53875
2021-03-02,0.5025000000000001
2021-03-03,0.5258333333333333
2021-03-04,0.6279166666666667
2021-03-05,0.7179166666666666
2021-03-06,0.9175
2021-03-07,0.7925
2021-03-08,0.5181818181818182
2021-04-06,0.10692307692307691
2021-04-07,0.01
2021-04-08,0.01
2021-04-09,0.01
2021-04-10,0.01
2021-04-11,0.01
2021-04-12,0.01
2021-04-13,0.01
2021-04-14,0.01
2021-04-15,0.01
2021-04-16,0.01
2021-04-17,0.01
2021-04-18,0.01
2021-04-19,0.01
2021-04-20,0.01
2021-04-21,0.01
2021-04-22,0.01
2021-04-23,0.01
2021-04-24,0.01
2021-04-25,0.01
2021-04-26,0.01
2021-04-27,0.01
2021-04-28,0.01
2021-04-29,0.01
2021-04-30,0.01
2021-05-01,0.01
2021-05-02,0.01
2021-05-03,0.46318181818181814
2021-05-04,0.1391666666666667
2021-05-05,0.03166666666666667
2021-05-06,0.010416666666666666
2021-05-07,0.009166666666666667
2021-05-08,0.014166666666666668
2021-05-09,0.03208333333333333
2021-05-10,0.05875
2021-05-11,0.01
2021-05-12,0.009583333333333334
2021-05-13,0.01
2021-05-14,0.01
2021-05-15,0.009583333333333334
2021-05-16,0.007083333333333334
2021-05-17,0.01
2021-05-18,0.010416666666666666
2021-05-19,0.010416666666666666
2021-05-20,0.012916666666666667
2021-05-21,0.01
2021-05-22,0.008749999999999999
2021-05-23,0.0062499999999999995
2021-05-24,0.009583333333333334
2021-05-25,0.008333333333333333
2021-05-26,0.007916666666666667
2021-05-27,0.007916666666666667
2021-05-28,0.008749999999999999
2021-05-29,0.007083333333333334
2021-05-30,0.007083333333333334
2021-05-31,0.01
2021-06-01,0.01
2021-06-02,0.01
2021-06-03,0.01
2021-06-04,0.01
2021-06-05,0.01
2021-06-06,0.01
2021-06-07,0.041111111111111105
2021-06-08,0.009583333333333334
2021-06-09,0.01
2021-06-10,0.01
2021-06-11,0.010416666666666666
2021-06-12,0.01
2021-06-13,0.01
2021-06-14,0.01
2021-06-15,0.01
2021-06-16,0.01
2021-06-17,0.01
2021-06-18,0.01
2021-06-19,0.01
2021-06-20,0.01
2021-06-21,0.01
2021-06-22,0.01
2021-06-23,0.01
2021-06-24,0.01
2021-06-25,0.01
2021-06-26,0.01
2021-06-27,0.01
2021-06-28,0.01
2021-06-29,0.01
2021-06-30,0.01
2021-07-01,0.01
2021-07-02,0.01
2021-07-03,0.01
2021-07-04,0.01
2021-07-05,0.01
2021-07-06,0.01
2021-07-07,0.01
2021-07-08,0.01
2021-07-09,0.009583333333333334
2021-07-10,0.01
2021-07-11,0.01
2021-07-12,0.01
2021-07-13,0.01
2021-07-14,0.01
2021-07-15,0.01
2021-07-16,0.01
2021-07-17,0.01
2021-07-18,0.01
2021-07-19,0.01
2021-07-20,0.01
2021-07-21,0.01
2021-07-22,0.01
2021-07-23,0.01
2021-07-24,0.01
2021-07-25,0.01
2021-07-26,0.01
2021-07-27,0.01
2021-07-28,0.01
2021-07-29,0.010416666666666666
2021-07-30,0.01
2021-07-31,0.01
2021-08-01,0.01
2021-08-02,0.01
2021-08-03,0.50125
2021-08-04,0.01
2021-08-05,0.01
2021-08-06,0.01
2021-08-07,0.01
2021-08-08,0.01
2021-08-09,0.01
2021-08-10,0.01
2021-08-11,0.01
2021-08-12,0.01
2021-08-13,0.01
2021-08-14,0.009583333333333334
2021-08-15,0.01
2021-08-16,0.01
2021-08-17,0.01
2021-08-18,0.01
2021-08-19,0.01
2021-08-20,0.01
2021-08-21,0.01
2021-08-22,0.01
2021-08-23,0.01
2021-08-24,0.01
2021-08-25,0.01
2021-08-26,0.01
2021-08-27,0.01
2021-08-28,0.01
2021-08-29,0.01
2021-08-30,0.01
2021-08-31,0.01
2021-09-01,0.009583333333333334
2021-09-02,0.01
2021-09-03,0.01
2021-09-04,0.006666666666666667
2021-09-05,0.005416666666666667
2021-09-06,0.005833333333333334
2021-09-07,0.01
2021-09-08,0.009166666666666667
2021-09-09,0.01
2021-09-10,0.01
2021-09-11,0.007083333333333334
2021-09-12,0.007083333333333334
2021-09-13,0.008333333333333333
2021-09-14,0.009166666666666667
2021-09-15,0.009583333333333334
2021-09-16,0.005416666666666667
2021-09-17,0.009583333333333334
2021-09-18,0.006956521739130435
2021-09-19,0.006666666666666667
2021-09-20,0.01
2021-09-21,0.005833333333333334
2021-09-22,0.00375
2021-09-23,0.006666666666666667
2021-09-24,0.006666666666666667
2021-09-25,0.00375
2021-09-26,0.00125
2021-09-27,0.004583333333333333
2021-09-28,0.005833333333333334
2021-09-29,0.005
2021-09-30,0.005
2021-10-01,0.005833333333333334
2021-10-02,0.004166666666666667
2021-10-03,0.0033333333333333335
2021-10-04,0.007083333333333334
2021-10-05,0.0075
2021-10-06,0.0075
2021-10-07,0.008
2021-10-08,0.008749999999999999
2021-10-09,0.003125
2021-10-10,0.0075
2021-10-11,0.006666666666666667
2021-10-12,0.0075
2021-10-13,0.01
2021-10-14,0.007142857142857143
2021-10-15,0.006086956521739131
2021-10-16,0.0075
2021-10-17,0.007916666666666667
2021-10-18,0.0062499999999999995
2021-10-19,0.007083333333333334
2021-10-20,0.009166666666666667
2021-10-21,0.01
2021-10-22,0.01
2021-10-23,0.009545454545454544
2021-10-24,0.01
2021-10-25,0.01
2021-10-26,0.01
2021-10-27,0.009090909090909092
2021-10-28,0.009090909090909092
2021-10-29,0.009166666666666667
2021-10-30,0.01
2021-10-31,0.01
2021-11-01,0.01
2021-11-02,0.008749999999999999
2021-11-03,0.01
2021-11-04,0.01
2021-11-05,0.01
2021-11-06,0.01
2021-11-07,0.01
2021-11-08,0.01
2022-03-14,0.01
2022-03-15,0.05583333333333334
2022-03-16,0.375
2022-03-17,0.3
2022-05-02,0.1525
2022-05-03,0.14
2022-05-04,0.13
2022-05-06,0.1
2022-05-24,0.07
2022-05-26,0.13
2022-09-27,2.0842857142857145
2022-09-28,0.7995833333333334
2022-09-29,0.69
2022-09-30,0.7020833333333334
2022-10-01,0.7658333333333333
2022-10-02,0.6708333333333334
