Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Hermosillo (erno), Sonora
Lat 29.0814 N, Lon 110.9706 W, Alt 154 masl
Time UTC-7h
Air Quality data
Flags: OK = Reliable data, BDL = Below Detection Limit, OR = Out of Range, OS = Out of Service 
 
Time,O3,O3_flag,SO2,SO2_flag,NO2,NO2_flag,NO,NO_flag,CO,CO_flag,PM10,PM10_flag,PM2.5,PM2.5_flag
yyyy-mm-dd HH:MM:SS,ppb,flag,ppb,flag,ppb,flag,ppb,flag,ppm,flag,ug/m^3,flag,ug/m^3,flag
2022-10-01 00:00:00,null,OS,0.07,BDL,4.41,OK,1.19,OK,-0.54,OR,0.27,BDL,null,OS
2022-10-01 00:01:00,null,OS,0.15,BDL,4.26,OK,1.1,OK,-0.56,OR,0.51,BDL,null,OS
2022-10-01 00:02:00,null,OS,0.36,BDL,4.2,OK,1.17,OK,-0.55,OR,0.98,BDL,null,OS
2022-10-01 00:03:00,null,OS,-0.01,BDL,3.98,OK,1.4,OK,-0.55,OR,1.41,BDL,null,OS
2022-10-01 00:04:00,null,OS,0.07,BDL,3.67,OK,1.48,OK,-0.55,OR,1.72,BDL,null,OS
2022-10-01 00:05:00,null,OS,0.16,BDL,4.65,OK,0.49,OK,-0.55,OR,1.94,BDL,null,OS
2022-10-01 00:06:00,null,OS,0.16,BDL,4.17,OK,1.06,OK,-0.55,OR,2.71,BDL,null,OS
2022-10-01 00:07:00,null,OS,0.18,BDL,4.13,OK,0.91,OK,-0.55,OR,2.44,BDL,null,OS
2022-10-01 00:08:00,null,OS,0.46,BDL,4.48,OK,0.77,OK,-0.55,OR,2.61,BDL,null,OS
2022-10-01 00:09:00,null,OS,0.08,BDL,3.89,OK,1.18,OK,-0.55,OR,2.72,BDL,null,OS
2022-10-01 00:10:00,null,OS,0.19,BDL,3.59,OK,1.36,OK,-0.55,OR,3.67,BDL,null,OS
2022-10-01 00:11:00,null,OS,0.35,BDL,3.17,OK,1.46,OK,-0.56,OR,3.98,BDL,null,OS
2022-10-01 00:12:00,null,OS,0.22,BDL,3.55,OK,1.42,OK,-0.56,OR,4.12,OK,null,OS
2022-10-01 00:13:00,null,OS,0.14,BDL,4.35,OK,1.08,OK,-0.56,OR,4.1,OK,null,OS
2022-10-01 00:14:00,null,OS,0.38,BDL,4.04,OK,0.95,OK,-0.55,OR,3.83,BDL,null,OS
2022-10-01 00:15:00,null,OS,0.41,BDL,3.63,OK,1.23,OK,-0.53,OR,4.39,OK,null,OS
2022-10-01 00:16:00,null,OS,0.03,BDL,4.04,OK,1.15,OK,-0.53,OR,5.82,OK,null,OS
2022-10-01 00:17:00,null,OS,0.15,BDL,3.81,OK,1.57,OK,-0.53,OR,6.17,OK,null,OS
2022-10-01 00:18:00,null,OS,0.29,BDL,4.09,OK,1.32,OK,-0.51,OR,6.8,OK,null,OS
2022-10-01 00:19:00,null,OS,0.07,BDL,5.06,OK,1.16,OK,-0.5,OR,7.37,OK,null,OS
2022-10-01 00:20:00,null,OS,-0.03,BDL,4.94,OK,1.38,OK,-0.51,OR,7.64,OK,null,OS
2022-10-01 00:21:00,null,OS,-0.01,BDL,4.06,OK,1.37,OK,-0.53,OR,7.66,OK,null,OS
2022-10-01 00:22:00,null,OS,-0.12,BDL,4.93,OK,1.03,OK,-0.53,OR,8.27,OK,null,OS
2022-10-01 00:23:00,null,OS,0.15,BDL,5.06,OK,0.89,OK,-0.51,OR,8.81,OK,null,OS
2022-10-01 00:24:00,null,OS,0.17,BDL,4.7,OK,0.91,OK,-0.52,OR,10.34,OK,null,OS
2022-10-01 00:25:00,null,OS,0.17,BDL,4.39,OK,1.54,OK,-0.53,OR,12.11,OK,null,OS
2022-10-01 00:26:00,null,OS,-0.1,BDL,4.59,OK,1.29,OK,-0.54,OR,13.55,OK,null,OS
2022-10-01 00:27:00,null,OS,-0.19,BDL,4.21,OK,1.04,OK,-0.53,OR,14.49,OK,null,OS
2022-10-01 00:28:00,null,OS,-0.11,BDL,3.78,OK,1.43,OK,-0.53,OR,15.39,OK,null,OS
2022-10-01 00:29:00,null,OS,0.19,BDL,3.54,OK,1.26,OK,-0.53,OR,15.74,OK,null,OS
2022-10-01 00:30:00,null,OS,-0.02,BDL,3.71,OK,1.02,OK,-0.53,OR,16.01,OK,null,OS
2022-10-01 00:31:00,null,OS,0.33,BDL,4.18,OK,0.69,OK,-0.53,OR,17.16,OK,null,OS
2022-10-01 00:32:00,null,OS,0.1,BDL,3.54,OK,0.87,OK,-0.53,OR,17.58,OK,null,OS
2022-10-01 00:33:00,null,OS,0.29,BDL,3.53,OK,1.31,OK,-0.54,OR,16.83,OK,null,OS
2022-10-01 00:34:00,null,OS,0.29,BDL,3.21,OK,1.51,OK,-0.54,OR,16.08,OK,null,OS
2022-10-01 00:35:00,null,OS,0.0,BDL,3.9,OK,1.15,OK,-0.54,OR,14.78,OK,null,OS
2022-10-01 00:36:00,null,OS,0.09,BDL,4.1,OK,1.25,OK,-0.54,OR,14.34,OK,null,OS
2022-10-01 00:37:00,null,OS,0.11,BDL,3.77,OK,1.63,OK,-0.53,OR,14.1,OK,null,OS
2022-10-01 00:38:00,null,OS,0.07,BDL,4.23,OK,1.65,OK,-0.52,OR,13.79,OK,null,OS
2022-10-01 00:39:00,null,OS,-0.33,BDL,4.31,OK,1.68,OK,-0.53,OR,13.02,OK,null,OS
2022-10-01 00:40:00,null,OS,0.21,BDL,4.16,OK,1.83,OK,-0.53,OR,12.15,OK,null,OS
2022-10-01 00:41:00,null,OS,0.0,BDL,4.82,OK,1.19,OK,-0.53,OR,11.81,OK,null,OS
2022-10-01 00:42:00,null,OS,-0.07,BDL,5.22,OK,1.11,OK,-0.52,OR,11.62,OK,null,OS
2022-10-01 00:43:00,null,OS,-0.15,BDL,5.18,OK,0.88,OK,-0.52,OR,11.76,OK,null,OS
2022-10-01 00:44:00,null,OS,0.08,BDL,5.59,OK,0.81,OK,-0.53,OR,12.1,OK,null,OS
2022-10-01 00:45:00,null,OS,0.04,BDL,5.1,OK,1.34,OK,-0.53,OR,12.31,OK,null,OS
2022-10-01 00:46:00,null,OS,0.03,BDL,4.69,OK,1.46,OK,-0.53,OR,12.41,OK,null,OS
2022-10-01 00:47:00,null,OS,0.2,BDL,4.69,OK,1.21,OK,-0.53,OR,12.29,OK,null,OS
2022-10-01 00:48:00,null,OS,0.12,BDL,4.46,OK,1.25,OK,-0.54,OR,11.98,OK,null,OS
2022-10-01 00:49:00,null,OS,0.13,BDL,4.31,OK,1.34,OK,-0.53,OR,11.74,OK,null,OS
2022-10-01 00:50:00,null,OS,-0.02,BDL,4.32,OK,1.4,OK,-0.54,OR,11.72,OK,null,OS
2022-10-01 00:51:00,null,OS,0.02,BDL,3.67,OK,1.61,OK,-0.54,OR,11.84,OK,null,OS
2022-10-01 00:52:00,null,OS,-0.18,BDL,4.31,OK,0.96,OK,-0.55,OR,12.1,OK,null,OS
2022-10-01 00:53:00,null,OS,-0.29,BDL,3.5,OK,1.3,OK,-0.53,OR,12.58,OK,null,OS
2022-10-01 00:54:00,null,OS,-0.14,BDL,4.32,OK,0.86,OK,-0.53,OR,13.27,OK,null,OS
2022-10-01 00:55:00,null,OS,0.1,BDL,3.85,OK,1.3,OK,-0.54,OR,14.06,OK,null,OS
2022-10-01 00:56:00,null,OS,0.1,BDL,4.69,OK,1.01,OK,-0.53,OR,14.17,OK,null,OS
2022-10-01 00:57:00,null,OS,-0.08,BDL,3.95,OK,1.71,OK,-0.54,OR,13.95,OK,null,OS
2022-10-01 00:58:00,null,OS,-0.21,BDL,4.85,OK,1.43,OK,-0.54,OR,13.65,OK,null,OS
2022-10-01 00:59:00,null,OS,0.02,BDL,4.24,OK,1.27,OK,-0.53,OR,13.44,OK,null,OS
