Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Juriquilla (jqro), Queretaro
Lat 20.703 N, Lon 100.4473 W, Alt 1945 masl
Time UTC-6h
Meteorological data
 
TIMESTAMP,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,WDir_SD,Rain_Tot,Press_Avg,Rad_Avg,Visibility
yyyy-mm-dd HH:MM:SS,°C,%,m/s,m/s,deg,deg,mm,hPa,W/m^2,m
2015-09-01 00:00:00,17.75,73.3,1.507,null,34.75,10.56,0.0,811.0,1.509,null
2015-09-01 00:01:00,17.76,73.22,2.343,null,32.69,6.491,0.0,811.0,1.44,null
2015-09-01 00:02:00,17.8,73.36,1.538,null,33.4,13.1,0.0,811.0,1.543,null
2015-09-01 00:03:00,17.86,73.49,0.763,null,36.7,15.36,0.0,811.0,1.612,null
2015-09-01 00:04:00,17.86,73.61,0.6,null,42.55,21.95,0.0,811.0,1.749,null
2015-09-01 00:05:00,17.75,73.73,0.813,null,27.76,18.49,0.0,811.0,1.783,null
2015-09-01 00:06:00,17.7,73.51,1.997,null,34.64,11.59,0.0,811.0,1.475,null
2015-09-01 00:07:00,17.71,73.6,1.502,null,61.11,30.81,0.0,811.0,1.475,null
2015-09-01 00:08:00,17.75,73.73,1.13,null,87.7,15.35,0.0,811.0,1.646,null
2015-09-01 00:09:00,17.73,73.61,0.678,null,61.78,26.06,0.0,811.0,1.646,null
2015-09-01 00:10:00,17.74,73.62,0.575,null,357.9,30.79,0.0,811.0,1.749,null
2015-09-01 00:11:00,17.77,73.67,0.322,null,0.575,55.99,0.0,811.0,1.715,null
2015-09-01 00:12:00,17.77,73.42,0.36,null,66.88,16.02,0.0,811.0,1.749,null
2015-09-01 00:13:00,17.75,73.49,0.295,null,27.5,22.76,0.0,811.0,1.783,null
2015-09-01 00:14:00,17.79,73.88,0.468,null,352.2,13.75,0.0,811.0,1.783,null
2015-09-01 00:15:00,17.77,73.76,0.475,null,341.1,10.75,0.0,811.0,1.715,null
2015-09-01 00:16:00,17.8,73.75,1.127,null,13.25,11.5,0.0,811.0,1.646,null
2015-09-01 00:17:00,17.86,73.71,2.18,null,16.03,10.53,0.0,811.0,1.475,null
2015-09-01 00:18:00,17.79,73.54,2.438,null,355.7,16.79,0.0,811.0,1.441,null
2015-09-01 00:19:00,17.78,73.65,2.482,null,0.441,10.01,0.0,811.0,1.543,null
2015-09-01 00:20:00,17.79,73.94,2.4,null,5.005,5.477,0.0,811.0,1.852,null
2015-09-01 00:21:00,17.7,73.94,1.937,null,4.944,14.66,0.0,811.0,1.509,null
2015-09-01 00:22:00,17.66,74.01,1.388,null,344.5,7.131,0.0,811.0,1.749,null
2015-09-01 00:23:00,17.76,74.31,1.133,null,337.2,8.07,0.0,811.0,1.852,null
2015-09-01 00:24:00,17.64,74.09,0.798,null,343.7,9.87,0.0,811.0,1.852,null
2015-09-01 00:25:00,17.58,74.11,0.803,null,316.1,38.93,0.0,811.0,1.852,null
2015-09-01 00:26:00,17.61,74.29,0.462,null,332.8,24.02,0.0,811.0,1.749,null
2015-09-01 00:27:00,17.7,74.22,0.2,null,32.9,60.32,0.0,811.0,1.818,null
2015-09-01 00:28:00,17.66,74.16,0.407,null,11.26,25.23,0.0,811.0,1.818,null
2015-09-01 00:29:00,17.63,74.07,0.46,null,324.8,21.6,0.0,811.0,1.818,null
2015-09-01 00:30:00,17.72,74.02,0.48,null,297.3,16.29,0.0,811.0,1.852,null
2015-09-01 00:31:00,17.69,73.95,0.395,null,300.2,8.67,0.0,811.0,1.852,null
2015-09-01 00:32:00,17.72,74.01,0.402,null,293.6,17.73,0.0,811.0,1.852,null
2015-09-01 00:33:00,17.72,74.05,0.29,null,14.96,63.65,0.0,811.0,1.852,null
2015-09-01 00:34:00,17.73,74.19,0.305,null,82.8,53.33,0.0,811.0,1.818,null
2015-09-01 00:35:00,17.71,74.19,0.683,null,44.53,13.31,0.0,811.0,1.681,null
2015-09-01 00:36:00,17.74,74.33,1.25,null,346.0,3.915,0.0,811.0,1.646,null
2015-09-01 00:37:00,17.67,74.48,1.042,null,341.2,10.14,0.0,811.0,1.818,null
2015-09-01 00:38:00,17.68,74.97,1.147,null,313.5,6.55,0.0,811.0,1.852,null
2015-09-01 00:39:00,17.52,75.28,1.742,null,321.8,5.396,0.0,811.0,1.921,null
2015-09-01 00:40:00,17.46,75.43,1.757,null,333.8,2.672,0.0,811.0,1.955,null
2015-09-01 00:41:00,17.41,75.72,1.72,null,330.5,5.965,0.0,811.0,1.921,null
2015-09-01 00:42:00,17.52,76.08,1.705,null,320.0,6.8,0.0,811.0,1.886,null
2015-09-01 00:43:00,17.38,76.24,1.677,null,320.0,2.886,0.0,811.0,1.955,null
2015-09-01 00:44:00,17.28,76.34,1.167,null,332.7,5.763,0.0,811.0,1.852,null
2015-09-01 00:45:00,17.29,76.43,1.243,null,341.7,10.21,0.0,811.0,1.852,null
2015-09-01 00:46:00,17.31,76.33,1.618,null,344.5,4.955,0.0,811.0,1.852,null
2015-09-01 00:47:00,17.36,76.46,1.955,null,337.0,4.83,0.0,811.0,1.818,null
2015-09-01 00:48:00,17.27,76.57,2.305,null,347.0,9.81,0.0,811.0,1.818,null
2015-09-01 00:49:00,17.32,76.8,2.208,null,356.8,16.72,0.0,811.0,1.406,null
2015-09-01 00:50:00,17.37,76.7,2.332,null,7.691,20.04,0.0,811.0,1.44,null
2015-09-01 00:51:00,17.34,76.22,0.693,null,266.7,92.3,0.0,811.0,1.475,null
2015-09-01 00:52:00,17.49,76.1,2.053,null,340.5,3.818,0.0,811.0,1.681,null
2015-09-01 00:53:00,17.51,76.13,2.593,null,2.541,15.49,0.0,811.0,1.578,null
2015-09-01 00:54:00,17.42,76.09,1.875,null,28.36,10.24,0.0,811.0,1.44,null
2015-09-01 00:55:00,17.44,76.17,1.362,null,7.574,11.18,0.0,811.0,1.578,null
2015-09-01 00:56:00,17.5,76.17,2.223,null,338.7,9.16,0.0,811.0,1.578,null
2015-09-01 00:57:00,17.48,76.21,1.985,null,333.7,6.917,0.0,811.0,1.475,null
2015-09-01 00:58:00,17.43,76.05,1.755,null,7.558,13.88,0.0,811.0,1.509,null
2015-09-01 00:59:00,17.55,76.04,1.763,null,351.7,6.797,0.0,811.0,1.543,null
2015-09-01 01:00:00,17.52,75.95,1.922,null,357.4,16.42,0.0,811.0,1.509,null
2015-09-01 01:01:00,17.58,76.11,1.765,null,355.9,19.59,0.0,811.0,1.509,null
2015-09-01 01:02:00,17.52,76.1,1.773,null,2.64,8.73,0.0,811.0,1.681,null
2015-09-01 01:03:00,17.48,76.28,1.477,null,5.65,9.1,0.0,811.0,1.852,null
2015-09-01 01:04:00,17.51,76.5,1.648,null,13.5,4.752,0.0,811.0,1.749,null
2015-09-01 01:05:00,17.55,76.63,1.308,null,22.53,13.15,0.0,811.0,1.749,null
2015-09-01 01:06:00,17.48,76.63,1.277,null,351.3,6.575,0.0,811.0,1.749,null
2015-09-01 01:07:00,17.54,76.61,0.673,null,25.52,31.68,0.0,811.0,1.749,null
2015-09-01 01:08:00,17.56,76.7,0.782,null,5.484,43.46,0.0,811.0,1.818,null
2015-09-01 01:09:00,17.56,76.74,0.605,null,351.0,17.87,0.0,811.0,1.852,null
2015-09-01 01:10:00,17.51,76.72,0.922,null,345.5,10.37,0.0,811.0,1.852,null
2015-09-01 01:11:00,17.5,76.93,1.083,null,343.7,15.0,0.0,811.0,1.749,null
2015-09-01 01:12:00,17.5,77.08,1.113,null,30.04,14.81,0.0,811.0,1.715,null
2015-09-01 01:13:00,17.49,77.13,0.728,null,335.6,16.47,0.0,811.0,1.783,null
2015-09-01 01:14:00,17.59,77.21,0.588,null,350.8,16.08,0.0,811.0,1.818,null
2015-09-01 01:15:00,17.54,76.95,0.667,null,339.9,11.24,0.0,811.0,1.852,null
2015-09-01 01:16:00,17.58,76.94,0.645,null,351.7,14.23,0.0,811.0,1.818,null
2015-09-01 01:17:00,17.47,76.79,0.69,null,2.126,29.96,0.0,811.0,1.749,null
2015-09-01 01:18:00,17.47,76.81,0.913,null,312.3,3.636,0.0,811.0,1.852,null
2015-09-01 01:19:00,17.42,76.95,0.642,null,299.0,8.35,0.0,811.0,1.921,null
2015-09-01 01:20:00,17.44,77.2,0.403,null,311.8,16.34,0.0,811.0,1.921,null
2015-09-01 01:21:00,17.44,77.38,0.618,null,305.7,7.541,0.0,811.0,1.852,null
2015-09-01 01:22:00,17.37,77.44,0.465,null,305.6,17.13,0.0,811.0,1.509,null
2015-09-01 01:23:00,17.38,77.51,0.452,null,311.0,20.5,0.0,811.0,1.818,null
2015-09-01 01:24:00,17.43,77.35,0.438,null,5.643,18.08,0.0,811.0,1.715,null
2015-09-01 01:25:00,17.55,77.54,0.492,null,337.9,16.96,0.0,811.0,1.783,null
2015-09-01 01:26:00,17.38,77.51,0.813,null,348.1,11.29,0.0,811.0,1.818,null
2015-09-01 01:27:00,17.55,77.67,0.87,null,35.25,13.86,0.0,811.0,1.749,null
2015-09-01 01:28:00,17.5,77.52,0.595,null,22.54,16.3,0.0,811.0,1.543,null
2015-09-01 01:29:00,17.47,77.4,0.808,null,34.5,16.11,0.0,811.0,1.543,null
2015-09-01 01:30:00,17.6,77.56,1.433,null,37.11,13.2,0.0,811.0,1.475,null
2015-09-01 01:31:00,17.4,77.37,0.883,null,30.02,19.43,0.0,811.0,1.441,null
2015-09-01 01:32:00,17.45,77.26,0.572,null,38.97,16.83,0.0,811.0,1.509,null
2015-09-01 01:33:00,17.46,77.24,0.753,null,334.9,23.92,0.0,811.0,1.578,null
2015-09-01 01:34:00,17.5,77.24,1.778,null,318.0,5.912,0.0,811.0,1.578,null
2015-09-01 01:35:00,17.59,77.59,1.282,null,329.2,10.61,0.0,811.0,1.783,null
2015-09-01 01:36:00,17.41,77.73,1.118,null,328.2,7.31,0.0,811.0,1.852,null
2015-09-01 01:37:00,17.49,78.15,1.175,null,342.8,11.73,0.0,811.0,1.886,null
2015-09-01 01:38:00,17.34,78.27,1.758,null,340.0,7.085,0.0,811.0,1.852,null
2015-09-01 01:39:00,17.31,78.63,1.95,null,341.5,6.315,0.0,811.0,1.783,null
2015-09-01 01:40:00,17.28,78.89,2.633,null,332.5,4.716,0.0,811.0,1.749,null
2015-09-01 01:41:00,17.17,79.06,2.725,null,351.0,9.25,0.0,811.0,1.441,null
2015-09-01 01:42:00,17.19,78.82,1.818,null,344.3,24.07,0.0,811.0,1.098,null
2015-09-01 01:43:00,17.32,78.84,1.033,null,0.239,33.03,0.0,811.0,1.543,null
2015-09-01 01:44:00,17.36,78.57,1.505,null,324.2,2.733,0.0,811.0,1.475,null
2015-09-01 01:45:00,17.3,78.45,1.473,null,337.3,12.08,0.0,811.0,1.509,null
