Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Juriquilla (jqro), Queretaro
Lat 20.703 N, Lon 100.4473 W, Alt 1945 masl
Time UTC-6h
Meteorological data
 
TIMESTAMP,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,WDir_SD,Rain_Tot,Press_Avg,Rad_Avg,Visibility_Avg
yyyy-mm-dd HH:MM:SS,°C,%,m/s,m/s,deg,deg,mm,hPa,W/m^2,m
2017-07-01 00:00:00,26.32,99.0,4.158,6.51,72.3,10.56,0.0,811.0,-0.892,null
2017-07-01 00:01:00,23.98,97.4,2.413,3.28,88.0,13.76,0.1,811.0,-0.686,null
2017-07-01 00:02:00,23.01,97.1,3.98,4.58,84.7,5.933,0.0,811.0,-0.583,null
2017-07-01 00:03:00,21.82,96.1,3.898,4.48,82.9,18.77,0.1,811.0,-0.823,null
2017-07-01 00:04:00,20.57,95.2,4.09,6.11,87.6,16.05,0.0,811.0,-0.686,null
2017-07-01 00:05:00,19.78,94.8,3.748,4.79,88.7,7.649,0.0,811.0,-0.823,null
2017-07-01 00:06:00,19.05,94.4,3.067,4.09,85.7,8.25,0.1,811.0,0.0,null
2017-07-01 00:07:00,18.4,94.2,4.838,6.86,99.2,6.541,0.1,811.0,-0.343,null
2017-07-01 00:08:00,21.86,96.6,4.64,5.57,86.3,13.4,0.0,819.0,3.19,null
2017-07-01 00:09:00,34.69,null,5.685,6.48,91.6,13.55,0.1,null,7.333,null
2017-07-01 00:10:00,27.16,100.0,5.647,6.92,93.5,2.986,0.0,null,5.783,null
2017-07-01 00:11:00,12.02,88.9,4.555,5.03,102.2,7.836,0.1,814.0,-0.205,null
2017-07-01 00:12:00,11.21,88.4,3.512,4.21,92.2,22.42,0.0,811.0,-0.923,null
2017-07-01 00:13:00,11.69,88.9,4.66,6.32,88.0,13.83,0.1,811.0,-0.787,null
2017-07-01 00:14:00,12.11,89.2,4.577,4.94,90.3,10.86,0.0,811.0,-0.958,null
2017-07-01 00:15:00,12.61,89.5,5.212,7.28,94.2,9.25,0.1,811.0,-1.061,null
2017-07-01 00:16:00,12.81,89.7,5.197,5.79,90.7,15.23,0.0,811.0,-0.822,null
2017-07-01 00:17:00,13.08,90.0,4.557,6.01,93.7,16.22,0.1,811.0,-0.822,null
2017-07-01 00:18:00,13.34,90.4,3.86,4.67,94.7,17.06,0.0,811.0,-0.822,null
2017-07-01 00:19:00,13.49,90.7,4.282,5.21,89.3,15.39,0.1,811.0,-0.891,null
2017-07-01 00:20:00,13.62,90.7,4.95,5.84,93.3,16.21,0.0,811.0,-1.097,null
2017-07-01 00:21:00,13.79,90.6,4.575,5.38,88.7,5.435,0.0,811.0,-1.611,null
2017-07-01 00:22:00,14.03,90.5,3.112,4.26,88.6,11.75,0.0,811.0,-1.337,null
2017-07-01 00:23:00,14.12,90.8,4.292,5.11,89.1,10.69,0.1,811.0,-0.823,null
2017-07-01 00:24:00,14.17,91.0,4.412,4.97,93.1,9.75,0.0,811.0,-0.926,null
2017-07-01 00:25:00,14.25,91.2,3.957,4.82,92.3,4.853,0.0,811.0,-1.029,null
2017-07-01 00:26:00,14.31,91.2,3.423,3.85,89.0,15.01,0.1,811.0,-0.926,null
2017-07-01 00:27:00,14.32,91.5,4.067,4.48,97.4,14.99,0.0,811.0,-1.132,null
2017-07-01 00:28:00,14.36,91.5,4.487,5.45,84.4,10.53,0.0,811.0,-1.235,null
2017-07-01 00:29:00,14.42,91.3,4.633,5.32,94.0,7.699,0.0,811.0,-1.235,null
2017-07-01 00:30:00,14.48,91.3,3.877,5.72,89.7,9.07,0.1,811.0,-0.96,null
2017-07-01 00:31:00,14.52,91.4,3.068,4.38,91.5,7.627,0.0,811.0,-0.857,null
2017-07-01 00:32:00,14.53,91.6,2.762,3.6,89.2,9.29,0.0,811.0,-0.72,null
2017-07-01 00:33:00,14.54,91.8,2.477,3.36,88.6,14.24,0.1,811.0,-1.989,null
2017-07-01 00:34:00,null,67.03,2.092,3.96,99.0,7.767,0.0,750.5,-141.5,null
2017-07-01 00:35:00,null,58.64,2.647,3.2,97.1,11.46,0.0,null,-24.89,null
2017-07-01 00:36:00,null,33.95,2.793,3.9,100.3,7.104,0.0,null,1.784,null
2017-07-01 00:37:00,null,22.08,2.273,2.57,78.32,8.36,0.1,null,4.216,null
2017-07-01 00:38:00,null,65.03,2.253,3.25,96.5,9.57,0.0,null,-202.6,null
2017-07-01 00:39:00,null,null,2.265,2.84,98.9,13.93,0.0,811.0,-3.121,null
2017-07-01 00:40:00,null,null,1.833,2.26,88.1,11.51,0.1,811.0,-0.693,null
2017-07-01 00:41:00,null,null,2.045,2.35,82.8,12.46,0.0,811.0,-0.588,null
2017-07-01 00:42:00,43.96,null,2.23,3.46,92.7,7.711,0.0,811.0,-0.656,null
2017-07-01 00:43:00,null,null,1.48,1.84,68.11,15.14,0.1,824.0,5.174,null
2017-07-01 00:44:00,null,null,1.655,2.03,72.5,10.53,0.0,null,7.759,null
2017-07-01 00:45:00,null,null,1.418,1.72,82.4,28.22,0.1,null,7.789,null
2017-07-01 00:46:00,null,null,1.605,2.09,61.34,14.83,0.0,null,7.646,null
2017-07-01 00:47:00,41.59,null,1.728,2.32,52.32,12.6,0.0,null,7.639,null
2017-07-01 00:48:00,25.34,100.1,2.395,3.54,84.4,20.43,0.1,null,5.332,null
2017-07-01 00:49:00,27.42,102.1,0.687,1.04,23.01,23.44,0.0,null,7.261,null
2017-07-01 00:50:00,13.33,92.0,0.807,1.24,68.74,20.4,0.1,821.0,7.225,null
2017-07-01 00:51:00,8.02,88.0,1.005,1.34,12.66,8.2,0.0,811.0,-0.344,null
2017-07-01 00:52:00,8.95,88.7,0.735,1.16,334.9,26.55,0.0,811.0,-0.481,null
2017-07-01 00:53:00,9.92,89.5,1.107,1.32,354.5,26.87,0.0,811.0,-0.584,null
2017-07-01 00:54:00,10.55,90.1,0.698,1.11,113.4,69.11,0.1,811.0,-0.618,null
2017-07-01 00:55:00,11.12,90.5,0.742,0.92,55.34,87.5,0.0,811.0,-0.515,null
2017-07-01 00:56:00,11.62,90.8,0.938,1.17,322.3,11.98,0.1,811.0,-0.481,null
2017-07-01 00:57:00,12.22,91.3,1.133,1.28,323.8,7.243,0.0,811.0,-0.481,null
2017-07-01 00:58:00,12.46,91.7,1.575,1.69,310.2,3.975,0.0,811.0,-0.412,null
2017-07-01 00:59:00,12.77,92.2,1.172,1.4,322.0,16.53,0.0,811.0,-0.412,null
2017-07-01 01:00:00,13.08,92.6,1.473,1.58,320.2,6.201,0.0,811.0,-0.412,null
