Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Juriquilla (jqro), Queretaro
Lat 20.703 N, Lon 100.4473 W, Alt 1945 masl
Time UTC-6h
Meteorological data
 
TIMESTAMP,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,WDir_SD,Rain_Tot,Press_Avg,Rad_Avg,Visibility
yyyy-mm-dd HH:MM:SS,°C,%,m/s,m/s,deg,deg,mm,hPa,W/m^2,m
2016-09-01 00:00:00,18.09,79.84,3.665,null,63.33,7.649,0.0,809.0,0.0,null
2016-09-01 00:01:00,18.0,79.79,3.617,null,69.27,10.76,0.0,809.0,0.0,null
2016-09-01 00:02:00,18.08,79.89,3.188,null,76.14,15.36,0.0,809.0,0.0,null
2016-09-01 00:03:00,18.11,79.93,2.655,null,80.6,25.34,0.0,809.0,0.0,null
2016-09-01 00:04:00,18.05,79.94,2.255,null,66.45,17.24,0.0,809.0,0.0,null
2016-09-01 00:05:00,18.04,80.2,1.822,null,77.13,26.12,0.0,809.0,0.0,null
2016-09-01 00:06:00,17.96,80.3,2.357,null,83.0,5.771,0.0,809.0,0.0,null
2016-09-01 00:07:00,18.02,80.5,1.932,null,71.05,13.04,0.0,809.0,0.0,null
2016-09-01 00:08:00,17.95,80.4,1.92,null,77.5,8.65,0.0,809.0,0.0,null
2016-09-01 00:09:00,17.98,80.5,1.77,null,84.3,11.69,0.0,809.0,0.0,null
2016-09-01 00:10:00,17.9,80.2,2.413,null,76.33,4.459,0.0,809.0,0.0,null
2016-09-01 00:11:00,18.01,80.3,2.718,null,82.0,6.578,0.0,809.0,0.0,null
2016-09-01 00:12:00,17.93,80.3,2.715,null,76.01,7.637,0.0,809.0,0.0,null
2016-09-01 00:13:00,17.98,80.4,2.527,null,90.3,4.421,0.0,809.0,0.0,null
2016-09-01 00:14:00,18.0,80.5,2.365,null,85.5,3.861,0.0,809.0,0.0,null
2016-09-01 00:15:00,17.93,80.6,2.338,null,80.5,5.647,0.0,809.0,0.0,null
2016-09-01 00:16:00,17.95,80.6,1.832,null,81.5,2.63,0.0,809.0,0.0,null
2016-09-01 00:17:00,17.88,80.8,2.15,null,81.7,3.858,0.0,809.0,0.0,null
2016-09-01 00:18:00,17.9,80.9,2.1,null,76.83,4.139,0.0,809.0,0.0,null
2016-09-01 00:19:00,17.91,80.9,1.858,null,72.32,8.45,0.0,809.0,0.0,null
2016-09-01 00:20:00,17.85,81.0,1.562,null,73.53,10.97,0.0,809.0,0.0,null
2016-09-01 00:21:00,17.93,81.1,2.898,null,71.0,8.29,0.0,809.0,0.0,null
2016-09-01 00:22:00,17.78,80.9,1.822,null,69.67,3.542,0.0,809.0,0.0,null
2016-09-01 00:23:00,17.75,81.0,1.722,null,54.65,12.14,0.0,809.0,0.0,null
2016-09-01 00:24:00,17.75,81.1,1.923,null,52.33,6.42,0.0,809.0,0.0,null
2016-09-01 00:25:00,17.76,81.1,1.862,null,46.83,4.259,0.0,809.0,0.0,null
2016-09-01 00:26:00,17.75,81.1,1.387,null,37.0,15.21,0.0,809.0,0.0,null
2016-09-01 00:27:00,17.75,81.4,1.14,null,40.68,19.47,0.0,809.0,0.0,null
2016-09-01 00:28:00,17.67,81.5,1.437,null,38.5,8.92,0.0,809.0,0.0,null
2016-09-01 00:29:00,17.68,81.7,1.793,null,49.32,9.19,0.0,809.0,0.0,null
2016-09-01 00:30:00,17.63,81.6,1.372,null,36.17,8.1,0.0,809.0,0.0,null
2016-09-01 00:31:00,17.74,81.8,1.018,null,36.5,5.56,0.0,809.0,0.0,null
2016-09-01 00:32:00,17.61,81.9,1.012,null,28.35,8.52,0.0,809.0,0.0,null
2016-09-01 00:33:00,17.61,82.0,1.047,null,34.01,8.12,0.0,809.0,0.0,null
2016-09-01 00:34:00,17.57,82.0,0.938,null,25.77,13.01,0.0,809.0,0.0,null
2016-09-01 00:35:00,17.66,82.1,1.425,null,1.339,6.263,0.0,809.0,0.0,null
2016-09-01 00:36:00,17.64,82.0,1.272,null,12.86,12.59,0.0,809.0,0.0,null
2016-09-01 00:37:00,17.61,82.1,1.383,null,15.5,8.1,0.0,809.0,0.0,null
2016-09-01 00:38:00,17.55,82.2,1.14,null,37.52,15.46,0.0,809.0,0.0,null
2016-09-01 00:39:00,17.53,82.2,1.098,null,54.66,4.229,0.0,809.0,0.0,null
2016-09-01 00:40:00,17.52,82.2,0.955,null,45.17,6.958,0.0,809.0,0.0,null
2016-09-01 00:41:00,17.58,82.3,1.217,null,40.34,4.268,0.0,809.0,0.0,null
2016-09-01 00:42:00,17.52,82.3,0.953,null,60.67,12.01,0.0,809.0,0.0,null
2016-09-01 00:43:00,17.54,82.3,1.483,null,68.84,4.056,0.0,809.0,0.0,null
2016-09-01 00:44:00,17.57,82.3,1.327,null,80.7,4.384,0.0,809.0,0.0,null
2016-09-01 00:45:00,17.61,82.3,1.56,null,80.0,5.857,0.0,809.0,0.0,null
2016-09-01 00:46:00,17.54,82.2,1.573,null,83.5,2.813,0.0,809.0,0.0,null
2016-09-01 00:47:00,17.58,82.2,1.928,null,85.5,4.46,0.0,809.0,0.0,null
2016-09-01 00:48:00,17.54,82.2,1.708,null,80.5,2.986,0.0,809.0,0.0,null
2016-09-01 00:49:00,17.58,82.2,1.39,null,76.16,4.219,0.0,809.0,0.0,null
2016-09-01 00:50:00,17.53,82.1,1.3,null,95.3,6.394,0.0,809.0,0.0,null
2016-09-01 00:51:00,17.56,82.1,1.108,null,90.7,6.34,0.0,809.0,0.0,null
2016-09-01 00:52:00,17.5,82.1,1.448,null,100.0,17.98,0.0,809.0,0.0,null
2016-09-01 00:53:00,17.55,82.0,1.13,null,94.7,6.018,0.0,809.0,0.0,null
2016-09-01 00:54:00,17.54,82.2,1.432,null,103.7,5.934,0.0,809.0,0.0,null
2016-09-01 00:55:00,17.49,82.1,1.218,null,115.5,5.793,0.0,809.0,0.0,null
2016-09-01 00:56:00,17.53,82.1,1.203,null,115.2,5.489,0.0,809.0,0.0,null
2016-09-01 00:57:00,17.45,82.0,1.438,null,108.5,10.14,0.0,809.0,0.0,null
2016-09-01 00:58:00,17.56,82.1,1.725,null,104.0,9.26,0.0,809.0,0.0,null
2016-09-01 00:59:00,17.52,82.0,1.65,null,100.5,2.217,0.0,809.0,0.0,null
2016-09-01 01:00:00,17.58,82.1,1.42,null,114.5,8.48,0.0,809.0,0.0,null
2016-09-01 01:01:00,17.48,82.3,1.293,null,120.2,4.739,0.0,809.0,0.0,null
2016-09-01 01:02:00,17.42,82.7,1.277,null,122.3,5.372,0.0,809.0,0.0,null
2016-09-01 01:03:00,17.47,82.8,1.105,null,126.0,7.23,0.0,809.0,0.0,null
2016-09-01 01:04:00,17.35,82.8,1.045,null,134.7,7.084,0.0,809.0,0.0,null
2016-09-01 01:05:00,17.39,82.8,1.15,null,138.8,8.82,0.0,809.0,0.0,null
2016-09-01 01:06:00,17.32,82.9,1.685,null,111.5,14.98,0.0,809.0,0.0,null
2016-09-01 01:07:00,17.36,83.4,2.165,null,111.5,12.22,0.0,809.0,0.0,null
2016-09-01 01:08:00,17.3,83.4,1.518,null,124.9,13.98,0.0,809.0,0.0,null
2016-09-01 01:09:00,17.22,83.6,1.4,null,120.3,2.981,0.0,809.0,0.0,null
2016-09-01 01:10:00,17.23,83.9,1.262,null,129.8,7.024,0.0,809.0,0.0,null
2016-09-01 01:11:00,17.17,84.0,1.19,null,128.5,8.34,0.0,809.0,0.0,null
