Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Juriquilla (jqro), Queretaro
Lat 20.703 N, Lon 100.4473 W, Alt 1945 masl
Time UTC-6h
Meteorological data
 
TIMESTAMP,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,WDir_SD,Rain_Tot,Press_Avg,Rad_Avg,Visibility
yyyy-mm-dd HH:MM:SS,°C,%,m/s,m/s,deg,deg,mm,hPa,W/m^2,m
2015-05-01 00:00:00,15.85,74.94,2.817,null,38.33,2.494,0.0,808.0,1.176,null
2015-05-01 00:01:00,15.7,75.07,3.025,null,34.34,5.247,0.0,808.0,1.038,null
2015-05-01 00:02:00,15.83,75.32,2.888,null,32.64,7.17,0.0,808.0,1.211,null
2015-05-01 00:03:00,15.72,75.64,3.25,null,36.85,6.304,0.0,808.0,1.522,null
2015-05-01 00:04:00,15.71,75.67,3.598,null,41.33,3.59,0.0,808.0,1.349,null
2015-05-01 00:05:00,15.7,75.31,3.578,null,41.33,4.19,0.0,808.0,1.072,null
2015-05-01 00:06:00,15.63,75.1,3.393,null,41.82,7.733,0.0,808.0,1.176,null
2015-05-01 00:07:00,15.72,75.2,3.665,null,42.83,3.184,0.0,808.0,1.314,null
2015-05-01 00:08:00,15.68,75.44,3.832,null,46.33,1.491,0.0,808.0,1.626,null
2015-05-01 00:09:00,15.65,75.52,3.423,null,42.5,2.061,0.0,808.0,1.522,null
2015-05-01 00:10:00,15.53,75.6,3.057,null,39.33,4.148,0.0,808.0,1.591,null
2015-05-01 00:11:00,15.56,75.74,2.663,null,35.17,5.013,0.0,808.0,1.522,null
2015-05-01 00:12:00,15.49,75.86,2.683,null,35.83,3.131,0.0,808.0,1.66,null
2015-05-01 00:13:00,15.59,76.0,2.352,null,35.86,8.0,0.0,808.0,1.66,null
2015-05-01 00:14:00,15.56,76.07,2.818,null,34.17,4.669,0.0,808.0,1.833,null
2015-05-01 00:15:00,15.46,75.95,2.605,null,35.68,9.8,0.0,808.0,1.591,null
2015-05-01 00:16:00,15.48,75.99,2.98,null,37.67,5.585,0.0,808.0,1.522,null
2015-05-01 00:17:00,15.38,76.11,2.638,null,40.67,1.972,0.0,808.0,1.557,null
2015-05-01 00:18:00,15.48,76.27,2.327,null,35.15,6.356,0.0,808.0,1.349,null
2015-05-01 00:19:00,15.38,75.98,2.468,null,38.16,6.841,0.0,808.0,1.28,null
2015-05-01 00:20:00,15.49,75.67,2.397,null,21.33,10.3,0.0,808.0,1.245,null
2015-05-01 00:21:00,15.44,75.74,2.627,null,23.97,7.249,0.0,808.0,1.418,null
2015-05-01 00:22:00,15.44,75.98,2.55,null,25.66,7.272,0.0,808.0,1.28,null
2015-05-01 00:23:00,15.46,76.05,2.263,null,17.51,6.75,0.0,808.0,1.107,null
2015-05-01 00:24:00,15.42,75.73,2.097,null,25.16,7.057,0.0,808.0,1.072,null
2015-05-01 00:25:00,15.38,75.45,2.512,null,38.49,13.09,0.0,808.0,1.038,null
2015-05-01 00:26:00,15.43,75.29,1.887,null,31.48,8.27,0.0,808.0,1.107,null
2015-05-01 00:27:00,15.49,75.49,2.583,null,39.19,11.41,0.0,808.0,1.176,null
2015-05-01 00:28:00,15.46,75.23,2.318,null,40.0,2.517,0.0,808.0,0.969,null
2015-05-01 00:29:00,15.54,75.21,2.148,null,24.84,6.587,0.0,808.0,1.142,null
2015-05-01 00:30:00,15.52,75.18,1.95,null,11.64,13.91,0.0,808.0,1.107,null
2015-05-01 00:31:00,15.6,75.25,2.545,null,20.5,7.386,0.0,808.0,0.969,null
2015-05-01 00:32:00,15.47,75.09,2.55,null,14.61,13.49,0.0,808.0,1.072,null
2015-05-01 00:33:00,15.49,75.06,2.308,null,16.4,10.81,0.0,808.0,1.072,null
2015-05-01 00:34:00,15.51,75.05,2.462,null,22.32,5.372,0.0,808.0,0.865,null
2015-05-01 00:35:00,15.58,74.98,2.095,null,36.34,5.493,0.0,808.0,1.038,null
2015-05-01 00:36:00,15.58,75.06,1.908,null,36.66,4.267,0.0,808.0,1.245,null
