Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Juriquilla (jqro), Queretaro
Lat 20.703 N, Lon 100.4473 W, Alt 1945 masl
Time UTC-6h
Meteorological data
 
TIMESTAMP,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,WDir_SD,Rain_Tot,Press_Avg,Rad_Avg
yyyy-mm-dd HH:MM:SS,°C,%,m/s,m/s,deg,deg,mm,hPa,W/m^2
2024-06-01 00:00:00,null,81.0,2.052,2.44,92.0,4.759,0.0,808.679,-1.037
2024-06-01 00:01:00,null,84.0,2.455,3.06,81.7,9.86,0.0,807.572,-0.633
2024-06-01 00:02:00,null,80.2,2.477,3.19,92.8,12.96,0.0,808.464,-1.91
2024-06-01 00:03:00,null,82.6,1.678,1.93,97.0,10.52,0.0,808.681,-0.895
2024-06-01 00:04:00,null,84.6,2.41,3.19,88.2,11.7,0.0,807.454,-0.844
2024-06-01 00:05:00,null,78.29,2.263,2.7,91.2,12.63,0.0,808.484,-1.868
2024-06-01 00:06:00,null,73.88,2.413,2.94,101.1,8.73,0.0,808.658,-2.848
2024-06-01 00:07:00,null,73.48,2.007,2.6,114.2,7.264,0.0,807.484,-0.76
2024-06-01 00:08:00,null,74.27,1.96,2.5,89.8,6.147,0.0,808.722,-2.261
2024-06-01 00:09:00,null,74.11,1.772,2.2,84.1,14.23,0.0,808.682,-0.733
2024-06-01 00:10:00,null,72.07,1.405,1.8,66.68,20.41,0.0,807.425,-0.712
2024-06-01 00:11:00,null,73.72,1.17,1.5,85.0,9.91,0.0,808.65,-1.617
2024-06-01 00:12:00,null,80.0,1.767,2.38,122.0,9.43,0.0,808.644,-0.613
2024-06-01 00:13:00,null,81.8,1.895,2.49,121.9,19.98,0.0,807.463,-0.626
2024-06-01 00:14:00,null,78.02,2.688,4.38,136.0,10.61,0.0,808.665,-3.332
2024-06-01 00:15:00,null,80.4,3.207,3.99,152.4,8.71,0.0,808.354,-1.144
2024-06-01 00:16:00,null,82.9,2.502,3.29,141.0,5.94,0.0,807.426,-0.728
2024-06-01 00:17:00,null,77.43,1.46,1.9,152.7,18.19,0.0,808.644,-2.983
2024-06-01 00:18:00,null,77.6,1.953,2.56,134.7,10.06,0.0,808.368,-0.346
2024-06-01 00:19:00,null,73.56,1.932,2.37,150.3,12.71,0.0,807.517,-0.83
2024-06-01 00:20:00,null,72.82,1.482,1.85,141.4,16.48,0.0,808.684,-3.042
2024-06-01 00:21:00,null,72.61,0.972,1.17,127.8,17.45,0.0,808.43,-1.037
2024-06-01 00:22:00,null,73.83,1.218,1.43,127.1,15.8,0.0,807.441,-0.802
2024-06-01 00:23:00,null,81.4,1.52,1.81,127.3,10.03,0.0,808.915,-2.86
2024-06-01 00:24:00,null,86.7,1.71,2.59,123.2,8.61,0.0,808.476,-2.176
2024-06-01 00:25:00,null,88.6,1.807,2.5,147.5,16.39,0.0,807.569,-0.873
2024-06-01 00:26:00,null,86.0,2.67,3.61,156.1,19.79,0.0,808.991,-4.079
2024-06-01 00:27:00,null,89.0,3.415,4.66,146.9,19.28,0.0,808.555,-0.515
2024-06-01 00:28:00,null,82.3,1.49,1.6,139.0,14.6,0.0,807.641,-0.898
2024-06-01 00:29:00,null,82.0,2.485,3.79,140.7,10.06,0.0,809.028,-3.411
2024-06-01 00:30:00,null,82.9,3.248,3.62,148.7,11.82,0.0,808.291,-0.468
2024-06-01 00:31:00,null,79.34,2.378,3.85,140.6,13.7,0.0,807.662,-0.936
2024-06-01 00:32:00,null,78.01,2.492,2.83,134.2,5.841,0.0,809.022,-4.147
2024-06-01 00:33:00,null,77.76,1.975,2.27,127.9,11.71,0.0,808.172,-0.401
2024-06-01 00:34:00,null,78.45,1.808,2.15,132.3,3.399,0.0,807.492,-0.971
2024-06-01 00:35:00,null,85.3,2.538,2.92,127.2,7.581,0.0,808.96,-2.234
2024-06-01 00:36:00,null,90.2,3.142,3.67,144.7,5.12,0.0,808.264,-0.362
2024-06-01 00:37:00,null,95.1,2.562,2.96,139.2,12.38,0.0,807.39,-0.655
2024-06-01 00:38:00,null,91.3,2.767,3.19,109.0,7.839,0.0,808.966,-2.813
2024-06-01 00:39:00,null,93.1,2.26,2.45,94.4,12.15,0.0,808.163,-0.59
2024-06-01 00:40:00,null,84.8,2.332,2.78,83.3,8.09,0.0,807.685,-1.215
2024-06-01 00:41:00,null,83.3,2.542,2.71,83.7,4.189,0.0,808.922,-2.332
2024-06-01 00:42:00,null,82.4,2.472,2.91,82.0,3.695,0.0,808.168,-0.538
2024-06-01 00:43:00,null,78.58,2.825,3.23,83.1,6.458,0.0,807.669,-0.957
2024-06-01 00:44:00,null,80.0,2.827,3.39,104.3,12.41,0.0,808.887,-2.272
2024-06-01 00:45:00,null,80.4,2.923,3.49,111.3,5.986,0.0,808.189,-0.598
2024-06-01 00:46:00,null,81.7,3.133,3.65,135.3,5.962,0.0,807.674,-0.971
2024-06-01 00:47:00,null,90.5,3.237,4.0,132.5,4.03,0.0,808.869,-1.477
2024-06-01 00:48:00,null,96.8,3.005,4.11,109.9,15.86,0.0,807.865,-0.607
2024-06-01 00:49:00,null,99.8,3.667,4.32,108.6,9.69,0.0,807.618,-1.148
2024-06-01 00:50:00,null,96.1,2.973,3.77,104.2,6.437,0.0,808.833,-1.929
2024-06-01 00:51:00,null,98.1,2.727,3.17,103.0,13.22,0.0,807.778,-0.716
2024-06-01 00:52:00,null,97.6,2.255,3.02,106.3,8.58,0.0,807.506,-0.961
2024-06-01 00:53:00,null,99.3,2.672,3.46,116.4,12.3,0.0,808.794,-1.032
2024-06-01 00:54:00,null,99.3,2.953,3.31,122.7,5.218,0.0,807.757,-0.597
2024-06-01 00:55:00,null,94.0,2.533,2.94,117.5,8.75,0.0,807.755,-1.032
2024-06-01 00:56:00,null,92.7,2.952,3.86,119.2,9.8,0.0,808.733,-0.978
2024-06-01 00:57:00,null,93.2,2.757,3.92,119.0,11.71,0.0,807.746,-0.597
2024-06-01 00:58:00,null,99.2,2.705,3.81,118.7,14.09,0.0,807.712,-1.096
2024-06-01 00:59:00,null,null,2.368,3.05,113.8,8.34,0.0,808.731,-2.841
2024-06-01 01:00:00,null,null,2.263,2.69,108.5,7.72,0.0,807.721,-0.439
2024-06-01 01:01:00,null,null,2.26,2.58,104.1,13.27,0.0,807.772,-1.172
2024-06-01 01:02:00,null,101.5,2.457,2.91,108.7,6.181,0.0,808.709,-1.203
2024-06-01 01:03:00,null,101.1,2.5,3.05,100.7,9.19,0.0,807.431,-0.725
2024-06-01 01:04:00,null,101.0,2.355,3.26,96.6,11.66,0.0,807.646,-1.281
2024-06-01 01:05:00,null,102.0,2.36,2.69,113.5,2.566,0.0,808.673,-1.158
2024-06-01 01:06:00,null,101.3,1.968,2.77,114.9,9.87,0.0,807.371,-0.772
2024-06-01 01:07:00,null,96.0,1.735,2.54,109.8,9.19,0.0,807.651,-1.158
2024-06-01 01:08:00,null,94.1,1.65,2.13,103.1,8.73,0.0,808.622,-0.827
2024-06-01 01:09:00,null,94.5,1.443,1.84,88.2,4.449,0.0,807.328,-0.598
2024-06-01 01:10:00,null,101.1,1.562,1.73,90.3,8.64,0.0,807.623,-0.842
2024-06-01 01:11:00,null,null,1.725,2.22,79.04,12.12,0.0,808.608,-1.324
2024-06-01 01:12:00,null,null,0.935,1.44,105.4,28.13,0.0,807.352,-0.739
2024-06-01 01:13:00,null,99.2,1.033,1.29,106.2,19.6,0.0,807.869,-1.368
2024-06-01 01:14:00,null,93.4,0.553,0.94,125.6,24.53,0.0,808.633,-0.788
2024-06-01 01:15:00,null,93.2,0.892,1.1,142.8,27.59,0.0,807.406,-0.752
2024-06-01 01:16:00,null,93.7,1.12,1.48,137.4,9.96,0.0,807.88,-1.636
2024-06-01 01:17:00,null,94.3,0.56,0.75,144.5,24.16,0.0,808.635,-0.998
2024-06-01 01:18:00,null,93.5,0.99,1.26,124.5,18.98,0.0,807.423,-0.998
2024-06-01 01:19:00,null,89.8,0.792,1.25,123.8,21.57,0.0,807.855,-1.435
2024-06-01 01:20:00,null,88.7,0.812,1.18,134.5,19.15,0.0,808.601,-0.873
2024-06-01 01:21:00,null,94.1,0.583,0.76,157.5,8.99,0.0,807.079,-0.695
2024-06-01 01:22:00,null,91.7,0.76,1.15,153.5,8.47,0.0,807.826,-1.914
2024-06-01 01:23:00,null,96.9,0.348,0.53,128.0,14.4,0.0,808.542,-1.129
2024-06-01 01:24:00,null,99.6,0.243,0.36,112.8,25.4,0.0,806.976,-0.967
2024-06-01 01:25:00,null,92.8,0.502,0.63,88.0,17.92,0.0,807.778,-1.817
2024-06-01 01:26:00,null,88.5,0.485,0.54,91.7,4.955,0.0,808.555,-1.044
2024-06-01 01:27:00,null,88.0,0.82,0.96,112.5,8.53,0.0,807.048,-0.786
2024-06-01 01:28:00,null,88.7,0.89,1.16,111.6,32.25,0.0,808.063,-2.401
2024-06-01 01:29:00,null,88.9,1.182,1.5,90.5,10.0,0.0,808.512,-0.797
2024-06-01 01:30:00,null,88.6,1.287,1.49,91.7,5.933,0.0,807.017,-0.722
2024-06-01 01:31:00,null,85.7,1.36,1.78,93.0,4.689,0.0,807.966,-2.619
2024-06-01 01:32:00,null,90.4,1.697,2.11,97.8,7.081,0.0,808.444,-0.733
2024-06-01 01:33:00,null,96.9,1.817,2.33,107.3,8.64,0.0,806.976,-0.582
