PC1,PC2,PC3,PC4,PC5,PC6,Label
-3.164672455754034,-0.8032015322991438,-1.0258199942705857,0.2828155132903199,0.0147599210743668,0.472628692515485,1
-4.43623946243002,-1.9878631705996297,-1.3493633740914768,-0.2672517727622527,0.5987385694859668,0.7541701434115918,1
-3.843191841928791,1.9142717304102408,0.3513442286339969,-1.291032034781718,-0.5640438413643848,-0.2167466553719539,1
-3.791166917438861,1.602657172870606,0.90005697576142,-1.082825304568079,-0.0504847353846692,-0.8773890486887844,1
-3.4968255828438872,2.692341464846279,1.2877326325559335,-0.5592670025312018,0.1817861415576242,-1.0551986925868593,1
-2.255204215274948,3.119910891826498,1.1191736561713372,-0.5613178996934193,0.1052919557072785,-0.8273133288776651,1
-2.8946663766202154,2.914036517073916,1.4565409887938707,-1.0423660471302778,-0.028603575320025,-1.334324268043635,1
-2.4787889696212835,2.162688067655212,0.7867976736471344,-1.4323246227137365,0.5689362017122015,-1.194171623248837,1
-3.141437621868693,0.9339080263095976,0.7632635454188581,-0.5986100046566598,0.3105461832854175,-0.839805461218948,1
-3.4493949046407746,1.5083245886657688,1.0807112387787368,-1.4579149557915094,-0.0244781700435383,-1.4176528762527447,1
-3.853272422884332,-0.2564711153706323,-0.2866047835671932,-0.6150248356645518,-0.3926714690804842,0.3625130565526517,1
-1.337719042526777,1.3072774514138903,0.8770771963314773,-1.3512472191334763,-1.4761801786602493,-1.2058172130956737,1
-2.665354153204399,-1.824771709765533,0.2995037895075453,-0.6610639929068018,1.9373953692933377,-1.989206436887586,1
-1.9759791779936249,0.1089464910920054,0.1152900518384969,0.3776372645057786,0.0503484503729566,-0.285683139388628,1
-2.12688619217961,1.1221595637974635,0.5767149920642547,-0.6077814222433404,-0.0002354562460098,-0.8654091593932142,1
-1.647787339257574,0.7745664141092372,0.8892625084944746,1.0194330846690591,0.7928184431309667,-0.8482102414506307,2
-0.8112939711837773,1.2423431833299872,1.2661602569529278,1.455089305783973,1.1915587077821588,-1.614070618164393,2
-1.2553710157707707,0.3515199087750434,1.0285905484951094,0.2293215239198942,0.3854347855733433,-0.9880265402785898,2
