PM2.5,Temp_Avg,Temperature
15.99178472222222,18.380525694444444,Medium Temperature
21.78750704225352,18.669854166666667,Medium Temperature
21.85898662913441,19.53861805555556,Medium Temperature
19.17943427620632,13.896056572379369,Low Temperature
20.011368055555558,18.11847222222222,Medium Temperature
15.408444444444443,17.972486111111113,Medium Temperature
15.464625000000002,17.738666666666667,Medium Temperature
17.167777777777776,18.065402777777777,Medium Temperature
17.221291666666666,17.687320138888886,Medium Temperature
15.056576388888889,18.39575,Medium Temperature
12.87946704067321,18.87454861111111,Medium Temperature
21.055722222222222,18.18694513888889,Medium Temperature
17.078308771929823,19.616208333333333,Medium Temperature
13.284729166666663,19.28590277777778,Medium Temperature
12.76134965034965,19.02102083333333,Medium Temperature
18.846527777777776,19.264652777777776,Medium Temperature
21.433055555555555,19.022319444444445,Medium Temperature
22.978672199170123,14.703278008298756,Low Temperature
35.08686805555556,20.033597222222223,High Temperature
29.92607638888889,20.537088255733146,High Temperature
20.034909722222224,20.85243055555556,High Temperature
21.28421527777778,19.51747222222222,Medium Temperature
17.525937499999998,18.998694444444443,Medium Temperature
13.254765897973446,20.82826388888889,High Temperature
24.1066875,20.744722222222222,High Temperature
24.65375694444445,20.750006944444443,High Temperature
30.880458333333333,19.844527777777778,Medium Temperature
18.45639583333333,19.695368055555555,Medium Temperature
20.002097222222226,19.71936805555556,Medium Temperature
20.98001388888889,20.40084722222222,High Temperature
27.778402777777774,22.207145833333332,High Temperature
33.635618055555554,23.008645833333333,High Temperature
32.68034027777778,23.147748436414176,High Temperature
28.23079861111111,23.74642361111111,High Temperature
23.743972222222222,23.51775,High Temperature
26.17253472222222,23.48788888888889,High Temperature
31.09133333333333,22.87843055555556,High Temperature
28.983354166666665,23.03311805555556,High Temperature
25.455486111111117,22.810534722222226,High Temperature
28.205861111111112,21.50266851980542,High Temperature
29.806513888888887,22.020902777777778,High Temperature
29.419916666666666,22.35734722222222,High Temperature
32.80468055555556,22.542743055555555,High Temperature
30.99170138888889,21.374402777777775,High Temperature
29.36359777313848,21.631916666666665,High Temperature
26.982951388888885,21.286555555555555,High Temperature
26.147900552486192,16.92524861878453,Medium Temperature
