Time,O3_flag,SO2_flag,NO2_flag,NO_flag,CO_flag,PM10_flag,PM2.5_flag,WDir_Avg,Rain_Tot,WDir_SD,O3,SO2,NO2,NO,CO,PM10,PM2.5,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,Press_Avg,Rad_Avg,TemperatureDowntown,RelativeHumidityDowntown,SolarRadiationDowntown,RainfallDowntown,WindDirectionDowntown,PM10Downtown,PM2.5Downtown,O3Downtown,CODowntown,NODowntown,NO2Downtown,SO2Downtown
2022-12-11,OK,OK,OR,BDL,OK,OS,OS,0.0,0.0,10.054368226767162,36.33560416666666,1.1693680555555557,-15.295909722222223,-0.0059236111111111,0.4673055555555555,,,14.618932568149212,67.64965902777779,0.6850583333333333,0.9192548611111112,806.2248993055556,220.3689548611111,16.708333333333332,59.41666666666666,201.91666666666663,0.0,226.0,0.0,27.541666666666668,1.0,0.5983333333333333,,,0.0
2022-12-12,OK,OK,OR,BDL,OK,OS,OS,0.0,0.0,9.594749142106894,32.0229375,1.1327013888888888,-14.39332638888889,0.4089444444444444,0.4007430555555556,,,15.229214518760196,59.12796319444444,1.0978458333333332,1.4542819444444446,805.3676354166666,196.21729166666668,16.541666666666668,60.25,218.625,0.0,223.0,0.0,28.08333333333333,1.0,0.6158333333333333,,,0.0
2022-12-13,OK,BDL,OR,BDL,OK,OS,OS,0.0,0.0,10.832423422940012,32.59997222222222,0.9103958333333334,-15.435513888888888,0.3537916666666666,0.3881597222222223,,,15.249696046128502,56.335200694444445,1.6116819444444446,2.1142756944444443,803.9031104166667,227.85686944444444,15.979166666666666,59.875,205.66666666666663,0.0,204.0,0.0,25.416666666666668,1.0,0.61125,,,0.0
2022-12-14,OK,BDL,OR,BDL,OK,OS,OS,0.0,0.0,10.733023303849812,28.912437500000003,0.5725833333333333,-16.201381944444446,0.0817013888888888,0.3474583333333333,,,13.230717270194988,65.07987916666667,1.6117652777777778,2.1218506944444444,803.6669222222222,243.0970215277778,15.008333333333333,55.875,223.29166666666663,0.0,211.0,0.0,215.0833333333333,1.0,0.61375,,,0.0
2022-12-15,OK,BDL,OR,BDL,OK,OS,OS,0.0,0.0,11.55214518425288,26.91159027777778,9.043506944444443,-14.73092361111111,0.5611111111111111,0.8654999999999999,,,13.229625,64.8253611111111,1.2492631944444446,1.6599847222222224,804.2847784722222,242.03285972222224,15.0875,57.625,222.54166666666663,0.0,218.0,0.0,544.9583333333334,1.0,0.6437499999999999,,,0.0
2022-12-16,OK,BDL,OR,BDL,OK,OS,OS,0.0,0.0,11.160894730444372,27.782652777777777,0.2531704410011919,-15.110263888888888,0.3058125,0.3892847222222222,,,13.191491666666666,62.41223611111111,1.4098847222222222,1.8775701388888888,804.2202118055556,241.8020923611111,15.0875,56.208333333333336,222.16666666666663,0.0,125.0,0.0,18.916666666666668,1.0,0.66125,,,0.0
2022-12-17,OK,OS,OR,BDL,OK,OS,OS,0.0,0.0,12.660266112794943,28.576652777777777,,-15.797534722222222,0.0727986111111111,0.3199166666666667,,,13.422884027777778,65.39394444444444,1.1217805555555556,1.5176222222222224,804.2229951388888,222.25649097222225,15.3,59.0,202.125,0.0,209.0,0.0,20.95833333333333,1.0,0.6616666666666667,,,0.0
2022-12-18,OK,OS,OR,BDL,OK,OS,OS,0.0,0.0,10.62175945275775,28.05475694444444,,-16.74223611111111,-0.0864375,0.2694999999999999,,,13.133554166666666,64.1778125,1.3967916666666669,1.8777430555555557,805.5160687499999,182.42630277777775,15.154166666666669,56.708333333333336,169.41666666666666,0.0,225.0,0.0,16.25,1.0,0.6704166666666667,,,0.0
2022-12-19,OK,OS,OR,BDL,OK,OS,OS,0.0,0.0,12.41066610131914,24.9083125,,-16.352347222222225,0.425986111111111,0.3337083333333333,,,13.01756875,63.47495138888888,1.0279152777777778,1.3940159722222225,806.9711826388889,233.985025,15.133333333333333,53.208333333333336,218.0,0.0,133.0,0.0,16.75,1.0,0.6866666666666666,,,0.0
2022-12-20,OK,OS,OR,BDL,OK,OS,OS,0.0,0.0,8.233075038578074,33.0591875,,-13.112895833333331,0.7605763888888889,0.5315416666666667,,,13.976520138888889,57.70055555555556,1.209340972222222,1.5275694444444443,807.36868125,229.91603194444448,16.150000000000002,51.04166666666666,215.4583333333333,0.0,208.0,0.0,20.041666666666668,1.0,0.71125,,,0.0
2022-12-21,OK,OS,OR,BDL,OK,OS,OS,0.0,0.0,9.574339384078144,24.40804861111111,,-14.212597222222222,0.6012013888888889,0.3582152777777778,,,13.770743055555554,64.0413125,1.5984958333333332,2.0874916666666667,806.7945319444444,196.34187708333332,15.841666666666669,54.54166666666666,166.5,0.0,227.0,0.0,19.166666666666668,1.0,0.7108333333333333,,,0.0
2022-12-22,OK,OS,OR,BDL,OK,OS,OS,0.0,0.0,10.761396297916365,31.705416666666668,,-15.032569444444446,0.4712569444444444,0.365625,,,14.100308333333333,65.26281944444445,0.7297027777777777,0.978679861111111,806.2652361111111,229.23968819444443,16.629166666666666,53.75,213.7083333333333,0.0,206.0,0.0,20.20833333333333,1.0,0.7312500000000001,,,0.0
2022-12-23,OK,OS,OR,BDL,OK,OS,OS,0.0,0.0,9.744044779126922,32.69175694444444,,-14.284409722222222,0.8414444444444444,0.3990138888888889,,,13.470043055555555,69.40450694444445,1.2598104166666666,1.6483798611111111,807.1368520833333,192.6052104166667,15.604166666666666,58.25,165.08333333333334,0.0,212.0,0.0,23.08333333333333,1.0,0.7512500000000001,,,0.0
2022-12-24,OK,OS,OR,BDL,OK,OS,OS,0.0,0.0,9.906691012398502,34.00159027777778,,-15.296979166666668,0.1903055555555555,0.3853680555555555,,,14.047875,69.63038194444445,1.0440131944444444,1.3776805555555556,807.1828909722221,141.63762986111112,15.829166666666666,59.958333333333336,159.54166666666666,0.0,136.0,0.0,23.45833333333333,1.0,0.7287500000000001,,,0.0
2022-12-25,OK,OS,OR,BDL,OK,OS,OS,0.0,17.0,7.731765202996876,25.85409027777778,,-14.903180555555556,-0.0763888888888889,0.4391944444444445,,,11.830502092050208,84.04606944444444,1.2440763888888888,1.5811583333333332,806.8460006944443,110.07697638888888,14.2875,68.16666666666667,125.54166666666669,0.2,214.0,0.0,37.458333333333336,1.0,0.7787499999999999,,,0.0
2022-12-26,OK,OS,OR,BDL,OK,OS,OS,0.0,0.0,8.193105507611433,25.36645833333333,,-14.65425,0.8632430555555555,0.3802638888888889,,,13.737922994652408,40.55778680555555,0.8736451388888888,1.1285208333333332,807.3246402777778,218.35390416666664,13.65,65.20833333333333,201.66666666666663,0.0,6.0,0.0,15.333333333333334,1.0,0.7770833333333332,,,0.0
2022-12-27,OK,OS,OR,BDL,OK,OS,OS,0.0,0.0,9.61916685687968,30.97459027777778,,-13.97772222222222,0.4769374999999999,0.4328541666666667,,,10.853209027777778,67.68584722222222,0.9516847222222222,1.2381229166666663,807.925425,191.89941597222224,13.254166666666668,59.04166666666666,177.625,0.0,225.0,0.0,18.666666666666668,13.041666666666666,0.5104761904761905,7.000000000000001,6.999999999999999,0.0
2022-12-28,OK,OS,OR,BDL,OK,OS,OS,0.0,0.0,8.244230304901286,28.814465277777774,,-14.918520833333332,0.1662986111111111,0.4110694444444445,,,11.97372897845726,67.78794444444445,1.4655625,1.8672291666666667,806.8818138888888,158.03459791666666,13.783333333333331,56.75,145.29166666666666,0.0,215.0,0.0,17.125,16.666666666666668,0.01,5.0,5.0,0.0
2022-12-29,OK,OS,OR,BDL,OK,OS,OS,0.0,0.0,10.391057782434116,27.64429861111111,,-15.782930555555554,0.5976597222222222,0.3964444444444444,,,12.735061111111111,64.22730555555555,1.9013409722222223,2.465504861111111,806.7223013888889,223.7104708333333,14.633333333333333,55.04166666666666,220.04166666666663,0.0,144.0,0.0,16.25,20.08333333333333,0.01,3.605263157894737,3.605263157894737,0.0
2022-12-30,OK,OS,OR,BDL,OK,OS,OS,0.0,0.0,10.082022008382031,23.834923611111112,,-14.713784722222222,0.6916736111111111,0.4261597222222222,,,13.139229166666668,64.19347222222223,1.3215729166666668,1.727846527777778,806.4144354166667,180.2649715277778,15.054166666666667,56.0,165.125,0.0,208.0,0.0,14.708333333333334,16.541666666666668,0.015,3.1,3.1,0.0
2022-12-31,OK,OS,OR,BDL,OK,OS,OS,0.0,0.0,10.04587996981773,22.385416666666668,,-16.72170138888889,0.4423402777777778,0.38575,,,13.917284027777775,66.66034027777778,1.870468055555556,2.440341666666667,806.7286701388888,225.81962083333332,15.483333333333334,56.708333333333336,175.33333333333334,0.0,151.0,0.0,14.458333333333334,14.458333333333332,0.0124999999999999,3.1666666666666665,3.1666666666666665,0.0
2023-01-01,OK,OS,OR,BDL,OK,OS,OS,,0.0,,18.58113888888889,,-16.833784722222223,-0.0797986111111111,0.4027986111111111,,,,,,,,,15.191666666666668,59.66666666666666,166.66666666666666,0.0,153.0,0.0,31.916666666666668,12.708333333333334,0.0129166666666666,,3.4000000000000004,0.0
2023-01-02,OK,OS,OR,BDL,OK,OS,OS,,0.0,,19.423291666666668,,-17.04989583333333,0.3243958333333333,0.3290069444444444,,,,,,,,,15.475,55.75,201.7083333333333,0.0,201.0,0.0,9.5,4.458333333333333,0.01125,,2.0,0.0
2023-01-03,OK,OS,OR,BDL,OK,OS,OS,,0.0,,20.703569444444444,,-16.10977777777778,0.3194027777777777,0.4318958333333333,,,,,,,,,16.625,50.125,197.125,0.0,184.0,0.0,15.166666666666666,3.75,0.0108333333333333,,1.5,0.0
2023-01-04,OK,OS,OR,BDL,OK,OS,OS,,0.0,,29.462388888888885,,-13.611673611111112,0.9768402777777778,0.4996874999999999,,,,,,,,,15.7875,50.583333333333336,226.375,0.0,210.0,0.0,28.08333333333333,2.166666666666667,0.01,,1.0,0.0
2023-01-05,OK,OS,OR,BDL,OK,OS,OS,,0.0,,34.75275,,-12.146493055555556,1.2076597222222225,0.5009861111111111,,,,,,,,,16.954166666666666,45.875,226.54166666666663,0.0,7.0,0.0,43.083333333333336,5.874999999999999,0.0087499999999999,,,0.0
2023-01-06,OK,OS,OR,BDL,OK,OS,OS,,0.0,,32.463340277777775,,-13.104,0.6724930555555555,0.4400416666666666,,,,,,,,,16.454166666666666,45.54166666666666,220.4583333333333,0.0,220.0,0.0,41.29166666666666,7.95,0.01,,2.6666666666666665,0.0
2023-01-07,OK,OS,OR,BDL,OK,OS,OS,,0.0,,34.76522222222222,,-14.170027777777776,0.3684791666666667,0.3628125,,,,,,,,,16.075,48.0,206.4583333333333,0.0,223.0,0.0,44.083333333333336,17.458333333333332,0.0252173913043478,,3.071428571428571,0.0
2023-01-08,OK,OS,OR,BDL,OK,OS,OS,,0.0,,41.84271527777778,,-14.92972222222222,0.0741736111111111,0.3111944444444444,,,,,,,,,16.095833333333335,50.54166666666666,224.625,0.0,207.0,0.0,41.458333333333336,19.70833333333333,0.4895652173913043,,3.3529411764705883,0.0
2023-01-09,OK,OS,OR,BDL,OK,OS,OS,,0.0,,37.4654375,,-14.398916666666668,0.6944722222222222,0.3230138888888889,,,,,,,,,16.233333333333334,55.25,217.5833333333333,0.0,219.0,0.0,41.333333333333336,17.124999999999996,0.01375,,4.09090909090909,0.0
2023-01-10,OK,OS,OR,BDL,OK,OS,OS,,0.0,,39.197451388888894,,-13.09061111111111,0.3667847222222222,0.3863402777777778,,,,,,,,,15.366666666666667,57.958333333333336,157.125,0.13,208.0,0.0,43.0,15.083333333333332,0.0278260869565217,,6.166666666666667,0.0
2023-01-11,OK,OS,OR,BDL,OK,OS,OS,,0.0,,36.974763888888894,,-12.72322222222222,1.0836319444444444,0.4404444444444444,,,,,,,,,14.45,58.708333333333336,192.7083333333333,0.0,212.0,0.0,35.0,10.916666666666666,0.0116666666666666,,6.0,0.0
2023-01-12,OK,OS,OR,BDL,OK,OS,OS,,0.0,,34.96879861111111,,-12.233555555555556,1.1097638888888888,0.3548611111111111,,,,,,,,,15.8375,49.04166666666666,228.9583333333333,0.0,219.0,0.0,36.16666666666666,10.166666666666666,0.0087499999999999,,7.249999999999999,0.0
2023-01-13,OK,OS,OR,BDL,OK,OS,OS,,0.0,,37.738,,-9.204881944444445,0.7898958333333334,0.4646527777777778,,,,,,,,,15.725,46.0,215.5,0.0,26.0,0.0,52.25,20.625,0.0087499999999999,,6.909090909090909,0.0
2023-01-14,OK,OS,OR,BDL,OK,OS,OS,,0.0,,40.72638194444444,,-11.830118055555555,0.991625,0.5767847222222222,,,,,,,,,14.7625,40.54166666666666,228.875,0.0,14.0,0.0,48.16666666666666,29.0,0.01,,6.933333333333333,0.0
2023-01-15,OK,OS,OR,BDL,OK,OS,OS,,0.0,,48.8411875,,-16.08076388888889,-0.1417708333333333,0.3559583333333334,,,,,,,,,15.258333333333333,50.54166666666666,226.625,0.0,128.0,0.0,44.75,36.29166666666666,0.01,,5.782608695652175,0.0
2023-01-16,OK,OS,OR,BDL,OK,OS,OS,,0.0,,44.48021527777778,,-14.06567361111111,0.2887569444444444,0.3941041666666666,,,,,,,,,16.05,52.79166666666666,230.91666666666663,0.0,202.0,0.0,43.333333333333336,37.25,0.01,,6.285714285714286,0.0
2023-01-17,OK,OS,OR,BDL,OK,OS,OS,,0.0,,36.75582638888889,,-15.313638888888889,0.521125,0.4557569444444444,,,,,,,,,15.066666666666668,56.41666666666666,206.7083333333333,0.0,210.0,0.0,41.375,18.58333333333333,0.0104166666666666,,3.642857142857143,0.0
2023-01-18,OK,OS,OR,BDL,OK,OS,OS,,0.0,,29.75246527777778,,-14.063979166666668,0.3750694444444444,0.3652777777777777,,,,,,,,,15.445833333333333,53.75,218.125,0.0,224.0,0.0,36.25,12.000000000000002,0.01,,5.0,0.0
2023-01-19,OK,OS,OR,BDL,OK,OK,OS,,0.0,,31.700778859527123,,-12.969095966620309,1.1802155771905425,0.4432336578581363,30.182277108433738,,,,,,,,15.8375,47.833333333333336,206.16666666666663,0.0,209.0,0.0,38.875,12.291666666666666,0.01,,2.7,0.0
2023-01-20,OK,OS,OR,BDL,OK,OK,OS,,0.0,,31.609506944444448,,-14.616222222222223,0.5467708333333333,0.3805694444444444,23.865486111111117,,,,,,,,16.108333333333334,49.41666666666666,213.66666666666663,0.0,209.0,0.0,34.416666666666664,18.041666666666668,0.01,,3.1333333333333333,0.0
2023-01-21,OK,OS,OR,BDL,OK,OK,OS,,0.0,,31.639451388888887,,-16.720666666666666,-0.0067291666666666,0.3582083333333333,19.59857551896922,,,,,,,,15.904166666666669,54.958333333333336,235.75,0.0,213.0,0.0,32.416666666666664,22.791666666666668,0.01,,3.304347826086956,0.0
2023-01-22,OK,OS,OR,BDL,OK,OS,OS,,0.0,,31.009166666666665,,-16.982020833333333,-0.0179444444444444,0.3332430555555555,,,,,,,,,15.675,52.625,239.0833333333333,0.0,138.0,0.0,27.791666666666668,26.375,0.01,,4.0,0.0
2023-01-23,OK,OS,OR,BDL,OK,OS,OS,,0.0,,27.00968055555556,,-16.835277777777776,20.500756944444444,0.2656874999999999,,,,,,,,,15.220833333333331,55.625,244.0833333333333,0.0,217.0,0.0,28.291666666666668,14.291666666666666,0.0104166666666666,,2.7142857142857144,0.0
2023-01-24,OK,OS,OR,OS,OK,OS,OS,,0.0,,25.29567901234568,,-36.65567901234568,-0.8308916323731139,0.1699862825788752,15.063730043541364,,,,,,,,16.3625,43.66666666666666,246.91666666666663,0.0,156.0,0.0,20.791666666666668,15.416666666666668,0.01,,3.1666666666666665,0.0
2023-01-25,OS,OS,OS,OS,OS,OK,OS,,0.0,,31.845134281200632,,-29.17132701421801,-0.2872353870458136,0.2034913112164297,17.04329861111111,,,,,,,,16.008333333333333,39.75,249.4583333333333,0.0,217.0,0.0,22.58333333333333,19.58333333333333,0.01,,4.071428571428571,0.0
2023-01-26,OK,OS,OR,BDL,OK,OK,OS,,0.0,,25.22446527777778,,-29.56113888888889,0.5237291666666667,0.3265138888888889,23.86440750213129,,,,,,,,15.370833333333335,47.5,222.3333333333333,0.0,201.0,0.0,31.0,18.541666666666668,0.01,,2.75,0.0
2023-01-27,OK,OS,OR,BDL,OK,OK,OS,,0.0,,27.310194714881774,,-28.75029902642559,3.226773296244785,0.3080319888734353,26.08432339449541,,,,,,,,15.529166666666669,49.333333333333336,243.2083333333333,0.0,210.0,0.0,33.416666666666664,18.45833333333333,0.0104166666666666,,3.5294117647058822,0.0
2023-01-28,OK,OS,OR,BDL,OK,OS,OS,,0.0,,28.80752777777777,,-29.538465277777775,0.7760833333333333,0.3053680555555556,17.987731092436974,,,,,,,,15.683333333333332,46.333333333333336,217.5,0.0,0.0,0.0,31.95833333333333,20.875,0.01,,4.0588235294117645,0.0
2023-01-29,OK,OS,OR,BDL,OK,OS,OS,,0.0,,32.74545833333333,,-30.99959027777778,-0.090875,0.2473819444444444,,,,,,,,,17.349999999999998,44.41666666666666,239.25,0.0,221.0,0.0,34.25,18.25,0.01,,4.09090909090909,0.0
2023-01-30,OK,OS,OR,BDL,OK,OS,OS,,0.0,,37.50468055555555,,-29.626881944444445,0.5831597222222222,0.2952361111111111,,,,,,,,,18.2875,43.875,246.66666666666663,0.0,232.0,0.0,35.541666666666664,13.130434782608695,0.01,,2.3846153846153846,0.0
2023-01-31,OK,OS,OR,BDL,OK,OS,OS,,0.0,,33.96647222222222,,-30.135548611111112,0.0919305555555555,0.3674166666666666,,,,,,,,,18.058333333333334,47.625,237.9583333333333,0.0,141.0,0.0,34.916666666666664,13.583333333333334,0.01,,2.923076923076924,0.0
2023-02-01,OK,OS,OR,BDL,OK,OS,OS,0.0,0.0,9.729883822002543,31.9428125,,-29.287694444444444,0.5306736111111111,0.3263402777777778,,,14.922571527777778,56.67995833333333,1.856572916666667,2.4263,806.41778125,238.1334,16.691666666666666,52.208333333333336,245.4583333333333,0.0,215.0,0.0,35.416666666666664,13.25,0.01,,2.7,0.0
2023-02-02,OK,OS,OR,BDL,OK,OS,OS,0.0,0.0,11.126529916094878,29.315694444444443,,-29.034263888888887,0.8954166666666667,0.32825,,,15.221209027777778,54.42831944444444,1.2030826388888889,1.5675569444444446,807.1712090277778,270.61906875,17.320833333333333,48.083333333333336,252.7083333333333,0.0,124.0,0.0,30.5,8.73913043478261,0.01,,3.0,0.0
2023-02-03,OS,OS,OS,OS,OS,OS,OS,0.0,0.0,8.983514420149813,24.47674735249621,,-27.92639939485628,0.6702874432677761,0.3039031770045385,,,13.612313194444445,54.180326388888886,2.438523611111111,3.054225,808.5297555555555,248.6869868055556,15.583333333333334,49.458333333333336,236.375,0.0,359.0,0.0,46.875,13.833333333333334,0.0104166666666666,,4.333333333333334,0.0
2023-02-04,OS,OS,OS,OS,OS,OS,OS,0.0,0.0,9.225797541759604,,,,,,,,13.147979166666667,48.65452083333333,1.2441743055555556,1.5866381944444443,809.1191652777778,267.55004722222225,15.620833333333332,40.958333333333336,250.7083333333333,0.0,31.0,0.0,41.583333333333336,15.125,0.01,,6.0,0.0
2023-02-05,OS,OS,OS,OS,OS,OS,OS,0.0,0.0,8.019760276051231,,,,,,,,14.82617638888889,43.715604166666665,1.4415625,1.8426236111111112,807.7180666666667,276.0521576388889,17.058333333333334,41.04166666666666,259.375,0.0,7.0,0.0,41.375,18.70833333333333,0.01,,4.2727272727272725,0.0
2023-02-06,OS,OS,OS,OS,OS,OS,OS,0.0,0.0,10.200931452834103,49.81591836734694,,-30.517346938775507,-0.3094248608534323,0.3036549165120594,,,15.230849305555555,37.94285416666666,1.0794729166666668,1.4167666666666667,805.724445138889,275.62553194444445,17.420833333333334,37.875,260.4166666666667,0.0,226.0,0.0,38.25,21.625000000000004,0.01,,4.2,0.0
2023-02-07,OK,OS,OR,BDL,OK,OS,OS,0.0,0.0,11.20993582195286,38.959402777777775,,-29.67345138888889,0.0859930555555555,0.4012013888888889,,,15.921494444444445,53.122479166666665,1.6144645833333335,2.139059027777778,804.7520958333333,256.74700972222223,17.575,47.0,234.5,0.0,132.0,0.0,43.958333333333336,22.833333333333336,0.01,,4.533333333333333,0.0
2023-02-08,OK,OS,OR,BDL,OK,OS,OS,0.0,0.0,10.242589410907412,36.69509722222222,,-30.060618055555555,-0.1407291666666666,0.3635624999999999,,,15.875180555555554,57.78784722222223,1.47015625,1.8996368055555557,805.1849520833333,190.3377159722222,17.754166666666666,51.75,221.7083333333333,0.0,197.0,0.0,41.875,11.375000000000002,0.01,,4.285714285714286,0.0
2023-02-09,OK,OS,OR,BDL,OK,OS,OS,0.0,0.0,10.141818323875317,35.80330555555555,,-26.242875,0.675048611111111,0.2434513888888889,,,15.222540277777776,52.88629861111112,1.4994895833333333,1.9595201388888888,805.4734208333333,201.84366319444445,16.7,47.75,211.41666666666663,0.0,142.0,0.0,38.54166666666666,7.124999999999999,0.0108333333333333,,3.0,0.0
2023-02-10,OK,OS,OR,BDL,OK,OS,OS,0.0,0.0,9.912189886022968,34.630965277777776,,-35.539625,1.0384097222222222,0.3093472222222222,,,15.223429166666667,50.28999305555556,1.3475243055555557,1.7157354166666667,805.4480354166667,253.9736986111111,17.354166666666668,44.54166666666666,245.875,0.0,25.0,0.0,40.04166666666666,7.375,0.01,,4.500000000000001,0.0
2023-02-11,OK,OS,OR,BDL,OK,OS,OS,0.0,0.0,8.837706000150515,33.229680555555554,,-35.514986111111114,0.1651111111111111,0.3130902777777778,,,15.171104166666666,56.965812500000006,1.6153229166666667,2.038229166666667,805.8692381944444,207.22910763888888,15.944444444444445,54.27777777777778,264.27777777777777,0.0,5.0,0.0,38.888888888888886,11.722222222222223,0.1394444444444444,,3.75,0.0
2023-02-12,OK,OS,OR,BDL,OK,OS,OS,0.0,0.0,9.527036844661692,35.04940277777778,,-36.91595138888889,-0.0872638888888888,0.2963125,,,15.606024305555556,53.2795,1.4627083333333335,1.9004930555555557,805.4948027777779,227.9028423611111,,,,,,,,,,,,
2023-02-13,OK,OS,OR,BDL,OK,OS,OS,0.0,0.0,10.497517299970989,34.32663414634146,,-37.92397909407666,0.1717839721254355,0.2380905923344947,29.454679802955667,,16.342305555555555,52.54731944444445,1.9038527777777776,2.4728979166666667,805.0713944444444,280.32537916666666,21.6,35.0,398.2142857142857,0.0,113.0,0.0,37.07142857142857,1.0,1.3728571428571428,,0.0,0.0
2023-02-14,OK,OS,OR,BDL,OK,OS,OS,0.0,0.0,10.086236771634884,26.1988125,,-37.31130555555556,1.2068958333333333,0.2304583333333333,23.274605809128637,,16.094350694444447,47.8385625,2.5883784722222223,3.3562055555555554,804.1801388888888,287.26702569444444,17.620833333333334,43.41666666666666,264.4583333333333,0.0,189.0,0.0,33.041666666666664,1.0,1.3545833333333333,,0.0,0.0
2023-02-15,OK,OS,OR,BDL,OK,OS,OS,0.0,0.0,10.92762211829391,26.247840277777776,,-38.12854861111112,0.1756944444444444,0.2107916666666666,,,15.471929166666667,38.45054861111111,2.1518166666666665,2.815542361111111,804.3363562499999,299.16971666666666,17.0625,35.333333333333336,276.1666666666667,0.0,222.0,0.0,26.666666666666668,1.0,1.2654166666666666,,0.0,0.0
2023-02-16,OK,OS,OR,BDL,OK,OS,OS,0.0,0.0,10.98612636793663,28.219166666666663,,-37.47338888888889,0.1806180555555555,0.2805625,,,16.12248888888889,41.30177777777778,1.6336125,2.141321527777778,804.1627284722222,293.046575,17.916666666666668,36.04166666666666,271.5833333333333,0.0,216.0,0.0,34.666666666666664,1.0,1.3575,,0.0,0.0
2023-02-17,OK,OS,OR,BDL,OK,OS,OS,0.0,0.0,10.519520512457866,32.67320138888889,,-35.00342361111111,1.2233194444444444,0.3417430555555555,,,16.41580972222222,42.82429861111111,1.5357236111111112,2.02375625,805.0671784722222,292.55234375,18.416666666666668,38.91666666666666,271.125,0.0,213.0,0.0,80.25,1.0,1.4329166666666666,,0.0,0.0
2023-02-18,OK,OS,OR,BDL,OK,OS,OS,0.0,0.0,9.199153727498729,33.30609027777778,,-32.133409722222225,0.9477013888888888,0.4477013888888889,,,15.983075,51.57784722222223,1.286145138888889,1.6744159722222225,806.8520291666666,269.2249861111111,18.35833333333333,43.75,257.125,0.0,13.0,0.0,53.29166666666666,1.0,1.481666666666667,,0.0,0.0
2023-02-19,OK,OS,OR,BDL,OK,OS,OS,0.0,0.0,13.454470001706657,31.384777777777774,,-38.350375,-0.2154166666666666,0.2611388888888889,,,16.833604166666667,47.33161111111112,1.5589958333333334,2.052938888888889,807.4591111111112,302.58315555555555,18.85,43.125,276.7916666666667,0.0,218.0,0.0,30.70833333333333,1.0,1.3116666666666668,,0.0,0.0
2023-02-20,OK,OS,OR,BDL,OK,OS,OS,0.0,0.0,10.032623250909388,39.569944444444445,,-37.01801388888889,0.4735763888888889,0.2984930555555555,,,17.63315972222222,44.5035625,1.7340944444444444,2.272372916666667,806.5171756944444,296.0244770833333,19.433333333333334,39.75,270.75,0.0,221.0,0.0,157.91666666666666,1.0,1.3708333333333331,,0.0,0.0
2023-02-21,OK,OS,OR,BDL,OK,OS,OS,0.0,0.0,10.791485528786016,33.835625,,-37.95395833333333,0.0755416666666666,0.2876597222222222,26.543651315789475,,16.843506944444446,51.15033333333333,1.96505,2.5400479166666665,804.8325076388888,220.4359868055556,18.5125,46.0,226.0833333333333,0.0,214.0,0.0,584.6666666666666,1.0,1.3129166666666667,,0.0,0.0
2023-02-22,OK,OS,OR,BDL,OK,OS,OS,0.0,0.0,9.154925090277889,31.29736111111111,,-39.44696100917431,-0.1425802752293578,0.2729722222222222,,,16.335222222222225,44.33315277777778,2.8477520833333334,3.663484722222222,805.2002805555557,255.58996527777776,17.845833333333335,40.208333333333336,239.0833333333333,0.0,198.0,0.0,25.291666666666668,1.0,1.1816666666666666,,0.0,0.0
2023-02-23,OK,OS,OS,OS,OK,OS,OS,0.0,0.0,11.96426624290987,35.64870138888889,,,,0.3340763888888889,,,16.175781944444445,42.58779861111111,1.3641,1.8123375,806.2903993055556,293.46750833333334,17.820833333333333,39.41666666666666,271.9583333333333,0.0,196.0,0.0,30.666666666666668,1.0,1.2183333333333333,,0.0,0.0
2023-02-24,OK,OS,OS,OS,OK,OS,OS,0.0,0.0,10.040194367714523,39.04945138888889,,,,0.4555694444444444,,,16.845695833333334,43.486625,1.7466722222222222,2.283463888888889,806.7776368055555,295.6442354166667,18.7625,39.583333333333336,277.9583333333333,0.0,212.0,0.0,45.5,1.0,1.3079166666666666,,0.0,0.0
2023-02-25,OK,OS,OS,OS,OK,OS,OS,0.0,0.0,10.553782873193876,34.246180555555554,,,,0.3416875,,,17.031875,48.04835416666667,1.6746159722222222,2.1898840277777776,807.5527027777778,274.6925972222222,18.67083333333333,42.91666666666666,204.25,0.0,217.0,0.0,41.75,1.0,1.2729166666666667,,0.0,0.0
2023-02-26,OK,OS,OS,OS,OK,OS,OS,0.0,0.0,11.046607016937504,30.738569444444444,,,,0.3042361111111111,,,17.35202638888889,45.73983333333334,1.7060944444444444,2.2214458333333336,806.4061958333333,283.5837041666667,19.058333333333334,42.125,269.0833333333333,0.0,199.0,0.0,30.125,1.0,1.2233333333333334,,0.0,0.0
2023-02-27,OK,OS,OS,OS,OK,OS,OS,0.0,0.0,9.72837818847955,28.414256944444443,,,,0.321625,,,17.914701388888886,37.54740972222222,1.3555159722222223,1.734246527777778,804.95509375,291.9484583333333,19.791666666666668,35.125,250.4583333333333,0.0,213.0,0.0,45.625,1.0,1.3550000000000002,,0.0,0.0
2023-02-28,OK,OS,OS,OS,OK,OS,OS,0.0,0.0,4.740534100837499,24.84504132231405,,,,0.3173553719008264,,,12.993093922651934,54.929944751381214,0.2874475138121546,0.3521767955801105,805.1628784530387,,20.391666666666666,36.625,267.75,0.0,215.0,0.0,45.958333333333336,1.0,1.3570833333333334,,0.0,0.0
