Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Saltillo (sllo), Coahuila
Lat 25.3532 N, Lon 101.0332 W, Alt 1786 masl
Time UTC-6h
Air Quality data
Flags: OK = Reliable data, BDL = Below Detection Limit, OR = Out of Range, OS = Out of Service 
 
Time,O3,O3_flag,SO2,SO2_flag,NO2,NO2_flag,NO,NO_flag,CO,CO_flag,PM10,PM10_flag,PM2.5,PM2.5_flag
yyyy-mm-dd HH:MM:SS,ppb,flag,ppb,flag,ppb,flag,ppb,flag,ppm,flag,ug/m^3,flag,ug/m^3,flag
2018-02-01 00:00:00,23.96,OK,null,OS,null,OS,null,OS,63495.6,OR,9.17,OK,null,OS
2018-02-01 00:01:00,22.89,OK,null,OS,null,OS,null,OS,83702.6,OR,9.39,OK,null,OS
2018-02-01 00:02:00,22.55,OK,null,OS,null,OS,null,OS,84392.9,OR,9.57,OK,null,OS
2018-02-01 00:03:00,21.22,OK,null,OS,null,OS,null,OS,81028.7,OR,10.17,OK,null,OS
2018-02-01 00:04:00,21.19,OK,null,OS,null,OS,null,OS,63701.0,OR,10.15,OK,null,OS
2018-02-01 00:05:00,21.11,OK,null,OS,null,OS,null,OS,73024.6,OR,10.24,OK,null,OS
2018-02-01 00:06:00,21.42,OK,null,OS,null,OS,null,OS,65750.1,OR,10.59,OK,null,OS
2018-02-01 00:07:00,21.61,OK,null,OS,null,OS,null,OS,57510.0,OR,10.6,OK,null,OS
2018-02-01 00:08:00,21.45,OK,null,OS,null,OS,null,OS,47356.3,OR,10.25,OK,null,OS
2018-02-01 00:09:00,20.02,OK,null,OS,null,OS,null,OS,72675.1,OR,9.99,OK,null,OS
2018-02-01 00:10:00,18.52,OK,null,OS,null,OS,null,OS,64526.7,OR,9.71,OK,null,OS
2018-02-01 00:11:00,17.82,OK,null,OS,null,OS,null,OS,56238.6,OR,9.73,OK,null,OS
2018-02-01 00:12:00,17.81,OK,null,OS,null,OS,null,OS,63779.6,OR,9.68,OK,null,OS
2018-02-01 00:13:00,18.54,OK,null,OS,null,OS,null,OS,85118.2,OR,9.59,OK,null,OS
