Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Saltillo (sllo), Coahuila
Lat 25.3532 N, Lon 101.0332 W, Alt 1786 masl
Time UTC-6h
Air Quality data
Flags: OK = Reliable data, BDL = Below Detection Limit, OR = Out of Range, OS = Out of Service 
 
Time,O3,O3_flag,SO2,SO2_flag,NO2,NO2_flag,NO,NO_flag,CO,CO_flag,PM10,PM10_flag,PM2.5,PM2.5_flag
yyyy-mm-dd HH:MM:SS,ppb,flag,ppb,flag,ppb,flag,ppb,flag,ppm,flag,ug/m^3,flag,ug/m^3,flag
2023-07-01 00:00:00,2.91,OK,0.67,BDL,-19.4,OR,-4.19,OR,4.54,OK,22.11,OK,10.77,OK
2023-07-01 00:01:00,3.44,OK,0.77,BDL,-19.37,OR,-4.16,OR,4.54,OK,22.44,OK,10.75,OK
2023-07-01 00:02:00,1.53,OK,0.64,BDL,-19.33,OR,-4.15,OR,4.55,OK,22.86,OK,11.54,OK
2023-07-01 00:03:00,1.3,OK,0.49,BDL,-19.41,OR,-4.13,OR,4.58,OK,23.07,OK,12.27,OK
2023-07-01 00:04:00,2.5,OK,0.51,BDL,-19.37,OR,-4.18,OR,4.55,OK,23.89,OK,12.76,OK
2023-07-01 00:05:00,1.87,OK,0.68,BDL,-19.31,OR,-4.28,OR,4.54,OK,24.46,OK,14.79,OK
2023-07-01 00:06:00,1.48,OK,0.71,BDL,-19.34,OR,-4.24,OR,4.54,OK,24.8,OK,17.35,OK
2023-07-01 00:07:00,2.29,OK,0.7,BDL,-19.58,OR,-4.11,OR,4.54,OK,24.96,OK,18.17,OK
2023-07-01 00:08:00,2.77,OK,0.46,BDL,-19.6,OR,-4.04,OR,4.54,OK,25.13,OK,20.3,OK
2023-07-01 00:09:00,2.28,OK,0.47,BDL,-19.52,OR,-4.09,OR,4.53,OK,26.38,OK,21.97,OK
2023-07-01 00:10:00,2.77,OK,0.52,BDL,-19.44,OR,-4.17,OR,4.51,OK,27.78,OK,24.43,OK
2023-07-01 00:11:00,2.61,OK,0.73,BDL,-19.47,OR,-4.19,OR,4.53,OK,28.05,OK,25.74,OK
2023-07-01 00:12:00,2.67,OK,1.07,OK,-19.38,OR,-4.28,OR,4.54,OK,28.2,OK,25.99,OK
2023-07-01 00:13:00,2.85,OK,0.63,BDL,-19.44,OR,-4.18,OR,4.52,OK,27.24,OK,26.25,OK
2023-07-01 00:14:00,2.23,OK,0.66,BDL,-19.44,OR,-4.17,OR,4.52,OK,26.16,OK,26.55,OK
2023-07-01 00:15:00,2.91,OK,1.13,OK,-19.58,OR,-4.08,OR,4.54,OK,25.84,OK,27.24,OK
