Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Morelia (more), Michoacan
Lat 19.6493 N, Lon 101.2221 W, Alt 1936 masl
Time UTC-6h
Meteorological data
 
TIMESTAMP,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,WDir_SD,Rain_Tot,Press_Avg,Rad_Avg
yyyy-mm-dd HH:MM:SS,°C,%,m/s,m/s,deg,deg,mm,hPa,W/m^2
2023-05-01 00:00:00,19.15,31.64,3.521,4.25,173.6,14.26,0.0,805.409,-1.521
2023-05-01 00:01:00,19.11,31.66,3.644,4.372,171.0,10.53,0.0,805.524,-1.521
2023-05-01 00:02:00,19.09,31.7,4.139,5.253,178.6,15.72,0.0,805.436,-2.074
2023-05-01 00:03:00,19.1,31.76,3.692,4.925,186.1,17.43,0.0,805.45,-2.397
2023-05-01 00:04:00,19.1,31.76,2.198,4.301,211.5,21.67,0.0,805.504,-1.706
2023-05-01 00:05:00,19.11,31.76,2.109,2.632,189.6,5.946,0.0,805.402,-1.291
2023-05-01 00:06:00,19.09,31.81,1.831,2.212,197.8,19.8,0.0,805.477,-1.337
2023-05-01 00:07:00,19.05,32.0,2.328,2.898,212.9,15.43,0.0,805.477,-1.06
2023-05-01 00:08:00,19.04,32.27,2.529,3.133,195.8,15.73,0.0,805.395,-1.383
2023-05-01 00:09:00,18.98,32.46,4.045,5.212,175.5,13.64,0.0,805.497,-2.305
2023-05-01 00:10:00,18.94,32.51,2.949,3.86,179.9,14.29,0.0,805.368,-2.167
2023-05-01 00:11:00,18.97,32.42,2.886,3.277,185.4,9.32,0.0,805.416,-2.443
2023-05-01 00:12:00,19.02,32.32,2.142,2.857,191.2,25.87,0.0,805.422,-2.351
2023-05-01 00:13:00,19.04,32.3,3.316,4.28,179.9,17.51,0.0,805.3,-2.443
2023-05-01 00:14:00,19.07,32.25,3.599,4.751,175.4,13.67,0.0,805.416,-3.135
2023-05-01 00:15:00,19.14,32.13,2.051,2.447,201.0,11.0,0.0,805.375,-2.213
2023-05-01 00:16:00,19.15,32.15,2.138,3.43,184.6,15.49,0.0,805.314,-2.028
2023-05-01 00:17:00,19.14,32.14,1.785,2.335,213.6,5.479,0.0,805.45,-1.89
2023-05-01 00:18:00,19.1,32.2,1.594,2.355,197.5,9.4,0.0,805.273,-1.429
2023-05-01 00:19:00,19.1,32.42,1.437,1.864,181.4,15.08,0.0,805.375,-1.383
2023-05-01 00:20:00,19.09,32.39,2.198,2.775,187.0,21.64,0.0,805.354,-2.121
2023-05-01 00:21:00,19.04,32.25,1.439,1.853,153.1,33.47,0.0,805.246,-2.121
2023-05-01 00:22:00,19.04,32.13,1.715,2.488,161.3,13.81,0.0,805.368,-2.305
2023-05-01 00:23:00,19.08,32.14,0.857,1.413,208.1,31.43,0.0,805.273,-1.66
2023-05-01 00:24:00,19.04,32.27,1.799,2.478,194.3,14.66,0.0,805.292,-2.028
2023-05-01 00:25:00,19.05,32.25,2.101,3.082,168.5,28.63,0.0,805.312,-2.397
2023-05-01 00:26:00,19.07,32.2,1.831,2.447,180.1,16.79,0.0,805.195,-2.121
2023-05-01 00:27:00,19.03,32.21,1.691,2.263,144.4,27.69,0.0,805.276,-2.305
2023-05-01 00:28:00,19.02,32.22,0.43,0.522,121.4,24.53,0.0,805.221,-1.521
2023-05-01 00:29:00,18.97,32.25,0.353,0.522,145.1,6.385,0.0,805.146,-1.199
2023-05-01 00:30:00,18.97,32.31,0.55,0.748,144.1,24.7,0.0,805.275,-1.337
2023-05-01 00:31:00,18.89,32.41,0.145,0.399,216.9,36.94,0.0,805.152,-1.383
2023-05-01 00:32:00,18.9,32.51,0.034,0.205,181.6,0.0,0.0,805.227,-1.475
2023-05-01 00:33:00,18.85,32.68,1.946,2.509,164.8,16.46,0.0,805.247,-2.674
2023-05-01 00:34:00,18.88,32.85,1.978,2.703,191.5,10.77,0.0,805.145,-3.273
2023-05-01 00:35:00,18.94,32.93,2.196,3.441,193.9,21.18,0.0,805.267,-3.78
2023-05-01 00:36:00,18.99,32.87,2.434,3.328,186.2,14.79,0.0,805.185,-3.273
