Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Juriquilla (jqro), Queretaro
Lat 20.703 N, Lon 100.4473 W, Alt 1945 masl
Time UTC-6h
Air Quality data
Flags: OK = Reliable data, BDL = Below Detection Limit, OR = Out of Range, OS = Out of Service 
 
Time,O3,O3_flag,SO2,SO2_flag,NO2,NO2_flag,NO,NO_flag,CO,CO_flag,PM10,PM10_flag,PM2.5,PM2.5_flag
yyyy-mm-dd HH:MM:SS,ppb,flag,ppb,flag,ppb,flag,ppb,flag,ppm,flag,ug/m^3,flag,ug/m^3,flag
2025-03-01 00:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,60.05,OK,47.65,OK
2025-03-01 00:01:00,null,OS,null,OS,null,OS,null,OS,null,OS,61.3,OK,47.65,OK
2025-03-01 00:02:00,null,OS,null,OS,null,OS,null,OS,null,OS,61.6,OK,47.65,OK
2025-03-01 00:03:00,null,OS,null,OS,null,OS,null,OS,null,OS,61.84,OK,47.65,OK
2025-03-01 00:04:00,null,OS,null,OS,null,OS,null,OS,null,OS,62.38,OK,47.65,OK
2025-03-01 00:05:00,null,OS,null,OS,null,OS,null,OS,null,OS,63.14,OK,47.65,OK
2025-03-01 00:06:00,null,OS,null,OS,null,OS,null,OS,null,OS,63.35,OK,47.65,OK
2025-03-01 00:07:00,null,OS,null,OS,null,OS,null,OS,null,OS,63.53,OK,47.65,OK
2025-03-01 00:08:00,null,OS,null,OS,null,OS,null,OS,null,OS,64.49,OK,47.06,OK
2025-03-01 00:09:00,null,OS,null,OS,null,OS,null,OS,null,OS,65.6,OK,45.5,OK
2025-03-01 00:10:00,null,OS,null,OS,null,OS,null,OS,null,OS,66.03,OK,44.93,OK
2025-03-01 00:11:00,null,OS,null,OS,null,OS,null,OS,null,OS,66.78,OK,44.06,OK
2025-03-01 00:12:00,null,OS,null,OS,null,OS,null,OS,null,OS,67.27,OK,42.33,OK
2025-03-01 00:13:00,null,OS,null,OS,null,OS,null,OS,null,OS,68.98,OK,42.26,OK
2025-03-01 00:14:00,null,OS,null,OS,null,OS,null,OS,null,OS,71.16,OK,42.27,OK
2025-03-01 00:15:00,null,OS,null,OS,null,OS,null,OS,null,OS,72.04,OK,41.49,OK
2025-03-01 00:16:00,null,OS,null,OS,null,OS,null,OS,null,OS,73.92,OK,41.17,OK
2025-03-01 00:17:00,null,OS,null,OS,null,OS,null,OS,null,OS,76.26,OK,41.36,OK
2025-03-01 00:18:00,null,OS,null,OS,null,OS,null,OS,null,OS,78.2,OK,39.63,OK
2025-03-01 00:19:00,null,OS,null,OS,null,OS,null,OS,null,OS,79.18,OK,39.07,OK
2025-03-01 00:20:00,null,OS,null,OS,null,OS,null,OS,null,OS,79.39,OK,38.23,OK
2025-03-01 00:21:00,null,OS,null,OS,null,OS,null,OS,null,OS,80.44,OK,36.75,OK
2025-03-01 00:22:00,null,OS,null,OS,null,OS,null,OS,null,OS,81.34,OK,35.24,OK
2025-03-01 00:23:00,null,OS,null,OS,null,OS,null,OS,null,OS,81.52,OK,34.42,OK
2025-03-01 00:24:00,null,OS,null,OS,null,OS,null,OS,null,OS,81.61,OK,33.87,OK
2025-03-01 00:25:00,null,OS,null,OS,null,OS,null,OS,null,OS,81.57,OK,32.94,OK
2025-03-01 00:26:00,null,OS,null,OS,null,OS,null,OS,null,OS,81.58,OK,33.69,OK
2025-03-01 00:27:00,null,OS,null,OS,null,OS,null,OS,null,OS,81.58,OK,34.69,OK
2025-03-01 00:28:00,null,OS,null,OS,null,OS,null,OS,null,OS,81.73,OK,34.76,OK
2025-03-01 00:29:00,null,OS,null,OS,null,OS,null,OS,null,OS,81.14,OK,34.04,OK
2025-03-01 00:30:00,null,OS,null,OS,null,OS,null,OS,null,OS,80.78,OK,34.65,OK
2025-03-01 00:31:00,null,OS,null,OS,null,OS,null,OS,null,OS,80.93,OK,35.7,OK
2025-03-01 00:32:00,null,OS,null,OS,null,OS,null,OS,null,OS,82.13,OK,36.99,OK
2025-03-01 00:33:00,null,OS,null,OS,null,OS,null,OS,null,OS,82.89,OK,38.08,OK
2025-03-01 00:34:00,null,OS,null,OS,null,OS,null,OS,null,OS,82.92,OK,37.78,OK
2025-03-01 00:35:00,null,OS,null,OS,null,OS,null,OS,null,OS,82.81,OK,37.56,OK
2025-03-01 00:36:00,null,OS,null,OS,null,OS,null,OS,null,OS,83.62,OK,37.7,OK
2025-03-01 00:37:00,null,OS,null,OS,null,OS,null,OS,null,OS,84.98,OK,38.62,OK
2025-03-01 00:38:00,null,OS,null,OS,null,OS,null,OS,null,OS,85.67,OK,39.33,OK
2025-03-01 00:39:00,null,OS,null,OS,null,OS,null,OS,null,OS,86.93,OK,39.58,OK
2025-03-01 00:40:00,null,OS,null,OS,null,OS,null,OS,null,OS,88.98,OK,39.46,OK
2025-03-01 00:41:00,null,OS,null,OS,null,OS,null,OS,null,OS,89.9,OK,39.26,OK
2025-03-01 00:42:00,null,OS,null,OS,null,OS,null,OS,null,OS,89.47,OK,39.06,OK
2025-03-01 00:43:00,null,OS,null,OS,null,OS,null,OS,null,OS,89.19,OK,39.42,OK
2025-03-01 00:44:00,null,OS,null,OS,null,OS,null,OS,null,OS,88.65,OK,39.74,OK
2025-03-01 00:45:00,null,OS,null,OS,null,OS,null,OS,null,OS,88.61,OK,38.1,OK
2025-03-01 00:46:00,null,OS,null,OS,null,OS,null,OS,null,OS,88.82,OK,36.31,OK
2025-03-01 00:47:00,null,OS,null,OS,null,OS,null,OS,null,OS,88.88,OK,34.2,OK
2025-03-01 00:48:00,null,OS,null,OS,null,OS,null,OS,null,OS,89.03,OK,32.18,OK
2025-03-01 00:49:00,null,OS,null,OS,null,OS,null,OS,null,OS,89.08,OK,29.24,OK
2025-03-01 00:50:00,null,OS,null,OS,null,OS,null,OS,null,OS,89.31,OK,29.19,OK
2025-03-01 00:51:00,null,OS,null,OS,null,OS,null,OS,null,OS,90.1,OK,28.8,OK
2025-03-01 00:52:00,null,OS,null,OS,null,OS,null,OS,null,OS,90.1,OK,28.32,OK
2025-03-01 00:53:00,null,OS,null,OS,null,OS,null,OS,null,OS,90.56,OK,28.58,OK
2025-03-01 00:54:00,null,OS,null,OS,null,OS,null,OS,null,OS,91.1,OK,29.72,OK
2025-03-01 00:55:00,null,OS,null,OS,null,OS,null,OS,null,OS,91.22,OK,30.5,OK
2025-03-01 00:56:00,null,OS,null,OS,null,OS,null,OS,null,OS,90.98,OK,31.93,OK
2025-03-01 00:57:00,null,OS,null,OS,null,OS,null,OS,null,OS,90.13,OK,33.03,OK
2025-03-01 00:58:00,null,OS,null,OS,null,OS,null,OS,null,OS,89.16,OK,32.74,OK
2025-03-01 00:59:00,null,OS,null,OS,null,OS,null,OS,null,OS,88.46,OK,32.52,OK
2025-03-01 01:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,87.18,OK,33.19,OK
2025-03-01 01:01:00,null,OS,null,OS,null,OS,null,OS,null,OS,86.45,OK,35.26,OK
2025-03-01 01:02:00,null,OS,null,OS,null,OS,null,OS,null,OS,85.21,OK,37.51,OK
2025-03-01 01:03:00,null,OS,null,OS,null,OS,null,OS,null,OS,84.74,OK,39.71,OK
2025-03-01 01:04:00,null,OS,null,OS,null,OS,null,OS,null,OS,83.55,OK,41.04,OK
2025-03-01 01:05:00,null,OS,null,OS,null,OS,null,OS,null,OS,82.22,OK,41.82,OK
2025-03-01 01:06:00,null,OS,null,OS,null,OS,null,OS,null,OS,80.84,OK,41.81,OK
2025-03-01 01:07:00,null,OS,null,OS,null,OS,null,OS,null,OS,79.17,OK,41.69,OK
2025-03-01 01:08:00,null,OS,null,OS,null,OS,null,OS,null,OS,78.66,OK,41.86,OK
2025-03-01 01:09:00,null,OS,null,OS,null,OS,null,OS,null,OS,77.94,OK,41.39,OK
2025-03-01 01:10:00,null,OS,null,OS,null,OS,null,OS,null,OS,77.37,OK,41.39,OK
2025-03-01 01:11:00,null,OS,null,OS,null,OS,null,OS,null,OS,77.28,OK,41.24,OK
2025-03-01 01:12:00,null,OS,null,OS,null,OS,null,OS,null,OS,76.17,OK,40.58,OK
2025-03-01 01:13:00,null,OS,null,OS,null,OS,null,OS,null,OS,74.47,OK,39.89,OK
2025-03-01 01:14:00,null,OS,null,OS,null,OS,null,OS,null,OS,73.23,OK,40.32,OK
2025-03-01 01:15:00,null,OS,null,OS,null,OS,null,OS,null,OS,72.4,OK,40.4,OK
2025-03-01 01:16:00,null,OS,null,OS,null,OS,null,OS,null,OS,71.21,OK,40.45,OK
2025-03-01 01:17:00,null,OS,null,OS,null,OS,null,OS,null,OS,70.02,OK,40.38,OK
2025-03-01 01:18:00,null,OS,null,OS,null,OS,null,OS,null,OS,68.45,OK,40.18,OK
2025-03-01 01:19:00,null,OS,null,OS,null,OS,null,OS,null,OS,67.88,OK,39.78,OK
2025-03-01 01:20:00,null,OS,null,OS,null,OS,null,OS,null,OS,66.19,OK,38.72,OK
2025-03-01 01:21:00,null,OS,null,OS,null,OS,null,OS,null,OS,64.68,OK,36.88,OK
2025-03-01 01:22:00,null,OS,null,OS,null,OS,null,OS,null,OS,63.33,OK,35.07,OK
2025-03-01 01:23:00,null,OS,null,OS,null,OS,null,OS,null,OS,61.71,OK,33.4,OK
2025-03-01 01:24:00,null,OS,null,OS,null,OS,null,OS,null,OS,60.87,OK,32.2,OK
2025-03-01 01:25:00,null,OS,null,OS,null,OS,null,OS,null,OS,58.48,OK,31.07,OK
2025-03-01 01:26:00,null,OS,null,OS,null,OS,null,OS,null,OS,56.28,OK,31.12,OK
2025-03-01 01:27:00,null,OS,null,OS,null,OS,null,OS,null,OS,55.54,OK,31.35,OK
2025-03-01 01:28:00,null,OS,null,OS,null,OS,null,OS,null,OS,54.59,OK,31.42,OK
2025-03-01 01:29:00,null,OS,null,OS,null,OS,null,OS,null,OS,53.8,OK,31.17,OK
2025-03-01 01:30:00,null,OS,null,OS,null,OS,null,OS,null,OS,52.7,OK,30.74,OK
2025-03-01 01:31:00,null,OS,null,OS,null,OS,null,OS,null,OS,52.48,OK,29.64,OK
2025-03-01 01:32:00,null,OS,null,OS,null,OS,null,OS,null,OS,51.64,OK,29.04,OK
