Fecha,Temperatura,RelativeHumidity,SolarRadiation,Rainfall,WindDirection,PM10,PM2.5,O3,CO,NO,NO2,SO2
2018-03-02,20.625,48.0,257.3333333333333,,194.0,0.3333333333333333,,,,6.249999999999999,,32.45833333333333
2018-03-03,20.354166666666668,47.625,277.2083333333333,,175.0,0.1666666666666666,,,,4.875,,39.16666666666666
2018-03-04,20.35833333333333,50.875,267.9166666666667,,226.0,0.0,,,,2.6666666666666665,,39.95833333333333
2018-03-05,20.3625,49.458333333333336,255.625,,213.0,0.1666666666666666,,,,3.9583333333333335,,41.5
2018-03-06,20.320833333333333,44.958333333333336,238.79166666666663,,239.0,0.2083333333333333,,,,5.375,,40.708333333333336
2018-03-07,20.03333333333333,41.083333333333336,276.625,,223.0,0.1666666666666666,,,,5.791666666666667,,39.70833333333333
2018-03-08,20.516666666666666,39.875,258.9583333333333,,235.0,0.125,,,,6.416666666666667,,40.66666666666666
2018-03-09,20.429166666666667,37.458333333333336,240.95833333333331,,205.0,0.0416666666666666,,,,4.5,,40.125
2018-03-10,20.891666666666666,36.54166666666666,295.625,,215.0,0.0,,,,5.0,,40.625
2018-03-11,21.8625,34.583333333333336,293.1666666666667,,131.0,0.0416666666666666,,,,3.583333333333334,,43.333333333333336
2018-03-12,21.9375,36.5,272.75,,229.0,0.0416666666666666,,,,4.958333333333334,,42.04166666666666
2018-03-13,21.804166666666664,36.625,292.9166666666667,,183.0,0.0416666666666666,,,,4.541666666666667,,40.91666666666666
2018-03-14,20.4625,38.125,288.5833333333333,,149.0,0.0,,,,4.416666666666667,,39.458333333333336
2018-03-15,20.016666666666666,42.04166666666666,281.5833333333333,,154.0,0.5833333333333334,,,,3.9583333333333335,,36.41666666666666
2018-03-16,20.104166666666668,35.833333333333336,284.9583333333333,,211.0,2.458333333333333,,,,5.541666666666667,,33.375
2018-03-17,20.616666666666667,33.25,281.8333333333333,,197.0,0.0,,,,4.708333333333333,,35.208333333333336
2018-03-18,20.5625,27.0,251.875,,208.0,0.0,,,,5.291666666666667,,30.33333333333333
2018-03-19,21.566666666666663,24.875,307.3333333333333,,11.0,0.3333333333333333,,,,4.083333333333334,,32.833333333333336
2018-03-20,21.5875,26.08333333333333,291.375,,226.0,0.0,,,,6.249999999999999,,33.583333333333336
