PM2.5,Rain_Tot,Weather
11.7565579984837,4.7,Rain
21.635720309205904,0.0,No Rain
14.23599565532223,0.0,No Rain
10.478442211055276,0.0,No Rain
12.071391788448157,0.0,No Rain
13.706604166666663,0.0,No Rain
11.223881944444445,0.0,No Rain
13.344971550497863,0.0,No Rain
14.349465277777778,0.0,No Rain
19.81088888888889,0.0,No Rain
19.780875,0.0,No Rain
22.29354006968641,6.6,Rain
20.212055555555555,0.0,No Rain
21.44278472222222,0.0,No Rain
14.413176638176637,0.0,No Rain
13.247032122905027,0.0,No Rain
9.44569264069264,0.0,No Rain
12.006379310344828,0.0,No Rain
10.1435754583921,0.0,No Rain
13.80468595624559,0.0,No Rain
18.730282404055032,0.0,No Rain
24.122104166666663,0.0,No Rain
25.112715277777777,0.0,No Rain
28.32484027777777,0.0,No Rain
