O3,O3_flag,NO2,NO2_flag,NO,NO_flag,CO,CO_flag,PM10,PM10_flag,PM2.5,PM2.5_flag,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,WDir_SD,Rain_Tot,Press_Avg,Rad_Avg,Year,Month,Day,Hour,Minute
44.66,OK,1.31,OK,0.2,BDL,0.22,OK,17.25,OK,12.98,OK,25.49,22.62,2.186,3.451,353.3,32.17,0.0,803.03,982.0,2024,3,4,14,18
21.03,OK,0.2,BDL,0.2,BDL,0.21,OK,2.0,BDL,15.12,OK,19.23,71.2,0.58,1.72,165.6,30.1,0.0,803.362,,2023,10,22,19,0
46.58,OK,2.02,OK,0.2,BDL,0.26,OK,43.9,OK,21.09,OK,25.8,26.03,5.893,8.55,262.4,22.61,0.0,801.284,441.8,2024,3,5,16,59
36.73,OK,5.42,OK,0.2,BDL,0.58,OK,42.08,OK,22.21,OK,19.22,35.27,1.413,1.751,231.6,9.22,0.0,804.552,,2024,3,8,21,29
20.03,OK,14.2,OK,5.44,OK,0.57,OK,19.12,OK,17.44,OK,18.05,85.7,0.0,0.0,0.0,0.0,0.0,807.05,208.8,2023,10,6,9,32
27.46,OK,1.33,OK,0.2,BDL,0.09,OK,13.91,OK,4.98,OK,20.02,42.31,4.413,5.458,128.6,20.35,0.0,803.734,888.0,2024,1,10,13,58
38.2,OK,3.54,OK,0.2,BDL,0.44,OK,72.6,OK,64.92,OK,31.05,11.04,3.579,4.495,341.4,5.997,0.0,801.801,949.0,2023,6,4,13,56
55.06,OK,2.45,OK,0.2,BDL,0.34,OK,47.91,OK,23.11,OK,26.67,45.63,1.906,2.591,357.5,31.1,0.0,805.764,988.0,2023,6,21,10,49
13.52,OK,6.04,OK,0.2,BDL,0.45,OK,27.13,OK,33.35,OK,13.96,94.2,0.0,0.0,0.0,0.0,0.0,805.111,,2023,11,21,1,11
36.7,OK,1.56,OK,0.2,BDL,0.18,OK,18.95,OK,14.68,OK,25.42,18.78,3.587,4.352,231.7,9.61,0.0,807.431,1094.0,2024,4,6,12,2
25.08,OK,7.59,OK,0.2,BDL,0.41,OK,51.54,OK,46.77,OK,17.58,79.09,0.0,0.0,0.0,0.0,0.0,805.858,,2023,5,22,2,45
24.81,OK,7.08,OK,2.16,OK,0.3,OK,16.0,OK,2.0,BDL,14.72,76.13,0.927,2.099,28.47,6.313,0.0,807.961,225.6,2023,12,16,11,42
36.23,OK,1.25,OK,0.2,BDL,0.26,OK,20.83,OK,14.1,OK,16.53,51.58,3.396,4.168,201.2,13.22,0.0,806.356,23.69,2023,12,30,17,53
2.57,OK,5.11,OK,0.67,OK,0.47,OK,23.42,OK,13.81,OK,15.1,94.0,0.0,0.0,0.0,0.0,0.0,805.832,,2023,10,14,6,22
41.28,OK,3.96,OK,0.2,BDL,0.23,OK,38.99,OK,37.07,OK,21.17,24.53,2.502,3.727,295.4,28.44,0.0,804.941,767.2,2024,4,4,9,48
46.75,OK,2.21,OK,0.2,BDL,0.24,OK,34.7,OK,12.83,OK,22.02,27.33,4.473,5.396,188.1,15.8,0.0,802.439,,2024,3,6,19,33
39.24,OK,4.44,OK,0.7,OK,0.31,OK,12.28,OK,15.99,OR,21.61,62.31,0.118,0.297,85.7,1.976,0.0,807.145,638.5,2023,8,18,11,39
48.52,OK,1.25,OK,0.2,BDL,0.23,OK,39.47,OK,36.84,OK,24.3,23.43,2.912,4.178,212.2,14.61,0.0,805.573,79.11,2024,4,1,18,2
23.09,OK,6.56,OK,0.2,BDL,0.29,OK,16.49,OK,2.0,BDL,16.32,83.8,0.0,0.0,0.0,0.0,0.0,805.819,,2023,8,27,0,24
2.76,OK,7.03,OK,0.71,OK,0.29,OK,9.91,OK,2.0,BDL,14.26,92.4,0.0,0.0,0.0,0.0,0.0,802.615,,2023,10,11,21,54
52.4,OK,4.82,OK,0.2,BDL,0.32,OK,27.4,OK,14.95,OK,23.57,27.42,2.983,3.973,193.5,12.5,0.0,805.853,409.2,2024,1,18,14,31
23.74,OK,5.33,OK,0.2,BDL,0.64,OK,13.15,OK,15.68,OK,11.43,66.64,0.954,1.014,258.4,1.064,0.0,808.464,,2024,2,15,2,33
23.63,OK,8.75,OK,0.2,BDL,0.44,OK,20.75,OK,11.84,OK,11.44,60.31,0.0,0.0,0.0,0.0,0.0,806.642,,2023,12,23,0,18
51.57,OK,1.78,OK,0.2,BDL,0.35,OK,33.92,OK,26.17,OK,24.09,21.05,4.601,6.625,229.8,5.161,0.0,802.988,,2024,4,27,19,39
45.92,OK,1.64,OK,0.2,BDL,0.35,OK,14.79,OK,7.06,OK,21.07,30.82,6.05,7.557,19.54,15.05,0.0,802.404,166.4,2024,2,2,17,50
17.03,OK,1.03,OK,0.2,BDL,0.12,OK,7.63,OK,2.0,BDL,9.22,83.1,1.62,2.284,192.9,21.9,0.0,804.486,,2024,1,11,4,22
42.03,OK,3.24,OK,0.2,BDL,0.84,OK,49.75,OK,44.33,OK,16.82,44.26,0.0,0.0,0.0,0.0,0.0,804.0,,2024,4,27,2,35
51.34,OK,6.11,OK,0.2,BDL,0.39,OK,43.0,OK,14.28,OK,18.4,37.77,2.99,3.645,172.0,12.57,0.0,807.138,191.6,2024,1,20,14,30
26.11,OK,8.4,OK,0.77,OK,0.48,OK,32.85,OK,24.0,OK,15.06,64.61,0.0,0.0,0.0,0.0,0.0,806.874,107.1,2023,5,6,7,7
2.42,OK,5.27,OK,0.98,OK,0.46,OK,20.32,OK,18.05,OK,15.13,93.8,0.0,0.0,0.0,0.0,0.0,805.9,,2023,10,14,6,28
33.47,OK,0.2,BDL,0.2,BDL,0.28,OK,8.49,OK,2.0,BDL,18.89,71.48,1.273,1.434,2.857,4.043,0.0,808.492,,2023,7,24,20,34
32.32,OK,8.6,OK,3.5,OK,0.44,OK,29.85,OK,29.31,OK,17.42,64.88,2.807,3.891,90.5,38.18,0.0,805.045,458.7,2023,12,15,13,6
66.18,OK,1.8,OK,0.2,BDL,0.3,OK,28.5,OK,33.82,OK,24.85,30.37,3.536,5.233,187.1,9.33,0.0,805.822,16.04,2024,2,24,18,36
49.59,OK,1.01,OK,0.2,BDL,0.35,OK,37.86,OK,36.09,OK,21.47,46.5,3.42,4.588,202.4,7.37,0.0,805.368,,2024,4,16,0,6
44.19,OK,2.66,OK,0.2,BDL,0.1,OK,10.1,OK,2.0,BDL,17.29,77.81,1.324,2.12,283.8,12.99,0.0,806.941,,2023,7,2,23,22
32.55,OK,1.57,OK,0.2,BDL,0.29,OK,34.32,OK,6.58,OK,25.34,29.36,4.321,6.492,197.6,28.75,0.0,803.056,1109.0,2024,4,10,14,9
1.11,OK,6.59,OK,4.52,OK,0.31,OK,2.0,BDL,2.0,BDL,10.91,95.3,0.0,0.0,0.0,0.0,0.0,805.308,,2023,12,1,6,23
27.5,OK,4.35,OK,0.2,BDL,0.28,OK,35.83,OK,30.66,OK,10.41,55.14,1.27,1.434,98.3,4.442,0.0,807.927,,2024,3,12,6,7
40.58,OK,1.78,OK,0.2,BDL,0.21,OK,25.93,OK,24.1,OK,26.48,19.69,1.748,2.949,308.8,28.69,0.0,804.526,959.0,2024,4,5,14,51
24.56,OK,4.46,OK,2.97,OK,0.25,OK,27.33,OK,17.65,OK,16.91,65.9,1.451,1.874,27.15,20.43,0.0,807.322,723.6,2023,8,16,9,39
18.86,OK,5.25,OK,0.2,BDL,0.48,OK,25.92,OK,20.86,OK,9.83,95.4,0.0,0.0,0.0,0.0,0.0,806.696,,2023,11,18,6,29
83.29,OK,3.37,OK,0.2,BDL,0.22,OK,40.49,OK,23.2,OK,30.98,16.95,1.666,2.253,92.1,15.32,0.0,803.071,1056.0,2023,6,2,13,31
73.51,OK,4.11,OK,0.2,BDL,0.32,OK,33.99,OK,24.67,OK,26.1,36.74,0.249,0.532,47.46,12.27,0.0,804.824,175.5,2023,5,22,13,40
