O3,O3_flag,NO2,NO2_flag,NO,NO_flag,CO,CO_flag,PM10,PM10_flag,PM2.5,PM2.5_flag,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,WDir_SD,Rain_Tot,Press_Avg,Rad_Avg,Year,Month,Day,Hour,Minute
26.47,OK,3.94,OK,0.2,BDL,0.29,OK,7.38,OK,15.29,OK,12.08,67.22,0.0,0.0,0.0,0.0,0.0,808.308,,2024,1,1,22,6
41.72,OK,1.25,OK,0.2,BDL,0.24,OK,2.0,BDL,5.77,OK,20.79,35.26,3.511,3.912,281.8,6.023,0.0,806.397,284.0,2024,1,1,16,0
35.0,OK,1.87,OK,0.2,BDL,0.34,OK,22.61,OK,20.37,OK,13.87,56.9,1.056,1.116,10.68,2.152,0.0,810.128,711.7,2024,1,1,10,40
40.77,OK,1.12,OK,0.2,BDL,0.26,OK,10.81,OK,15.28,OK,21.91,32.59,4.565,5.427,242.7,3.637,0.0,806.35,684.5,2024,1,1,15,34
35.45,OK,1.91,OK,0.2,BDL,0.33,OK,23.47,OK,17.48,OK,13.82,56.93,0.017,0.102,0.0,0.0,0.0,810.066,717.0,2024,1,1,10,43
15.44,OK,3.5,OK,0.85,OK,0.49,OK,9.33,OK,15.43,OK,7.936,77.69,0.0,0.0,0.0,0.0,0.0,809.814,230.5,2024,1,1,8,28
51.09,OK,1.98,OK,0.2,BDL,0.31,OK,12.16,OK,10.56,OK,20.53,36.16,1.567,2.068,283.5,26.69,0.0,807.178,851.0,2024,1,1,14,10
49.62,OK,3.54,OK,0.2,BDL,0.36,OK,25.02,OK,17.28,OK,17.51,43.82,1.985,2.54,353.7,15.95,0.0,808.719,871.0,2024,1,1,12,18
27.04,OK,3.79,OK,0.2,BDL,0.31,OK,27.42,OK,12.07,OK,11.67,69.5,0.737,0.87,238.6,2.155,0.0,808.743,,2024,1,1,23,2
41.14,OK,1.16,OK,0.2,BDL,0.26,OK,10.91,OK,10.43,OK,19.91,38.2,3.081,3.308,248.7,8.99,0.0,806.488,249.8,2024,1,1,16,23
27.47,OK,4.32,OK,0.2,BDL,0.3,OK,15.31,OK,15.46,OK,12.45,72.99,2.838,3.144,307.6,5.386,0.0,808.798,,2024,1,1,23,40
34.24,OK,2.12,OK,0.2,BDL,0.28,OK,31.29,OK,14.45,OK,13.01,63.27,1.0,1.198,214.8,13.55,0.0,807.988,,2024,1,1,21,24
15.68,OK,4.36,OK,0.2,BDL,0.47,OK,29.51,OK,32.33,OK,6.85,90.7,0.0,0.0,0.0,0.0,0.0,808.009,,2024,1,1,2,33
11.38,OK,2.96,OK,0.42,OK,0.41,OK,13.91,OK,13.24,OK,5.205,86.9,0.0,0.0,0.0,0.0,0.0,809.583,65.79,2024,1,1,8,1
44.13,OK,1.78,OK,0.2,BDL,0.3,OK,5.39,OK,5.31,OK,21.81,34.78,0.848,1.485,47.41,13.47,0.0,806.847,690.9,2024,1,1,14,33
17.51,OK,1.96,OK,0.2,BDL,0.33,OK,11.07,OK,2.0,BDL,4.96,92.6,0.0,0.0,0.0,0.0,0.0,808.96,,2024,1,1,6,22
13.31,OK,2.29,OK,0.2,BDL,0.36,OK,18.64,OK,16.31,OK,4.872,90.4,0.019,0.092,275.1,0.163,0.0,809.372,20.98,2024,1,1,7,42
19.15,OK,11.45,OK,0.83,OK,0.37,OK,18.32,OK,12.57,OK,14.06,59.67,0.0,0.0,0.0,0.0,0.0,807.893,,2024,1,1,20,52
45.33,OK,2.85,OK,0.2,BDL,0.35,OK,11.08,OK,15.68,OK,16.6,46.49,0.951,1.475,331.4,44.99,0.0,809.066,852.0,2024,1,1,11,52
49.29,OK,3.61,OK,0.44,OK,0.38,OK,20.36,OK,17.04,OK,17.67,43.53,2.565,3.144,38.37,7.356,0.0,808.95,870.0,2024,1,1,12,12
35.33,OK,2.56,OK,0.2,BDL,0.26,OK,16.28,OK,6.72,OK,16.57,50.58,0.684,0.727,156.3,0.02,0.0,807.2,,2024,1,1,19,19
39.44,OK,1.33,OK,0.2,BDL,0.25,OK,24.84,OK,8.77,OK,18.15,45.61,2.425,3.717,223.3,8.09,0.0,806.56,19.36,2024,1,1,17,56
17.72,OK,3.43,OK,0.2,BDL,0.4,OK,12.38,OK,15.88,OK,5.596,94.2,0.524,0.625,103.7,0.02,0.0,808.129,,2024,1,1,4,27
21.36,OK,3.05,OK,1.23,OK,0.46,OK,20.27,OK,24.46,OK,10.47,71.78,0.08,0.389,196.2,9.17,0.0,810.046,475.7,2024,1,1,9,31
28.61,OK,6.67,OK,0.2,BDL,0.34,OK,21.1,OK,9.73,OK,14.9,56.98,0.0,0.0,0.0,0.0,0.0,807.737,,2024,1,1,20,48
14.62,OK,3.59,OK,0.2,BDL,0.42,OK,26.2,OK,31.4,OK,6.7,89.9,1.015,1.26,116.0,1.649,0.0,808.07,,2024,1,1,2,41
20.21,OK,4.91,OK,0.2,BDL,0.46,OK,19.7,OK,16.14,OK,8.82,84.3,0.396,1.044,201.4,8.79,0.0,808.179,,2024,1,1,0,53
11.91,OK,9.87,OK,0.65,OK,0.5,OK,29.23,OK,30.77,OK,7.898,86.4,0.763,0.932,213.1,5.285,0.0,808.43,,2024,1,1,1,22
35.78,OK,2.73,OK,0.2,BDL,0.28,OK,17.45,OK,14.29,OK,16.44,51.11,1.125,1.229,156.3,0.028,0.0,807.118,,2024,1,1,19,12
23.85,OK,10.1,OK,0.2,BDL,0.37,OK,17.23,OK,12.51,OK,13.7,60.75,0.0,0.0,0.0,0.0,0.0,807.927,,2024,1,1,20,54
41.18,OK,1.52,OK,0.2,BDL,0.26,OK,15.55,OK,13.65,OK,19.62,40.33,4.248,5.14,211.3,9.04,0.0,806.363,174.8,2024,1,1,17,16
24.7,OK,4.97,OK,0.2,BDL,0.34,OK,25.69,OK,15.69,OK,12.1,68.01,0.811,1.167,262.9,24.53,0.0,808.92,,2024,1,1,22,53
40.98,OK,1.18,OK,0.2,BDL,0.26,OK,22.9,OK,13.35,OK,21.6,33.57,4.471,5.734,259.7,7.419,0.0,806.368,690.7,2024,1,1,15,17
41.38,OK,1.21,OK,0.2,BDL,0.26,OK,21.36,OK,11.75,OK,22.15,31.97,2.432,3.82,295.2,19.1,0.0,806.527,761.1,2024,1,1,15,6
21.49,OK,3.24,OK,0.93,OK,0.45,OK,20.0,OK,24.21,OK,10.61,71.59,0.64,0.85,163.0,14.53,0.0,810.155,479.6,2024,1,1,9,32
32.05,OK,6.29,OK,0.2,BDL,0.35,OK,10.66,OK,9.94,OK,14.71,56.88,0.893,1.341,266.7,14.25,0.0,807.689,,2024,1,1,20,29
17.02,OK,1.74,OK,0.2,BDL,0.35,OK,18.03,OK,22.7,OK,5.182,92.3,0.0,0.0,0.0,0.0,0.0,808.686,,2024,1,1,5,35
13.09,OK,2.37,OK,0.2,BDL,0.34,OK,21.05,OK,23.64,OK,5.459,90.2,0.0,0.0,0.0,0.0,0.0,808.432,,2024,1,1,5,26
18.7,OK,6.06,OK,0.2,BDL,0.47,OK,21.63,OK,27.5,OK,8.38,85.2,0.674,1.126,178.7,7.741,0.0,808.26,,2024,1,1,1,13
42.87,OK,1.55,OK,0.2,BDL,0.29,OK,6.14,OK,2.0,BDL,21.75,34.72,1.014,2.314,171.9,30.47,0.0,806.793,841.0,2024,1,1,14,36
31.11,OK,5.45,OK,0.2,BDL,0.31,OK,19.41,OK,12.34,OK,13.48,61.89,0.316,0.358,40.62,0.186,0.0,807.948,,2024,1,1,20,59
11.94,OK,2.85,OK,0.2,BDL,0.41,OK,18.45,OK,15.75,OK,4.959,89.9,0.0,0.0,0.0,0.0,0.0,809.318,20.47,2024,1,1,7,41
