O3,O3_flag,NO2,NO2_flag,NO,NO_flag,CO,CO_flag,PM10,PM10_flag,PM2.5,PM2.5_flag,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,WDir_SD,Rain_Tot,Press_Avg,Rad_Avg,Year,Month,Day,Hour,Minute
18.86,OK,1.62,OK,0.2,BDL,0.34,OK,25.71,OK,16.58,OK,4.89,94.2,0.0,0.0,0.0,0.0,0.0,808.898,,2024,1,1,6,45
19.23,OK,1.85,OK,0.2,BDL,0.31,OK,23.97,OK,12.49,OK,4.914,94.1,0.0,0.0,0.0,0.0,0.0,808.911,,2024,1,1,6,39
13.55,OK,5.5,OK,0.2,BDL,0.69,OK,29.53,OK,30.0,OK,7.842,85.8,1.27,1.475,272.4,3.871,0.0,808.403,,2024,1,1,2,12
34.21,OK,3.4,OK,0.2,BDL,0.29,OK,25.53,OK,12.16,OK,13.65,61.41,0.666,0.86,275.2,11.31,0.0,808.158,,2024,1,1,21,36
18.98,OK,1.56,OK,0.2,BDL,0.33,OK,25.99,OK,17.16,OK,4.804,94.3,0.0,0.0,0.0,0.0,0.0,809.051,,2024,1,1,6,46
39.29,OK,1.06,OK,0.2,BDL,0.25,OK,11.85,OK,17.61,OK,22.29,33.06,3.069,3.686,248.9,20.45,0.0,806.269,712.4,2024,1,1,15,32
17.16,OK,2.94,OK,0.2,BDL,0.32,OK,26.02,OK,28.41,OK,8.94,85.8,0.0,0.0,0.0,0.0,0.0,808.437,,2024,1,1,0,23
21.34,OK,5.58,OK,2.59,OK,0.68,OK,21.27,OK,18.4,OK,9.0,76.03,1.379,2.079,288.3,7.354,0.0,810.128,381.6,2024,1,1,9,7
16.43,OK,3.39,OK,0.2,BDL,0.37,OK,25.39,OK,30.37,OK,5.357,94.1,0.85,0.942,164.9,1.47,0.0,807.971,,2024,1,1,5,0
12.14,OK,3.21,OK,0.2,BDL,0.33,OK,19.33,OK,14.2,OK,6.083,90.0,0.0,0.0,0.0,0.0,0.0,808.078,,2024,1,1,3,47
