O3,O3_flag,NO2,NO2_flag,NO,NO_flag,CO,CO_flag,PM10,PM10_flag,PM2.5,PM2.5_flag,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,WDir_SD,Rain_Tot,Press_Avg,Rad_Avg,Year,Month,Day,Hour,Minute
49.03,OK,1.48,OK,0.2,BDL,0.23,OK,33.63,OK,18.4,OK,30.1,19.58,1.748,2.468,167.2,34.42,0.0,802.098,361.5,2024,4,16,17,28
15.64,OK,7.96,OK,4.17,OK,0.52,OK,24.48,OK,24.44,OK,15.72,81.3,2.108,2.519,117.0,7.76,0.0,808.934,205.5,2023,11,13,10,55
33.33,OK,4.41,OK,0.2,BDL,0.38,OK,18.3,OK,19.71,OK,15.79,51.46,1.236,1.362,176.3,7.157,0.0,806.76,,2023,5,17,1,48
57.99,OK,1.52,OK,0.2,BDL,0.2,OK,33.63,OK,17.81,OK,25.83,35.91,3.098,4.342,193.0,12.19,0.0,803.927,438.5,2023,10,1,15,9
52.64,OK,0.64,OK,0.2,BDL,0.36,OK,29.21,OK,18.17,OK,22.29,25.71,4.25,6.195,220.2,10.44,0.0,804.288,,2024,4,27,21,43
21.72,OK,7.85,OK,0.2,BDL,0.41,OK,24.62,OK,20.9,OK,17.36,81.2,0.736,0.799,100.6,0.813,0.0,807.103,,2023,10,14,20,40
40.03,OK,3.52,OK,0.2,BDL,0.13,OK,15.71,OK,17.63,OK,19.72,73.79,2.69,3.615,289.3,13.66,0.0,806.458,,2023,7,4,21,10
47.48,OK,1.45,OK,0.2,BDL,0.2,OK,18.01,OK,15.13,OK,23.7,18.44,1.63,2.253,233.2,9.91,0.0,804.261,1072.0,2024,3,5,12,22
20.71,OK,0.88,OK,0.2,BDL,0.18,OK,5.31,OK,15.99,OR,19.26,71.05,1.029,1.843,340.0,31.1,0.0,802.901,547.4,2023,10,10,12,38
23.76,OK,1.0,OK,0.2,BDL,0.24,OK,2.0,BDL,15.99,OR,15.6,94.5,1.043,1.137,199.8,5.784,0.0,806.485,,2023,9,6,1,11
21.76,OK,15.63,OK,5.76,OK,0.72,OK,63.92,OK,15.61,OK,13.41,49.31,0.853,1.352,344.0,23.44,0.0,808.342,291.3,2024,2,13,9,5
21.32,OK,9.6,OK,0.2,BDL,0.43,OK,25.61,OK,23.37,OK,9.99,75.44,0.522,0.604,201.4,0.014,0.0,806.825,,2023,12,19,0,3
46.13,OK,7.56,OK,1.93,OK,0.23,OK,35.81,OK,12.76,OK,20.73,65.0,1.068,1.229,312.2,5.388,0.0,806.687,833.0,2023,7,3,10,7
39.15,OK,2.2,OK,0.2,BDL,0.28,OK,36.15,OK,34.39,OK,17.29,67.32,1.529,1.679,222.5,21.44,0.0,803.933,,2023,6,1,5,0
63.79,OK,3.07,OK,0.2,BDL,0.3,OK,27.0,OK,28.78,OK,25.11,39.03,1.57,2.417,187.4,22.94,0.0,806.223,785.5,2023,5,21,12,19
52.78,OK,1.18,OK,0.2,BDL,0.31,OK,71.85,OK,41.17,OK,25.72,27.22,3.383,4.372,265.4,8.62,0.0,803.661,15.67,2024,4,19,18,54
4.91,OK,4.37,OK,0.2,BDL,0.38,OK,7.67,OK,14.28,OK,15.94,92.7,0.0,0.0,0.0,0.0,0.0,809.75,,2023,8,7,2,18
4.19,OK,1.21,OK,0.2,BDL,0.2,OK,4.36,OK,2.0,BDL,13.66,95.5,0.0,0.0,0.0,0.0,0.0,802.948,,2023,10,13,2,50
33.48,OK,5.76,OK,0.2,BDL,0.26,OK,12.01,OK,2.0,BDL,21.93,57.08,3.318,4.25,72.88,8.47,0.0,803.799,,2023,8,23,20,14
15.47,OK,3.77,OK,0.2,BDL,0.25,OK,19.76,OK,15.7,OK,14.84,70.01,0.655,0.717,66.0,0.02,0.0,805.302,,2024,1,8,20,10
54.73,OK,1.02,OK,0.2,BDL,0.2,OK,18.06,OK,60.79,OK,21.95,58.15,2.394,2.703,263.6,3.37,0.0,804.454,56.79,2023,9,3,18,4
37.58,OK,2.64,OK,0.2,BDL,0.25,OK,34.3,OK,32.99,OK,21.11,23.44,3.403,4.301,192.8,11.04,0.0,805.036,769.4,2024,4,4,9,40
23.79,OK,0.75,OK,0.2,BDL,0.28,OK,9.6,OK,2.0,BDL,18.38,79.9,3.14,4.024,284.8,9.27,0.0,805.746,,2023,10,20,19,59
