O3,O3_flag,NO2,NO2_flag,NO,NO_flag,CO,CO_flag,PM10,PM10_flag,PM2.5,PM2.5_flag,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,WDir_SD,Rain_Tot,Press_Avg,Rad_Avg,Year,Month,Day,Hour,Minute
41.98,OK,1.14,OK,0.2,BDL,0.26,OK,4.89,OK,6.14,OK,20.66,35.7,2.142,3.082,248.0,22.12,0.0,806.346,198.0,2024,1,1,16,2
40.57,OK,1.33,OK,0.2,BDL,0.25,OK,22.28,OK,21.38,OK,19.44,41.06,2.852,3.502,216.8,16.52,0.0,806.206,210.3,2024,1,1,17,2
24.14,OK,6.16,OK,0.2,BDL,0.32,OK,20.16,OK,11.59,OK,14.68,57.9,0.0,0.0,0.0,0.0,0.0,807.764,,2024,1,1,20,50
27.13,OK,2.72,OK,0.98,OK,0.4,OK,15.46,OK,42.63,OK,12.39,64.9,0.427,1.208,11.44,14.06,0.0,810.032,575.3,2024,1,1,9,58
36.22,OK,2.47,OK,0.2,BDL,0.27,OK,8.65,OK,18.3,OK,16.98,49.79,0.857,1.126,158.5,0.02,0.0,807.036,,2024,1,1,18,49
18.2,OK,2.0,OK,0.2,BDL,0.31,OK,2.0,BDL,6.88,OK,5.045,92.6,0.0,0.0,0.0,0.0,0.0,808.82,,2024,1,1,6,8
40.58,OK,1.27,OK,0.2,BDL,0.27,OK,22.63,OK,22.32,OK,19.62,40.48,2.237,3.236,200.0,16.0,0.0,806.193,216.9,2024,1,1,16,54
15.69,OK,2.89,OK,0.2,BDL,0.44,OK,16.03,OK,13.38,OK,5.141,91.7,0.435,0.532,97.2,4.249,0.0,809.236,18.07,2024,1,1,7,36
12.93,OK,3.36,OK,0.2,BDL,0.38,OK,19.29,OK,20.3,OK,6.208,89.5,0.0,0.0,0.0,0.0,0.0,808.002,,2024,1,1,3,26
34.35,OK,2.06,OK,0.2,BDL,0.3,OK,27.8,OK,12.14,OK,13.68,60.64,1.133,1.249,244.4,0.02,0.0,808.016,,2024,1,1,21,11
41.81,OK,1.33,OK,0.2,BDL,0.26,OK,22.0,OK,2.0,BDL,20.48,37.53,4.861,5.755,218.3,10.31,0.0,805.737,782.9,2024,1,2,14,48
19.25,OK,2.2,OK,0.2,BDL,0.3,OK,19.37,OK,19.01,OK,8.31,90.2,0.722,0.788,188.7,8.66,0.0,807.016,,2024,1,2,4,54
29.45,OK,1.74,OK,0.2,BDL,0.26,OK,12.84,OK,10.45,OK,10.94,74.53,0.471,0.532,301.4,0.0,0.0,808.294,,2024,1,2,1,13
13.58,OK,7.73,OK,1.15,OK,0.39,OK,9.65,OK,9.86,OK,7.308,90.6,0.002,0.01,216.4,0.008,0.0,808.546,94.3,2024,1,2,7,54
21.03,OK,2.04,OK,0.2,BDL,0.25,OK,10.85,OK,12.07,OK,10.8,75.03,0.009,0.051,304.5,0.0,0.0,808.288,,2024,1,2,1,30
33.45,OK,1.88,OK,0.2,BDL,0.3,OK,10.14,OK,8.98,OK,16.3,56.27,0.841,1.188,172.1,36.84,0.0,808.702,574.9,2024,1,2,10,10
39.79,OK,1.97,OK,0.2,BDL,0.27,OK,10.2,OK,7.55,OK,20.75,39.22,0.956,1.229,135.3,42.25,0.0,805.384,624.3,2024,1,2,15,15
16.68,OK,7.61,OK,2.89,OK,0.46,OK,15.0,OK,2.0,BDL,10.44,76.26,0.0,0.0,0.0,0.0,0.0,808.949,184.6,2024,1,2,8,36
38.63,OK,1.07,OK,0.2,BDL,0.25,OK,15.94,OK,13.28,OK,18.15,46.14,4.531,5.243,176.9,11.13,0.0,805.492,42.31,2024,1,2,17,37
37.38,OK,1.18,OK,0.2,BDL,0.25,OK,20.23,OK,9.55,OK,17.53,47.33,3.089,4.137,180.7,16.16,0.0,805.696,24.61,2024,1,2,18,6
22.39,OK,3.02,OK,0.2,BDL,0.34,OK,11.71,OK,17.93,OK,12.11,66.25,0.0,0.0,0.0,0.0,0.0,806.58,,2024,1,3,0,34
15.59,OK,5.36,OK,0.2,BDL,0.4,OK,17.92,OK,21.05,OK,8.87,79.91,0.015,0.092,95.2,0.006,0.0,806.2,,2024,1,3,5,15
23.86,OK,1.8,OK,0.2,BDL,0.33,OK,13.95,OK,14.49,OK,11.56,69.1,2.068,2.714,242.9,10.41,0.0,806.744,,2024,1,3,1,33
32.28,OK,1.27,OK,0.2,BDL,0.25,OK,22.01,OK,8.0,OK,20.21,41.47,3.391,4.71,160.8,28.7,0.0,804.472,258.9,2024,1,3,17,6
29.28,OK,0.84,OK,0.2,BDL,0.23,OK,21.51,OK,11.62,OK,17.04,51.98,5.001,7.485,157.8,23.28,0.0,805.873,,2024,1,3,18,55
8.29,OK,11.11,OK,1.73,OK,0.41,OK,22.97,OK,15.79,OK,8.27,80.2,1.27,1.628,284.9,3.621,0.0,806.758,31.02,2024,1,3,7,45
36.01,OK,0.58,OK,0.2,BDL,0.24,OK,2.0,BDL,5.67,OK,19.0,31.76,2.166,2.98,256.5,59.5,0.0,806.973,830.0,2024,1,3,11,28
27.43,OK,1.46,OK,0.2,BDL,0.24,OK,22.18,OR,4.08,OK,15.38,56.78,1.031,1.26,174.4,17.24,0.0,806.73,,2024,1,3,20,20
31.92,OK,0.92,OK,0.2,BDL,0.26,OK,11.73,OK,11.36,OK,20.86,38.34,4.934,6.584,166.7,5.491,0.0,804.275,701.7,2024,1,3,15,0
34.13,OK,1.08,OK,0.2,BDL,0.26,OK,9.25,OK,9.97,OK,19.1,34.48,2.297,2.744,219.1,5.856,0.0,807.24,805.0,2024,1,3,11,15
20.81,OK,1.58,OK,0.2,BDL,0.27,OK,2.0,BDL,5.13,OK,9.37,74.68,1.222,1.761,184.0,16.93,0.0,806.873,,2024,1,4,1,35
23.5,OK,1.65,OK,0.2,BDL,0.24,OK,9.38,OK,6.4,OK,11.02,68.19,2.115,2.437,183.1,3.857,0.0,806.989,,2024,1,4,1,20
25.08,OK,0.2,BDL,0.2,BDL,0.27,OK,2.0,BDL,7.66,OK,17.82,49.72,2.029,2.56,182.5,23.29,0.0,806.524,877.0,2024,1,4,11,51
27.76,OK,1.07,OK,0.2,BDL,0.27,OK,16.31,OK,2.0,BDL,19.56,45.99,3.251,4.884,148.5,21.17,0.0,804.105,722.4,2024,1,4,15,28
25.89,OK,1.6,OK,0.2,BDL,0.25,OK,13.94,OK,2.0,BDL,13.35,65.48,2.157,2.57,215.2,12.16,0.0,805.812,,2024,1,4,22,3
27.01,OK,0.71,OK,0.2,BDL,0.25,OK,21.43,OK,6.41,OK,19.11,47.87,4.82,7.363,141.2,14.84,0.0,804.146,743.9,2024,1,4,14,49
27.94,OK,0.74,OK,0.2,BDL,0.26,OK,12.24,OK,10.86,OK,18.96,46.4,6.77,9.34,108.7,15.84,0.0,804.337,837.0,2024,1,4,14,15
24.46,OK,1.52,OK,0.2,BDL,0.25,OK,8.33,OK,12.63,OK,16.28,57.18,3.642,4.454,130.5,15.67,0.0,804.703,1.152,2024,1,4,18,30
25.04,OK,1.89,OK,0.2,BDL,0.27,OK,16.7,OK,6.74,OK,13.48,65.24,1.145,1.608,212.6,9.0,0.0,805.744,,2024,1,4,21,56
27.07,OK,0.94,OK,0.2,BDL,0.25,OK,18.74,OK,7.31,OK,18.39,49.77,5.528,8.85,128.2,19.12,0.0,804.01,283.4,2024,1,4,17,13
11.97,OK,4.14,OK,0.2,BDL,0.29,OK,4.24,OK,11.51,OK,7.445,85.6,0.084,0.328,341.5,0.0,0.0,805.193,,2024,1,5,1,15
12.11,OK,3.99,OK,0.2,BDL,0.31,OK,6.13,OK,9.22,OK,7.501,85.6,0.0,0.0,0.0,0.0,0.0,805.315,,2024,1,5,1,22
10.5,OK,5.42,OK,0.2,BDL,0.28,OK,22.18,OR,2.0,BDL,7.417,88.9,1.937,2.161,339.4,1.324,0.0,803.953,,2024,1,5,6,13
24.24,OK,0.49,OK,0.2,BDL,0.24,OK,9.82,OK,13.02,OK,15.05,60.47,3.325,5.54,103.8,12.32,0.0,804.268,,2024,1,5,19,2
23.02,OK,0.89,OK,0.2,BDL,0.26,OK,2.0,BDL,2.0,BDL,9.93,78.92,2.028,2.499,204.1,13.07,0.0,804.465,,2024,1,5,3,55
5.78,OK,13.72,OK,5.14,OK,0.43,OK,5.11,OK,4.97,OK,9.42,81.3,2.524,3.205,5.327,10.51,0.0,804.387,20.33,2024,1,5,7,43
28.48,OK,0.42,OK,0.2,BDL,0.27,OK,9.08,OK,8.09,OK,18.48,45.5,6.886,8.39,167.5,8.51,0.0,803.533,914.0,2024,1,5,13,10
21.58,OK,1.11,OK,0.2,BDL,0.28,OK,9.64,OK,17.8,OK,8.67,78.67,0.864,1.055,150.9,9.52,0.0,804.805,,2024,1,5,2,21
28.04,OK,0.93,OK,0.2,BDL,0.27,OK,9.84,OK,9.62,OK,18.31,47.29,7.228,8.56,148.2,7.147,0.0,803.105,150.5,2024,1,5,16,18
29.74,OK,0.65,OK,0.2,BDL,0.26,OK,18.27,OK,15.08,OK,18.85,42.67,6.482,7.557,173.6,15.44,0.0,803.303,880.0,2024,1,5,13,26
27.71,OK,0.67,OK,0.2,BDL,0.27,OK,2.0,BDL,2.0,BDL,20.37,43.48,3.743,6.339,152.9,23.28,0.0,802.221,492.8,2024,1,6,15,27
13.74,OK,2.38,OK,0.2,BDL,0.34,OK,6.29,OK,5.05,OK,6.763,87.9,1.034,1.157,183.0,7.214,0.0,804.664,7.146,2024,1,6,7,26
23.82,OK,0.73,OK,0.2,BDL,0.27,OK,17.77,OK,6.32,OK,16.37,59.12,5.356,6.451,186.0,11.26,0.0,803.479,,2024,1,6,18,41
20.85,OK,2.11,OK,0.2,BDL,0.28,OK,6.83,OK,7.78,OK,10.12,75.78,3.285,4.27,216.4,13.87,0.0,804.737,,2024,1,6,1,7
25.28,OK,0.91,OK,0.2,BDL,0.33,OK,2.0,BDL,5.31,OK,10.78,71.77,3.147,3.656,179.0,4.658,0.0,804.139,,2024,1,6,3,28
28.59,OK,0.72,OK,0.2,BDL,0.28,OK,18.96,OK,2.0,BDL,20.73,40.53,7.117,7.834,181.1,7.503,0.0,802.395,787.5,2024,1,6,14,34
26.21,OK,0.6,OK,0.2,BDL,0.3,OK,10.21,OK,15.99,OR,19.57,45.02,2.555,5.53,210.9,15.17,0.0,803.703,895.0,2024,1,6,13,1
25.64,OK,1.06,OK,0.2,BDL,0.3,OK,9.79,OK,2.0,BDL,19.73,44.21,2.248,3.052,231.7,19.7,0.0,803.398,893.0,2024,1,6,13,12
25.56,OK,0.73,OK,0.2,BDL,0.27,OK,10.2,OK,2.0,BDL,18.75,49.57,6.185,7.322,201.8,11.93,0.0,802.724,133.3,2024,1,6,17,3
26.3,OK,0.8,OK,0.2,BDL,0.28,OK,21.28,OK,8.97,OK,19.85,46.23,2.429,3.011,142.1,30.94,0.0,802.479,541.6,2024,1,6,16,15
22.67,OK,1.01,OK,0.2,BDL,0.26,OK,5.4,OK,2.0,BDL,15.48,58.1,0.239,0.819,269.6,6.622,0.0,804.907,,2024,1,7,20,28
7.78,OK,14.14,OK,1.38,OK,0.5,OK,7.23,OK,5.91,OK,15.14,63.34,1.985,2.796,84.6,16.96,0.0,803.676,0.046,2024,1,7,19,8
19.73,OK,3.53,OK,0.2,BDL,0.32,OK,22.18,OR,2.0,BDL,14.52,66.49,1.314,1.556,280.6,15.05,0.0,805.043,0.277,2024,1,7,20,50
16.75,OK,4.45,OK,0.2,BDL,0.33,OK,14.92,OK,2.0,BDL,15.11,67.47,0.0,0.0,0.0,0.0,0.0,804.547,0.83,2024,1,7,18,23
10.78,OK,1.87,OK,0.2,BDL,0.31,OK,13.3,OK,2.0,BDL,11.0,82.3,0.0,0.0,0.0,0.0,0.0,804.594,,2024,1,7,5,18
12.99,OK,1.8,OK,0.2,BDL,0.32,OK,2.0,BDL,2.0,BDL,10.92,83.1,1.451,1.884,198.7,6.548,0.0,805.213,,2024,1,7,6,27
26.94,OK,0.62,OK,0.2,BDL,0.27,OK,8.28,OK,2.0,BDL,18.67,43.9,2.214,3.318,206.1,14.78,0.0,804.853,337.4,2024,1,7,12,54
23.73,OK,0.62,OK,0.2,BDL,0.27,OK,11.79,OK,4.43,OK,18.59,52.81,1.937,2.365,189.0,8.7,0.0,804.581,230.7,2024,1,7,13,58
13.5,OK,1.63,OK,0.2,BDL,0.31,OK,9.19,OK,6.33,OK,10.56,84.9,0.0,0.0,0.0,0.0,0.0,804.574,,2024,1,7,5,34
11.22,OK,3.53,OK,0.2,BDL,0.36,OK,2.0,BDL,2.0,BDL,10.72,83.3,0.0,0.0,0.0,0.0,0.0,805.404,12.45,2024,1,7,8,3
20.46,OK,2.11,OK,0.73,OK,0.15,OK,14.63,OK,2.0,BDL,20.42,42.97,4.06,5.11,196.1,12.44,0.0,803.18,212.7,2024,1,8,15,13
21.24,OK,2.0,OK,0.41,OK,0.15,OK,14.59,OK,2.0,BDL,20.25,44.03,3.898,4.475,203.5,11.44,0.0,803.112,565.2,2024,1,8,15,34
27.43,OK,1.7,OK,0.2,BDL,0.13,OK,14.34,OK,2.0,BDL,18.81,48.1,5.96,6.861,200.1,11.73,0.0,803.799,156.6,2024,1,8,17,35
18.18,OK,4.3,OK,0.2,BDL,0.25,OK,22.1,OK,17.52,OK,14.94,68.13,0.039,0.225,144.3,11.58,0.0,805.295,,2024,1,8,20,15
8.66,OK,11.61,OK,2.59,OK,0.38,OK,19.46,OK,8.32,OK,15.42,67.22,0.249,0.532,275.8,0.0,0.0,805.329,,2024,1,8,19,56
20.53,OK,0.73,OK,0.2,BDL,0.31,OK,11.57,OK,7.28,OK,18.94,55.51,5.163,6.205,236.1,8.27,0.0,804.409,279.1,2024,1,8,12,46
20.01,OK,0.2,BDL,0.2,BDL,0.02,BDL,16.41,OK,2.0,BDL,19.08,54.6,2.347,3.277,257.5,21.91,0.0,803.932,303.7,2024,1,8,13,6
20.78,OK,1.15,OK,0.2,BDL,0.18,OK,9.55,OK,5.0,OK,19.94,51.49,4.144,4.721,193.3,10.26,0.0,803.37,912.0,2024,1,8,13,58
15.13,OK,4.12,OK,0.2,BDL,0.25,OK,24.07,OK,17.59,OK,15.06,69.13,0.343,0.502,123.9,0.382,0.0,805.268,,2024,1,8,20,18
15.35,OK,5.81,OK,0.2,BDL,0.26,OK,24.2,OK,6.58,OK,14.05,71.68,0.06,0.246,78.26,9.97,0.0,805.805,,2024,1,8,20,58
11.86,OK,6.17,OK,1.51,OK,0.24,OK,7.06,OK,15.14,OK,9.08,87.4,1.787,2.519,198.4,14.59,0.0,805.179,16.41,2024,1,9,7,33
36.73,OK,1.52,OK,0.2,BDL,0.08,OK,2.0,BDL,6.54,OK,19.14,31.51,3.019,4.721,223.4,27.88,0.0,804.371,389.8,2024,1,9,12,58
13.92,OK,3.2,OK,0.2,BDL,0.3,OK,13.17,OK,5.56,OK,11.66,81.8,1.022,1.229,184.5,9.93,0.0,805.404,,2024,1,9,1,56
24.81,OK,1.8,OK,0.48,OK,0.07,OK,22.45,OK,14.96,OK,18.98,50.14,4.159,5.345,135.2,8.91,0.0,802.642,234.2,2024,1,9,17,16
23.17,OK,3.15,OK,1.08,OK,0.06,OK,13.9,OK,17.42,OK,18.76,50.84,2.461,3.011,147.8,26.38,0.0,802.676,145.6,2024,1,9,17,25
22.6,OK,2.94,OK,0.73,OK,0.17,OK,13.16,OK,2.0,BDL,15.74,64.55,1.69,2.15,336.8,10.17,0.0,806.134,378.7,2024,1,9,10,49
26.03,OK,1.7,OK,0.2,BDL,0.08,OK,10.28,OK,8.16,OK,15.86,60.12,0.0,0.0,0.0,0.0,0.0,803.724,,2024,1,9,19,32
10.33,OK,9.17,OK,9.23,OK,0.41,OK,22.19,OK,7.03,OK,12.31,74.89,0.0,0.0,0.0,0.0,0.0,806.439,335.5,2024,1,9,9,17
14.06,OK,7.13,OK,0.2,BDL,0.29,OK,42.72,OK,24.52,OK,11.87,76.48,0.459,0.809,159.8,0.018,0.0,804.438,,2024,1,9,21,16
14.53,OK,2.62,OK,0.2,BDL,0.33,OK,11.35,OK,8.98,OK,11.76,80.9,0.469,0.942,163.8,7.192,0.0,805.288,,2024,1,9,2,5
11.02,OK,5.62,OK,1.26,OK,0.34,OK,14.97,OK,4.08,OK,8.42,93.5,0.0,0.0,0.0,0.0,0.0,805.621,77.55,2024,1,10,7,55
27.96,OK,0.91,OK,0.2,BDL,0.09,OK,9.48,OK,2.0,BDL,17.83,43.87,4.828,5.878,148.4,18.82,0.0,806.104,796.0,2024,1,10,11,47
29.01,OK,1.11,OK,0.2,BDL,0.1,OK,6.6,OK,2.0,BDL,20.04,41.89,1.756,2.232,156.7,42.82,0.0,803.248,490.7,2024,1,10,15,30
24.82,OK,1.3,OK,0.2,BDL,0.08,OK,16.14,OK,14.15,OK,16.31,58.53,2.929,3.901,149.9,12.81,0.0,804.37,,2024,1,10,19,18
28.07,OK,0.95,OK,0.2,BDL,0.1,OK,13.04,OK,2.0,BDL,17.94,42.28,3.383,4.168,182.0,9.66,0.0,806.139,851.0,2024,1,10,11,17
10.71,OK,5.44,OK,0.87,OK,0.36,OK,17.27,OK,5.93,OK,8.34,91.9,0.0,0.0,0.0,0.0,0.0,805.586,70.91,2024,1,10,7,52
21.61,OK,2.42,OK,0.2,BDL,0.12,OK,9.76,OK,2.0,BDL,10.17,83.1,2.724,4.045,213.5,3.923,0.0,804.22,,2024,1,10,4,21
29.49,OK,0.69,OK,0.2,BDL,0.08,OK,10.94,OK,2.0,BDL,17.41,43.5,3.878,4.424,158.5,9.68,0.0,806.072,818.0,2024,1,10,11,43
11.4,OK,2.82,OK,0.2,BDL,0.15,OK,12.34,OK,2.0,BDL,8.29,92.7,1.509,1.669,339.7,1.126,0.0,804.785,,2024,1,10,1,15
20.14,OK,2.53,OK,0.2,BDL,0.24,OK,12.85,OK,2.0,BDL,9.68,86.7,3.156,3.584,221.7,14.83,0.0,804.631,,2024,1,10,5,45
