O3,O3_flag,NO2,NO2_flag,NO,NO_flag,CO,CO_flag,PM10,PM10_flag,PM2.5,PM2.5_flag,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,WDir_SD,Rain_Tot,Press_Avg,Rad_Avg,Year,Month,Day,Hour,Minute
27.51,OK,6.03,OK,0.2,BDL,0.31,OK,16.81,OK,26.83,OK,18.63,80.4,0.119,0.307,90.7,0.444,0.0,805.351,0.83,2023,10,14,18,29
9.41,OK,4.22,OK,0.2,BDL,0.45,OK,11.82,OK,20.64,OK,8.39,92.6,0.0,0.0,0.0,0.0,0.0,805.247,,2024,2,2,6,3
12.65,OK,17.56,OK,0.2,BDL,0.62,OK,19.08,OK,10.85,OK,18.94,78.2,1.969,2.601,138.8,18.66,0.0,808.716,,2023,7,25,20,7
15.38,OK,5.0,OK,0.2,BDL,0.38,OK,15.82,OK,18.77,OK,13.54,95.6,0.0,0.0,0.0,0.0,0.0,805.969,,2023,11,8,5,17
33.95,OK,2.54,OK,0.2,BDL,0.58,OK,49.83,OK,34.14,OK,12.5,52.9,0.0,0.0,0.0,0.0,0.0,804.084,,2024,4,27,6,9
24.03,OK,4.21,OK,0.2,BDL,0.46,OK,28.72,OK,32.81,OK,12.33,42.39,0.0,0.0,0.0,0.0,0.0,803.724,,2024,4,9,5,17
75.41,OK,3.41,OK,0.2,BDL,0.31,OK,50.9,OK,13.66,OK,29.62,22.73,2.553,4.209,173.3,12.96,0.0,805.096,1055.0,2023,6,12,12,40
34.78,OK,1.72,OK,0.2,BDL,0.06,OK,2.0,BDL,5.62,OK,19.14,69.25,0.725,1.106,252.7,8.49,0.0,806.242,,2023,7,7,23,31
13.99,OK,3.29,OK,0.2,BDL,0.31,OK,7.45,OK,6.25,OK,7.62,91.4,0.0,0.0,0.0,0.0,0.0,807.621,,2024,1,2,5,49
0.16,BDL,7.76,OK,2.43,OK,0.42,OK,15.44,OK,13.27,OK,13.75,95.4,0.0,0.0,0.0,0.0,0.0,805.921,,2023,11,12,5,53
48.96,OK,3.5,OK,0.2,BDL,0.11,OK,40.63,OK,37.49,OK,24.29,54.65,3.651,4.444,157.4,23.29,0.0,802.998,424.8,2023,7,6,16,59
12.89,OK,6.36,OK,0.2,BDL,0.3,OK,8.03,OK,14.68,OK,8.84,79.62,0.0,0.0,0.0,0.0,0.0,806.138,,2024,1,3,4,46
17.0,OK,4.03,OK,0.2,BDL,0.37,OK,7.16,OK,7.46,OK,16.02,98.1,0.0,0.0,0.0,0.0,0.0,804.785,,2023,10,6,5,49
31.86,OK,5.66,OK,0.93,OK,0.33,OK,23.56,OK,12.38,OK,18.05,61.68,3.671,4.147,74.32,11.13,0.0,805.587,234.4,2023,12,4,15,19
24.2,OK,7.03,OK,0.2,BDL,0.08,OK,8.99,OK,2.0,BDL,15.97,85.0,0.814,1.147,124.2,6.495,0.0,806.829,,2023,7,13,4,48
45.04,OK,2.76,OK,0.2,BDL,0.22,OK,24.54,OK,13.81,OK,18.85,27.78,2.62,3.502,160.5,9.41,0.0,805.652,,2024,4,4,21,23
11.67,OK,10.86,OK,0.2,BDL,0.47,OK,17.67,OK,16.39,OK,17.27,91.5,0.079,0.287,263.8,4.63,0.0,806.368,,2023,8,19,20,17
55.19,OK,1.98,OK,0.2,BDL,0.31,OK,37.81,OK,23.16,OK,23.6,27.85,0.171,0.512,180.8,15.26,0.0,805.375,,2024,4,20,20,58
