O3,O3_flag,NO2,NO2_flag,NO,NO_flag,CO,CO_flag,PM10,PM10_flag,PM2.5,PM2.5_flag,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,WDir_SD,Rain_Tot,Press_Avg,Rad_Avg,Year,Month,Day,Hour,Minute
17.3,OK,1.86,OK,0.2,BDL,0.32,OK,18.46,OK,12.82,OK,15.59,93.9,1.512,1.577,201.4,3.142,0.0,805.696,,2023,9,20,2,57
24.81,OK,1.71,OK,0.2,BDL,0.3,OK,41.76,OK,33.8,OK,13.21,62.19,0.0,0.0,0.0,0.0,0.0,803.83,,2024,3,14,2,37
28.29,OK,0.91,OK,0.2,BDL,0.25,OK,9.94,OK,9.42,OK,18.66,45.9,3.879,7.188,136.8,31.03,0.0,802.996,432.4,2024,1,5,16,27
51.13,OK,2.71,OK,0.2,BDL,0.02,BDL,22.53,OK,12.18,OK,20.72,67.38,0.181,0.389,311.5,0.077,0.0,806.757,,2023,7,20,21,31
30.51,OK,7.94,OK,0.93,OK,0.43,OK,10.0,OK,20.18,OK,17.69,86.7,1.353,1.546,108.2,18.12,0.0,803.819,222.0,2023,10,25,17,8
58.53,OK,1.3,OK,0.2,BDL,0.35,OK,61.96,OK,46.52,OK,29.94,22.19,5.393,8.09,309.7,21.67,0.0,803.202,747.5,2024,4,19,15,37
51.71,OK,2.14,OK,0.2,BDL,0.21,OK,25.75,OK,23.59,OK,23.46,50.0,4.272,5.059,120.6,8.99,0.0,803.907,417.7,2023,8,27,13,19
46.28,OK,1.16,OK,0.2,BDL,0.25,OK,43.27,OK,29.05,OK,28.98,28.78,5.069,5.929,155.5,14.4,0.0,802.791,127.9,2023,6,12,18,39
23.65,OK,8.78,OK,1.06,OK,0.33,OK,22.18,OR,4.9,OK,10.06,90.7,2.179,2.488,292.2,9.63,0.0,807.866,76.15,2023,12,26,10,18
43.05,OK,1.47,OK,0.2,BDL,0.05,OK,9.86,OK,6.4,OK,23.4,54.64,1.823,2.15,168.8,11.95,0.0,806.279,1251.0,2023,7,10,13,28
52.73,OK,1.01,OK,0.2,BDL,0.26,OK,54.32,OK,30.13,OK,28.57,36.23,3.367,3.963,162.1,19.32,0.0,802.859,73.34,2023,6,20,18,32
25.72,OK,0.71,OK,0.2,BDL,0.28,OK,2.0,BDL,2.0,BDL,18.95,45.2,4.589,5.98,173.6,19.12,0.0,805.346,444.6,2024,1,7,12,22
49.99,OK,1.78,OK,0.2,BDL,0.32,OK,35.51,OK,30.02,OK,14.76,87.1,3.842,4.188,170.9,7.723,0.3,805.995,,2023,6,6,23,15
33.3,OK,2.79,OK,0.2,BDL,0.13,OK,8.96,OK,5.63,OK,14.88,86.8,0.145,0.307,114.8,0.024,0.0,808.818,,2023,7,19,3,5
52.15,OK,1.13,OK,0.2,BDL,0.26,OK,31.09,OK,27.97,OK,28.9,32.91,4.023,5.212,284.4,6.306,0.0,803.097,103.7,2023,6,10,16,44
32.53,OK,2.18,OK,0.2,BDL,0.08,OK,9.0,OK,2.0,BDL,17.59,41.92,2.924,3.277,149.3,17.12,0.0,805.064,,2024,1,13,19,48
71.63,OK,4.5,OK,0.2,BDL,0.32,OK,17.61,OK,13.03,OK,25.09,31.21,0.251,1.116,174.6,0.0,0.0,804.941,889.0,2023,11,19,13,14
35.12,OK,1.91,OK,0.2,BDL,0.5,OK,2.0,BDL,2.0,BDL,15.15,60.44,1.855,2.632,192.7,17.34,0.0,803.243,460.4,2024,2,17,12,9
30.63,OK,3.54,OK,0.2,BDL,0.26,OK,12.73,OK,2.0,BDL,15.5,82.9,3.162,3.584,88.8,3.616,0.0,805.383,,2023,10,8,23,45
32.93,OK,1.56,OK,0.2,BDL,0.3,OK,18.9,OK,8.82,OK,23.06,36.05,4.086,4.803,354.9,12.29,0.0,804.023,813.0,2024,1,23,14,59
23.01,OK,4.84,OK,0.2,BDL,0.27,OK,14.75,OK,22.69,OK,13.55,88.4,0.802,0.85,297.1,2.32,0.0,805.988,,2023,11,7,5,11
23.03,OK,10.36,OK,0.2,BDL,0.37,OK,46.83,OK,28.31,OK,20.07,50.6,0.492,0.809,129.3,10.06,0.0,805.302,,2023,6,10,0,49
6.89,OK,8.81,OK,1.17,OK,0.3,OK,11.41,OK,2.0,BDL,15.88,87.7,0.0,0.0,0.0,0.0,0.0,806.9,44.62,2023,7,1,6,41
38.84,OK,3.52,OK,0.2,BDL,0.27,OK,7.07,OK,4.58,OK,16.83,76.13,1.055,1.106,136.0,2.117,0.0,806.54,,2023,8,13,2,39
46.71,OK,1.95,OK,0.2,BDL,0.28,OK,32.36,OK,22.75,OK,19.13,74.32,2.685,3.42,266.3,12.16,0.0,803.755,,2023,11,21,18,53
54.66,OK,0.96,OK,0.2,BDL,0.31,OK,22.75,OK,16.3,OK,18.67,35.99,2.167,2.826,199.7,19.53,0.0,804.896,,2023,5,1,1,17
34.13,OK,1.57,OK,0.2,BDL,0.25,OK,14.53,OK,10.27,OK,15.06,63.15,1.451,2.243,135.4,70.84,0.0,803.99,,2023,12,28,18,39
14.76,OK,3.24,OK,0.2,BDL,0.11,OK,9.36,OK,15.28,OK,16.13,88.7,0.0,0.0,0.0,0.0,0.0,806.081,,2023,7,4,4,26
44.97,OK,1.63,OK,0.2,BDL,0.31,OK,35.42,OK,13.77,OK,28.23,35.31,6.303,6.881,137.7,15.06,0.0,801.968,140.1,2023,6,15,18,27
37.1,OK,4.26,OK,1.19,OK,0.26,OK,22.18,OR,2.0,BDL,20.01,68.93,0.0,0.0,0.0,0.0,0.0,807.614,862.0,2023,9,6,9,59
11.76,OK,7.47,OK,0.2,BDL,0.51,OK,21.39,OK,2.0,BDL,12.67,89.6,0.0,0.0,0.0,0.0,0.0,807.145,,2023,11,14,2,15
30.77,OK,1.4,OK,0.2,BDL,0.33,OK,10.82,OK,15.07,OK,19.38,69.68,1.746,2.222,164.7,15.05,0.0,808.226,,2023,8,6,19,40
59.36,OK,2.86,OK,0.2,BDL,0.29,OK,43.06,OK,24.55,OK,26.08,37.18,2.97,3.799,189.0,9.81,0.0,805.043,972.0,2023,6,15,10,51
19.63,OK,2.67,OK,0.2,BDL,0.3,OK,16.99,OK,10.07,OK,15.85,65.1,0.02,0.123,158.4,0.008,0.0,804.839,,2024,1,8,19,20
65.06,OK,9.99,OK,1.57,OK,0.25,OK,34.28,OK,29.06,OK,21.58,61.93,1.191,1.987,68.03,16.5,0.0,807.183,1031.0,2023,7,22,11,13
22.45,OK,7.75,OK,1.79,OK,0.33,OK,22.18,OR,2.0,BDL,11.68,82.6,3.575,3.901,0.637,7.053,0.0,805.256,163.7,2023,12,26,12,26
22.06,OK,1.74,OK,0.2,BDL,0.21,OK,19.02,OK,11.24,OK,11.7,84.1,0.0,0.0,0.0,0.0,0.0,807.016,,2023,9,27,5,32
42.3,OK,1.59,OK,0.2,BDL,0.44,OK,19.81,OK,12.05,OK,21.15,29.01,2.048,2.519,220.4,14.97,0.0,804.656,36.6,2024,2,13,18,13
20.79,OK,4.12,OK,0.2,BDL,0.12,OK,23.2,OK,9.12,OK,18.65,81.1,1.318,1.843,252.0,13.01,0.0,807.17,,2023,7,23,21,6
42.88,OK,1.5,OK,0.2,BDL,0.32,OK,22.22,OK,11.48,OK,27.32,20.2,4.646,5.786,172.6,5.249,0.0,803.313,783.8,2024,3,10,15,45
29.3,OK,1.37,OK,0.2,BDL,0.22,OK,17.0,OK,7.76,OK,23.78,46.19,3.572,4.536,206.6,13.58,0.0,802.547,508.0,2023,10,24,15,34
38.51,OK,4.06,OK,1.29,OK,0.27,OK,21.89,OK,4.74,OK,18.99,70.06,0.075,0.215,101.8,5.859,0.0,807.091,769.3,2023,8,29,9,59
68.97,OK,4.3,OK,0.2,BDL,0.27,OK,24.27,OK,13.19,OK,24.63,45.56,0.323,0.942,60.96,21.74,0.0,805.2,936.0,2023,10,14,13,50
60.23,OK,4.41,OK,0.52,OK,0.1,OK,25.33,OK,16.29,OK,22.0,53.61,0.579,0.799,105.1,16.83,0.0,809.815,913.0,2023,7,19,10,44
84.0,OK,4.69,OK,0.2,BDL,0.22,OK,11.36,OK,11.98,OK,25.04,12.93,2.78,3.318,103.3,9.54,0.0,809.029,895.0,2024,2,20,14,56
59.96,OK,11.03,OK,1.89,OK,0.26,OK,24.68,OK,25.46,OK,21.61,61.7,1.973,3.052,29.66,7.621,0.0,807.319,1011.0,2023,7,22,10,58
16.77,OK,8.53,OK,0.63,OK,0.31,OK,16.58,OK,9.1,OK,6.811,68.34,0.0,0.0,0.0,0.0,0.0,807.703,15.77,2023,11,5,7,4
42.95,OK,3.9,OK,0.67,OK,0.33,OK,32.78,OK,25.98,OK,25.46,56.42,1.705,2.54,217.8,32.24,0.0,804.161,223.3,2023,9,22,17,2
57.99,OK,1.82,OK,0.2,BDL,0.26,OK,33.53,OK,24.12,OK,23.48,36.09,2.599,5.448,150.1,18.39,0.0,803.121,,2023,6,4,21,34
37.86,OK,2.06,OK,0.2,BDL,0.29,OK,34.55,OK,30.72,OK,19.88,56.1,0.331,0.451,234.5,5.119,0.0,806.081,,2023,6,24,0,17
18.89,OK,5.79,OK,0.2,BDL,0.36,OK,23.35,OK,25.39,OK,13.61,85.4,0.0,0.0,0.0,0.0,0.0,804.187,,2023,11,22,2,39
31.12,OK,5.4,OK,0.2,BDL,0.45,OK,35.94,OK,35.75,OK,15.74,64.18,0.0,0.0,0.0,0.0,0.0,805.168,,2024,4,16,5,58
68.48,OK,4.39,OK,0.2,BDL,0.2,OK,22.64,OK,10.89,OK,24.24,25.93,2.301,3.205,74.82,13.19,0.0,804.268,802.0,2023,11,5,14,29
21.55,OK,1.48,OK,0.2,BDL,0.15,OK,21.0,OK,2.0,BDL,20.34,42.65,5.926,8.2,224.6,19.93,0.0,803.159,154.3,2024,1,8,15,22
25.58,OK,1.3,OK,0.2,BDL,0.21,OK,5.96,OK,4.94,OK,12.84,74.93,3.878,6.113,161.3,15.95,0.0,804.07,22.5,2023,12,26,17,28
27.45,OK,3.77,OK,0.2,BDL,0.3,OK,26.16,OK,29.9,OK,18.83,80.0,0.949,1.055,59.43,0.28,0.0,806.348,,2023,10,1,21,53
34.24,OK,0.98,OK,0.2,BDL,0.18,OK,6.19,OK,6.22,OK,18.75,46.96,3.767,4.26,208.1,5.068,0.0,804.132,683.6,2023,12,25,14,44
23.75,OK,3.1,OK,0.74,OK,0.36,OK,4.2,OK,2.0,BDL,17.31,79.84,0.171,0.369,90.0,7.767,0.0,808.723,265.4,2023,8,2,7,42
50.38,OK,1.99,OK,0.2,BDL,0.2,OK,8.8,OK,7.79,OK,24.9,44.42,2.157,2.447,140.4,24.54,0.0,802.424,468.5,2023,8,23,17,22
71.85,OK,7.53,OK,0.53,OK,0.26,OK,37.31,OK,33.32,OK,23.05,54.56,0.887,1.249,100.7,20.9,0.0,806.068,404.7,2023,7,6,11,40
31.0,OK,4.78,OK,0.88,OK,0.29,OK,12.75,OK,4.72,OK,16.14,88.8,2.214,3.676,114.8,20.57,0.0,808.308,193.8,2023,8,20,9,40
7.38,OK,1.85,OK,0.2,BDL,0.27,OK,6.12,OK,11.72,OK,13.31,93.9,0.483,0.737,301.9,15.99,0.0,805.431,,2023,10,21,3,31
23.6,OK,8.0,OK,2.96,OK,0.38,OK,18.06,OK,7.7,OK,16.16,68.04,2.068,2.427,49.84,16.87,0.0,810.056,515.9,2023,12,6,11,33
34.45,OK,4.06,OK,0.2,BDL,0.3,OK,16.77,OK,18.3,OK,14.02,45.99,0.329,0.799,300.9,7.121,0.0,804.131,,2024,3,7,1,23
31.35,OK,2.73,OK,0.2,BDL,0.42,OK,13.27,OK,10.87,OK,11.97,60.87,0.8,1.004,320.1,14.94,0.0,802.697,,2024,2,11,5,30
5.84,OK,7.81,OK,0.2,BDL,0.56,OK,24.74,OK,12.93,OK,3.902,94.9,0.0,0.0,0.0,0.0,0.0,808.382,,2023,12,30,6,50
32.66,OK,0.78,OK,0.2,BDL,0.33,OK,13.15,OK,16.44,OK,19.42,69.58,1.729,2.519,175.3,10.64,0.0,808.165,,2023,8,6,19,37
58.33,OK,4.55,OK,0.2,BDL,0.23,OK,13.36,OK,7.95,OK,25.1,32.35,2.202,2.734,92.9,19.42,0.0,805.196,169.2,2023,9,11,17,59
20.24,OK,2.98,OK,0.2,BDL,0.29,OK,13.34,OK,10.02,OK,16.92,89.9,0.572,0.748,201.6,6.372,0.0,805.645,,2023,10,3,22,30
14.49,OK,4.73,OK,0.2,BDL,0.4,OK,12.45,OK,16.83,OK,8.76,65.98,0.0,0.0,0.0,0.0,0.0,809.328,,2024,1,28,4,25
