O3,O3_flag,NO2,NO2_flag,NO,NO_flag,CO,CO_flag,PM10,PM10_flag,PM2.5,PM2.5_flag,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,WDir_SD,Rain_Tot,Press_Avg,Rad_Avg,Year,Month,Day,Hour,Minute
19.82,OK,8.82,OK,0.2,BDL,0.52,OK,31.4,OK,19.19,OK,13.65,71.46,0.0,0.0,0.0,0.0,0.0,806.635,,2024,2,1,3,57
19.77,OK,2.58,OK,0.2,BDL,0.09,OK,7.62,OK,9.11,OK,13.5,91.0,0.0,0.0,0.0,0.0,0.0,809.407,33.61,2023,7,19,6,38
22.89,OK,0.97,OK,0.2,BDL,0.22,OK,5.15,OK,5.36,OK,11.45,80.6,0.0,0.0,0.0,0.0,0.0,804.534,,2023,12,27,3,21
41.0,OK,2.48,OK,0.2,BDL,0.04,OK,35.81,OK,25.18,OK,17.43,89.2,1.41,2.181,314.5,15.97,0.0,808.231,89.1,2023,7,17,12,44
28.54,OK,2.98,OK,0.2,BDL,0.49,OK,31.38,OK,26.55,OK,14.16,51.08,0.655,1.106,353.2,9.61,0.0,803.554,,2024,2,11,1,47
8.91,OK,6.1,OK,0.2,BDL,0.24,OK,19.88,OK,26.03,OK,15.94,92.8,0.788,0.86,237.2,0.295,0.0,803.744,,2023,8,28,3,3
27.35,OK,1.31,OK,0.2,BDL,0.07,OK,5.14,OK,2.0,BDL,18.92,68.49,0.654,1.393,351.8,4.331,0.0,806.068,340.2,2023,7,7,9,22
13.67,OK,6.5,OK,1.93,OK,0.36,OK,11.48,OK,16.25,OK,15.86,88.5,0.038,0.195,83.1,0.0,0.0,806.703,173.1,2023,9,19,7,27
24.53,OK,9.84,OK,0.59,OK,0.63,OK,51.69,OK,46.7,OK,14.8,67.99,0.0,0.0,0.0,0.0,0.0,808.0,43.97,2024,4,14,7,5
21.57,OK,5.84,OK,0.2,BDL,0.2,OK,13.4,OK,7.09,OK,18.65,61.13,4.734,7.444,85.0,18.02,0.0,806.065,,2023,8,24,21,37
44.75,OK,2.82,OK,0.2,BDL,0.36,OK,35.2,OK,23.11,OK,21.45,58.57,0.416,0.963,168.8,11.16,0.0,806.247,504.2,2023,6,22,8,39
0.66,BDL,4.37,OK,0.79,OK,0.21,OK,7.15,OK,4.31,OK,13.83,97.0,0.138,0.328,95.1,0.0,0.0,803.309,,2023,10,13,5,22
28.07,OK,6.44,OK,0.2,BDL,0.41,OK,35.47,OK,12.36,OK,14.78,70.07,0.0,0.0,0.0,0.0,0.0,805.798,,2023,11,17,21,40
43.29,OK,1.28,OK,0.2,BDL,0.05,OK,21.92,OK,17.66,OK,16.63,86.0,3.116,3.389,174.8,10.19,0.0,807.09,,2023,7,6,23,53
42.0,OK,1.1,OK,0.2,BDL,0.02,BDL,14.8,OK,10.11,OK,26.33,40.0,0.768,0.932,213.6,17.53,0.0,803.923,441.5,2023,7,14,16,10
18.07,OK,2.79,OK,0.2,BDL,0.36,OK,10.08,OK,11.93,OK,17.73,81.4,2.836,3.103,5.315,5.501,0.0,808.981,,2023,8,6,21,44
44.6,OK,2.35,OK,0.2,BDL,0.25,OK,2.0,BDL,7.05,OK,20.86,67.86,1.92,2.263,98.4,13.13,0.0,808.675,565.9,2023,8,10,9,46
27.33,OK,4.34,OK,0.2,BDL,0.35,OK,22.5,OK,29.13,OK,17.56,52.49,1.287,1.505,180.6,1.935,0.0,805.334,,2024,4,22,3,15
45.61,OK,2.46,OK,0.2,BDL,0.24,OK,39.24,OK,9.3,OK,24.64,18.7,4.045,5.243,148.7,16.43,0.0,802.128,100.7,2024,3,7,18,19
11.62,OK,7.87,OK,0.2,BDL,0.22,OK,21.09,OK,6.64,OK,14.29,83.9,0.611,0.901,240.6,4.638,0.0,808.254,,2023,9,11,1,33
40.55,OK,0.85,OK,0.2,BDL,0.33,OK,17.88,OK,14.77,OK,23.96,58.77,3.354,3.676,195.6,4.326,0.0,805.147,69.1,2023,8,2,18,50
39.34,OK,1.11,OK,0.2,BDL,0.36,OK,15.97,OK,5.7,OK,18.98,39.68,4.431,5.407,275.5,22.45,0.0,802.064,970.0,2024,2,3,13,4
18.94,OK,2.3,OK,0.2,BDL,0.31,OK,11.13,OK,18.7,OK,7.105,91.3,1.908,2.068,168.8,6.011,0.0,807.609,,2024,1,2,6,28
70.0,OK,3.68,OK,0.2,BDL,0.22,OK,20.28,OK,16.1,OK,25.32,25.46,1.853,2.028,77.51,28.32,0.0,804.24,1052.0,2023,5,17,14,26
31.31,OK,4.02,OK,0.2,BDL,0.54,OK,16.13,OK,2.0,BDL,5.352,38.26,0.0,0.0,0.0,0.0,0.0,806.411,,2024,2,6,6,54
41.34,OK,1.41,OK,0.2,BDL,0.18,OK,10.21,OK,5.99,OK,24.43,36.46,2.862,3.953,180.1,33.84,0.0,805.676,395.6,2023,6,27,12,20
16.62,OK,5.5,OK,2.88,OK,0.49,OK,20.05,OK,2.0,BDL,17.7,78.44,0.131,0.604,13.56,15.64,0.0,810.131,302.7,2023,8,8,7,59
64.48,OK,3.56,OK,0.41,OK,0.27,OK,19.54,OK,8.51,OK,24.51,32.74,5.089,6.236,173.6,10.32,0.0,804.567,885.0,2023,11,17,13,32
