O3,O3_flag,NO2,NO2_flag,NO,NO_flag,CO,CO_flag,PM10,PM10_flag,PM2.5,PM2.5_flag,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,WDir_SD,Rain_Tot,Press_Avg,Rad_Avg,Year,Month,Day,Hour,Minute
60.57,OK,2.81,OK,0.2,BDL,0.18,OK,14.38,OK,10.9,OK,24.85,37.6,0.181,0.594,37.73,0.014,0.0,802.06,742.6,2023,10,29,14,59
39.63,OK,8.31,OK,1.86,OK,0.43,OK,36.18,OK,17.26,OK,16.67,38.88,2.778,3.021,146.5,12.58,0.0,809.315,571.3,2024,1,20,12,12
42.25,OK,2.87,OK,0.2,BDL,0.13,OK,22.01,OK,24.39,OK,19.72,70.57,1.956,2.888,278.9,23.85,0.0,807.915,,2023,7,4,22,40
17.89,OK,16.26,OK,0.2,BDL,0.4,OK,28.4,OK,25.48,OK,17.87,74.51,0.0,0.0,0.0,0.0,0.0,805.608,,2023,6,28,23,12
7.93,OK,4.21,OK,0.47,OK,0.38,OK,27.51,OK,16.85,OK,14.77,96.0,0.0,0.0,0.0,0.0,0.0,806.914,31.34,2023,9,23,6,49
41.78,OK,2.61,OK,0.2,BDL,0.54,OK,54.93,OK,41.15,OK,18.53,38.53,1.811,2.15,26.56,8.22,0.0,807.318,,2024,4,25,2,51
3.96,OK,7.46,OK,0.2,BDL,0.6,OK,34.07,OK,28.32,OK,9.07,93.3,0.0,0.0,0.0,0.0,0.0,807.444,,2023,11,15,6,35
38.76,OK,1.32,OK,0.2,BDL,0.29,OK,29.5,OK,11.84,OK,20.55,73.06,1.7,3.103,325.3,16.67,0.0,804.872,,2023,9,13,19,24
65.36,OK,4.08,OK,0.2,BDL,0.26,OK,21.55,OK,15.29,OK,23.63,49.25,2.951,3.389,75.45,7.56,0.0,805.778,1008.0,2023,10,14,13,19
16.58,OK,2.25,OK,0.2,BDL,0.25,OK,13.45,OK,12.83,OK,16.67,86.0,2.516,3.338,317.9,16.5,0.0,806.812,,2023,10,20,23,34
37.84,OK,1.23,OK,0.2,BDL,0.25,OK,5.11,OK,5.46,OK,19.21,43.48,3.389,4.147,167.2,16.4,0.0,803.356,527.4,2023,12,28,15,56
29.66,OK,1.56,OK,0.2,BDL,0.31,OK,8.69,OK,2.0,BDL,21.48,42.0,4.016,4.895,299.7,18.53,0.0,805.343,1074.0,2024,1,23,13,25
21.62,OK,1.63,OK,0.2,BDL,0.25,OK,2.0,BDL,6.57,OK,8.93,70.77,3.686,4.454,233.9,8.43,0.0,806.098,,2024,1,4,5,3
27.73,OK,0.97,OK,0.2,BDL,0.2,OK,11.59,OK,2.0,BDL,22.79,50.17,3.738,4.383,163.8,15.59,0.0,802.221,455.8,2023,10,23,16,43
23.03,OK,6.1,OK,0.2,BDL,0.43,OK,19.87,OK,12.76,OK,9.92,72.12,0.003,0.02,189.1,0.006,0.0,805.37,,2023,12,23,3,38
12.46,OK,2.92,OK,0.2,BDL,0.24,OK,17.13,OK,11.61,OK,15.12,95.4,0.0,0.0,0.0,0.0,0.0,804.322,,2023,8,23,5,25
28.11,OK,1.51,OK,0.2,BDL,0.27,OK,22.53,OK,16.94,OK,14.58,93.3,1.719,2.324,194.8,6.043,0.0,808.689,,2023,7,26,5,30
31.26,OK,12.33,OK,6.46,OK,0.61,OK,28.65,OK,27.33,OK,19.04,74.33,0.973,1.464,59.78,16.42,0.0,810.444,874.0,2023,8,7,10,29
30.17,OK,1.47,OK,0.2,BDL,0.02,BDL,2.0,BDL,2.0,BDL,23.84,41.37,7.096,8.47,210.9,17.75,0.0,803.688,820.0,2023,7,7,15,57
38.36,OK,9.04,OK,1.45,OK,0.51,OK,48.41,OK,13.78,OK,16.36,59.3,0.0,0.0,0.0,0.0,0.0,810.308,363.6,2024,2,26,8,47
30.52,OK,1.32,OK,0.2,BDL,0.02,BDL,2.0,BDL,8.0,OK,23.63,41.64,6.799,8.16,173.5,6.634,0.0,803.288,682.0,2023,7,7,17,3
15.67,OK,7.49,OK,0.2,BDL,0.67,OK,17.47,OK,20.25,OK,14.88,92.9,0.282,0.645,308.9,1.682,0.0,805.485,,2023,11,9,23,23
62.16,OK,4.33,OK,0.2,BDL,0.25,OK,12.62,OK,11.56,OK,22.51,41.16,2.698,3.226,122.2,5.466,0.0,806.268,245.3,2023,11,2,14,46
20.28,OK,6.21,OK,2.62,OK,0.38,OK,24.73,OK,9.79,OK,14.12,80.6,0.271,0.809,263.2,7.182,0.0,808.709,226.5,2023,7,28,7,37
40.68,OK,1.16,OK,0.2,BDL,0.29,OK,26.84,OK,26.73,OK,19.1,55.99,1.603,1.731,203.1,2.051,0.0,804.854,,2023,6,14,3,10
15.92,OK,13.67,OK,0.2,BDL,0.41,OK,37.42,OK,30.78,OK,13.62,64.41,1.022,1.147,162.1,2.902,0.0,806.179,,2023,5,8,6,0
43.27,OK,1.82,OK,0.2,BDL,0.17,OK,22.18,OR,8.36,OK,24.13,44.2,3.21,3.615,266.3,4.437,0.0,801.364,1053.0,2023,10,12,13,44
31.42,OK,3.84,OK,0.2,BDL,0.54,OK,15.62,OK,8.4,OK,11.5,52.2,1.483,1.608,56.11,3.826,0.0,806.492,,2024,2,13,6,36
18.53,OK,3.99,OK,0.2,BDL,0.38,OK,14.03,OK,15.99,OR,8.7,89.2,0.0,0.0,0.0,0.0,0.0,806.342,,2024,1,22,4,54
42.13,OK,4.15,OK,0.2,BDL,0.38,OK,17.83,OK,11.66,OK,7.826,49.07,0.0,0.0,0.0,0.0,0.0,809.614,,2024,2,20,5,2
21.88,OK,8.08,OK,0.2,BDL,0.49,OK,32.17,OK,20.41,OK,14.91,55.04,0.0,0.0,0.0,0.0,0.0,807.186,,2024,1,20,1,8
15.24,OK,7.11,OK,0.2,BDL,0.4,OK,35.12,OK,33.38,OK,15.75,89.5,0.0,0.0,0.0,0.0,0.0,806.2,,2023,9,14,1,14
55.88,OK,3.31,OK,0.2,BDL,0.37,OK,42.32,OK,45.48,OK,23.45,53.64,2.205,2.888,246.6,15.21,0.0,806.961,935.0,2023,5,23,10,47
20.95,OK,1.22,OK,0.2,BDL,0.3,OK,14.19,OK,18.58,OK,8.51,79.41,1.046,1.27,130.7,7.384,0.0,804.805,,2024,1,5,2,11
17.14,OK,20.0,OK,0.2,BDL,0.65,OK,37.05,OK,19.77,OK,15.64,60.94,0.0,0.0,0.0,0.0,0.0,807.526,,2024,1,19,22,47
53.64,OK,1.82,OK,0.2,BDL,0.27,OK,40.07,OK,31.91,OK,21.8,59.46,3.405,4.833,204.1,14.66,0.0,802.595,245.7,2023,11,21,16,54
49.65,OK,6.67,OK,1.23,OK,0.34,OK,29.36,OK,19.53,OK,18.64,41.51,0.737,1.495,27.25,19.29,0.0,809.07,797.6,2024,3,2,10,24
26.48,OK,4.64,OK,0.2,BDL,0.42,OK,10.54,OK,9.46,OK,15.73,53.2,1.717,2.191,16.13,8.59,0.0,806.56,,2024,1,23,21,48
48.4,OK,2.52,OK,0.2,BDL,0.24,OK,33.22,OK,43.32,OK,23.35,45.87,2.248,3.215,13.84,21.21,0.0,805.939,810.0,2023,6,1,10,1
41.33,OK,1.44,OK,0.2,BDL,0.28,OK,28.2,OK,19.38,OK,20.94,54.44,4.953,5.663,265.4,6.045,0.0,805.907,722.9,2023,6,6,9,33
41.94,OK,3.58,OK,0.56,OK,0.3,OK,54.03,OK,26.73,OK,17.34,44.88,1.975,2.232,270.2,9.06,0.0,807.39,584.2,2024,3,13,9,22
43.99,OK,10.49,OK,2.97,OK,0.48,OK,30.98,OK,7.97,OK,19.67,72.16,1.546,1.71,134.7,29.31,0.0,806.397,612.3,2023,9,4,10,4
9.96,OK,0.2,BDL,0.2,BDL,0.14,OK,7.43,OK,5.88,OK,12.02,94.5,1.34,1.516,301.5,2.378,0.0,801.622,,2023,10,12,4,42
21.16,OK,17.14,OK,13.58,OK,0.69,OK,43.14,OK,18.89,OK,15.94,52.53,0.024,0.143,79.65,0.0,0.0,807.893,584.2,2023,11,16,9,31
16.41,OK,15.26,OK,4.99,OK,0.59,OK,32.47,OK,20.84,OK,8.82,70.2,0.0,0.0,0.0,0.0,0.0,808.294,18.12,2024,2,22,7,26
35.73,OK,2.27,OK,0.2,BDL,0.21,OK,26.79,OK,20.87,OK,23.0,36.61,3.094,3.512,235.2,8.56,0.0,804.377,867.0,2024,4,3,10,20
5.72,OK,4.84,OK,2.78,OK,0.29,OK,9.52,OK,2.0,BDL,13.51,96.5,0.795,0.952,33.13,9.06,0.0,805.486,95.4,2023,10,29,8,18
16.56,OK,11.39,OK,1.5,OK,0.3,OK,2.0,BDL,15.99,OR,17.85,85.5,0.942,1.085,198.3,4.064,0.0,805.28,65.5,2023,7,1,17,53
9.99,OK,8.58,OK,0.67,OK,0.45,OK,6.88,OK,18.99,OK,15.87,97.0,0.043,0.256,290.3,0.0,0.0,805.247,25.58,2023,10,6,6,57
35.69,OK,6.92,OK,0.2,BDL,0.3,OK,25.06,OK,15.59,OK,19.12,69.53,0.0,0.0,0.0,0.0,0.0,806.742,,2023,11,6,21,40
69.16,OK,4.89,OK,0.2,BDL,0.08,OK,25.5,OK,15.83,OK,24.52,41.33,2.454,3.123,115.2,9.45,0.0,808.398,1110.0,2023,7,20,12,30
15.74,OK,13.11,OK,5.81,OK,0.67,OK,22.12,OK,12.65,OK,10.64,77.58,0.36,0.573,302.4,19.03,0.0,806.261,257.1,2024,2,10,8,32
62.1,OK,10.33,OK,1.77,OK,0.46,OK,39.78,OK,25.23,OK,22.26,39.94,3.2,3.727,140.6,6.251,0.0,807.255,890.0,2023,5,18,10,29
73.63,OK,5.37,OK,0.2,BDL,0.36,OK,44.05,OK,30.12,OK,25.72,41.0,1.857,3.072,97.1,18.95,0.0,805.424,1021.0,2023,5,24,11,42
54.86,OK,1.01,OK,0.2,BDL,0.25,OK,34.88,OK,25.06,OK,26.88,19.23,6.255,7.086,249.9,8.26,0.0,801.581,440.3,2023,5,2,17,10
8.16,OK,11.1,OK,1.69,OK,0.3,OK,6.82,OK,15.99,OR,5.846,94.0,0.613,0.778,177.0,8.34,0.0,805.484,22.13,2024,1,12,7,39
22.55,OK,7.52,OK,1.96,OK,0.1,OK,19.58,OK,10.99,OK,17.9,71.48,1.434,1.567,207.2,14.24,0.0,808.338,225.1,2023,7,17,8,3
24.67,OK,5.05,OK,0.2,BDL,0.19,OK,6.59,OK,2.0,BDL,13.29,83.4,1.038,1.341,28.53,0.02,0.0,808.301,5.255,2023,10,16,6,42
49.12,OK,3.69,OK,0.54,OK,0.24,OK,14.81,OK,2.0,BDL,22.91,55.64,2.797,3.092,32.57,23.36,0.0,803.914,1052.0,2023,10,13,12,52
