O3,O3_flag,NO2,NO2_flag,NO,NO_flag,CO,CO_flag,PM10,PM10_flag,PM2.5,PM2.5_flag,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,WDir_SD,Rain_Tot,Press_Avg,Rad_Avg,Year,Month,Day,Hour,Minute
15.1,OK,4.67,OK,0.2,BDL,0.59,OK,28.15,OK,33.39,OK,7.001,90.8,0.0,0.0,0.0,0.0,0.0,808.09,,2024,1,1,2,30
29.31,OK,2.6,OK,0.61,OK,0.4,OK,14.36,OK,45.21,OK,12.43,63.36,1.642,1.843,335.8,5.273,0.0,809.992,591.2,2024,1,1,10,0
40.89,OK,1.26,OK,0.2,BDL,0.26,OK,17.09,OK,7.56,OK,19.15,41.27,2.06,2.55,198.5,13.41,0.0,806.465,70.21,2024,1,1,17,33
26.47,OK,3.94,OK,0.2,BDL,0.29,OK,7.38,OK,15.29,OK,12.08,67.22,0.0,0.0,0.0,0.0,0.0,808.308,,2024,1,1,22,6
32.05,OK,6.29,OK,0.2,BDL,0.35,OK,10.66,OK,9.94,OK,14.71,56.88,0.893,1.341,266.7,14.25,0.0,807.689,,2024,1,1,20,29
17.93,OK,3.39,OK,0.2,BDL,0.5,OK,39.99,OK,28.39,OK,7.295,90.9,1.538,1.864,221.4,5.414,0.0,808.254,,2024,1,1,2,1
31.5,OK,3.25,OK,0.2,BDL,0.29,OK,8.61,OK,19.46,OK,12.14,67.17,0.399,0.492,137.5,1.362,0.0,808.329,,2024,1,1,22,12
42.27,OK,2.79,OK,0.2,BDL,0.33,OK,8.12,OK,4.96,OK,16.25,47.53,1.509,2.038,350.8,17.24,0.0,809.474,825.0,2024,1,1,11,36
39.54,OK,1.35,OK,0.2,BDL,0.25,OK,24.49,OK,13.7,OK,16.56,50.8,1.338,2.427,217.4,43.0,0.0,807.451,,2024,1,1,19,44
40.39,OK,1.55,OK,0.2,BDL,0.26,OK,27.1,OK,11.13,OK,17.84,46.4,3.287,4.669,221.2,6.795,0.0,806.621,10.51,2024,1,1,18,6
41.15,OK,1.01,OK,0.2,BDL,0.25,OK,2.0,BDL,5.24,OK,20.82,35.77,2.729,3.942,245.1,23.98,0.0,806.388,355.8,2024,1,1,15,54
